iter	posterior	m_anc_n1	m_anc_n2	m_anc_n3	m_anc_n4	m_anc_n5	m_anc_n6	m_anc_n7	m_anc_n8	m_anc_n9	logX_anc_n1	logX_anc_n2	logX_anc_n3	logX_anc_n4	logX_anc_n5	logX_anc_n6	logX_anc_n7	logX_anc_n8	logX_anc_n9	S_m1	S_m2	S_m3	S_m4	S_m5	S_m6	S_m7	S_m8	S_m9	S_m10	S_m11	S_m12	S_m13	S_m14	S_m15	S_m16	S_m17	S_m18	S_X1	S_X2	S_X3	S_X4	S_X5	S_X6	S_X7	S_X8	S_X9	S_X10	S_X11	S_X12	S_X13	S_X14	S_X15	S_X16	S_X17	S_X18	sigma^2_m	sigma^2_logX	nu	omega	log.lik	acc 
109	-511974.429704999	10	10.0390354609559	9.62775665710776	9.152136956644	9.13569387389168	9.57495472746578	9.16891823382784	9.32707000489828	9.22046035061954	0.7	-0.730566616749184	-1.21291457032004	-4.20137609701443	-5.03899851351766	-1.68003385831145	-5.36668964073479	-2.22005918024662	-4.91501797124233	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511913.562382167	1 
110	-510677.366952047	10	10.0454087211777	9.62627908506138	9.15729554392383	9.13945812606964	9.57617001131647	9.16927596822694	9.32489208085575	9.22892579270129	0.7	-0.713801441588874	-1.21414525320971	-4.20171831448657	-5.04203363362978	-1.67125188343215	-5.36478921157585	-2.20833218240057	-4.91374494133915	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510616.494758715	1 
111	-511287.822095884	10	10.0549041788193	9.62351718915465	9.15959390066162	9.14357239586718	9.5735118748086	9.1628102775261	9.30349000451548	9.22530844816744	0.7	-0.717742140300501	-1.22141477105298	-4.20454125444741	-5.04190808771404	-1.69166578783293	-5.36627398451611	-2.20537283008845	-4.9002664101422	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511226.947051442	1 
112	-510581.861807655	10	10.0386492094295	9.62811322431431	9.16092147681159	9.1423995159596	9.56558607795985	9.1674344364031	9.31029359155489	9.21085724995475	0.7	-0.711926794527439	-1.21423520845633	-4.20187557470776	-5.0427470139238	-1.68587192644877	-5.36420380923006	-2.1896888683123	-4.88565674314222	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510521.001196334	1 
113	-511263.001837466	10	10.0400112284051	9.63727698480226	9.1604992549404	9.1410328017081	9.57712452805753	9.16766280439938	9.29225148461608	9.22296786512916	0.7	-0.715918919418611	-1.21104303028851	-4.20049382686651	-5.04061251646717	-1.68512526121231	-5.36683232311311	-2.20691713483947	-4.88296326391113	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511202.133324946	1 
114	-511822.818618698	10	10.0465531137784	9.63399623094381	9.15609582412337	9.1436737526556	9.57249582013649	9.16578293459174	9.320024894909	9.1878280564096	0.7	-0.696793823575885	-1.21857735248786	-4.20460937503109	-5.0392729981435	-1.68413187862756	-5.36750240311956	-2.21406426501237	-4.91583837749454	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511761.945198139	1 
115	-512879.328394741	10	10.055342404479	9.63532429660053	9.15864530569258	9.14151991598893	9.57775463119427	9.16699768587778	9.31110257115764	9.21369805381429	0.7	-0.710487736336823	-1.21394400859645	-4.21230559612009	-5.0412754583819	-1.6886044756362	-5.36895760031795	-2.2226855480097	-4.90832718630492	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512818.445673766	1 
116	-510499.456698079	10	10.0511773019549	9.6421444645529	9.15745456085194	9.14620154027449	9.58088518943294	9.16731971677164	9.31861855569174	9.20797059291905	0.7	-0.709016917061732	-1.20982019854111	-4.20482964316008	-5.04443267163219	-1.68286400564917	-5.368376141185	-2.22577651091949	-4.90314358955322	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510438.572630319	1 
117	-510842.083197092	10	10.0550206577291	9.63593555421409	9.15279398980508	9.14388347761738	9.57758995743792	9.16582604774749	9.33725722318228	9.21488958236044	0.7	-0.705381243424155	-1.19632943963668	-4.1978531020673	-5.04006150194805	-1.67690569267387	-5.36684693643878	-2.20336916982332	-4.91360571142732	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510781.196852953	1 
118	-512697.805867632	10	10.043769339617	9.63431258500396	9.155937389531	9.14115865588849	9.57360332759649	9.16817322029742	9.30988513807332	9.22416211261189	0.7	-0.712801460157169	-1.19378899009884	-4.197480189538	-5.03560167111685	-1.65692211454086	-5.3661390703059	-2.22352480102141	-4.88552368356882	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512636.934701183	1 
119	-510780.574291219	10	10.0661596011549	9.62483181062124	9.16084166508135	9.14112763777068	9.57549385523309	9.16976541874548	9.29673031991637	9.22078091464326	0.7	-0.732923072552798	-1.21118275828313	-4.20169856977392	-5.04231988839147	-1.66197592865371	-5.36910759989916	-2.20219329560452	-4.90675267195907	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510719.689276676	1 
120	-510500.173862082	10	10.0499474980473	9.6296383087546	9.16250928107828	9.14200069120622	9.56047241361572	9.16864480455743	9.32410712592249	9.21097689541173	0.7	-0.724828511249481	-1.2161181914309	-4.19953416672237	-5.04195106495696	-1.6797735059074	-5.36672092885458	-2.18997638322875	-4.89439834604396	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510439.303230297	1 
121	-509636.235127534	10	10.0328533380309	9.63806379666874	9.16040456855398	9.14571108968337	9.57567302677536	9.17156199547294	9.32132984470447	9.22797989761601	0.7	-0.721561706208478	-1.21467462729812	-4.20114600170116	-5.04572082941622	-1.68053037110796	-5.36627420882859	-2.20467843077876	-4.88172114010419	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509575.369350154	1 
122	-509986.987521664	10	10.0454274943567	9.6275244796194	9.15133051949895	9.14064133446324	9.58649155551087	9.16790725159251	9.30085613050191	9.21662845291534	0.7	-0.721179175954991	-1.20544770446372	-4.19577035023836	-5.04179676916394	-1.6788671948705	-5.36817740706145	-2.20995004592133	-4.89775441274761	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509926.114102841	1 
123	-513452.612763195	10	10.0435614380535	9.63311205959607	9.15600095492552	9.13534352534242	9.57595904048713	9.17104483861948	9.29648149315881	9.21245644446114	0.7	-0.705257018469006	-1.23357622798867	-4.20328809201834	-5.0342087606018	-1.69126059151047	-5.36700775304145	-2.22512982239196	-4.90467595578063	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513391.743116412	1 
124	-510938.960478041	10	10.0430182807341	9.62862103413848	9.16270848170553	9.13978519995739	9.58470032154228	9.16596899676084	9.3128459673811	9.20327078427449	0.7	-0.720216735082667	-1.22821657340447	-4.20765559607067	-5.0440879224952	-1.6941005167708	-5.3674746426903	-2.20902701024523	-4.90719242387495	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510878.088440672	1 
125	-511638.511916526	10	10.0357586376486	9.63029132532968	9.15030343846795	9.14328887057405	9.57782721191629	9.17127667134774	9.2972086140753	9.21770696430273	0.7	-0.70064277006387	-1.22634933306117	-4.20435669317786	-5.03973516851593	-1.69914699203715	-5.36774626927637	-2.19931222751855	-4.90615604688053	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511577.649248596	1 
126	-508949.326112197	10	10.0394803813849	9.62925351528517	9.15495611637193	9.13582742175337	9.57892738566617	9.16617906634263	9.30134359134532	9.21157084249455	0.7	-0.71453187951069	-1.22418103490581	-4.20436632010314	-5.04788426596482	-1.69604762330557	-5.36608813778597	-2.18551561072959	-4.89897702793334	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-508888.459825892	1 
127	-508835.076089433	10	10.0590541559149	9.63666481353542	9.16691248506402	9.14648985535022	9.57202401868506	9.16749958819634	9.29925767498338	9.21325550846825	0.7	-0.703805505199649	-1.21952341070268	-4.19618610182877	-5.04439439010756	-1.68411168827332	-5.36718287267003	-2.21387778636826	-4.88467875519491	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-508774.193595051	1 
128	-512059.307399417	10	10.0519421156398	9.64143368794205	9.16264406243246	9.14821623712499	9.57985765648443	9.16767738395476	9.29813264312381	9.20871021981431	0.7	-0.72950476714428	-1.21839388532738	-4.19779088162764	-5.03672202345352	-1.68642284449175	-5.36810229885425	-2.22053854822667	-4.91350324287367	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511998.426066635	1 
129	-513250.90219751	10	10.0379232134416	9.63311510230331	9.1554670047824	9.14444723182863	9.59213420615453	9.17047442578129	9.29742190930739	9.21181355624637	0.7	-0.724186659608313	-1.22524006365669	-4.20152225904705	-5.03462381706562	-1.68495986685684	-5.36635224908354	-2.20325014967482	-4.91584698869441	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513190.03124035	1 
130	-512262.440857003	10	10.0421767842743	9.62113384589033	9.15210155508413	9.1368666121639	9.58229459302747	9.16644589539837	9.3202273076518	9.19747918046785	0.7	-0.715820312816032	-1.22923534540831	-4.20846880310664	-5.0409389466556	-1.68259768776462	-5.36418678595166	-2.2137103057009	-4.89184646507366	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512201.572422054	1 
131	-510545.638681125	10	10.0292122855605	9.61289539948929	9.15646973169039	9.13626632237955	9.56385866287377	9.16699594845791	9.33284062740077	9.22154379681842	0.7	-0.720788001434449	-1.22528513278593	-4.2046017613888	-5.04360227744182	-1.68359327777761	-5.36852655131295	-2.19561840111689	-4.90176556408392	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510484.789284039	1 
132	-510372.877912476	10	10.0351509090875	9.6194380579049	9.15812377212727	9.14912671318189	9.56135280666759	9.1694751388771	9.32113981041199	9.24359384991223	0.7	-0.703533790116499	-1.22751051777194	-4.19983809778117	-5.04168567124527	-1.69385192832994	-5.36504719205651	-2.21737383291577	-4.89585488865863	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510312.022967014	1 
133	-512017.047176282	10	10.0452245488449	9.6145868140038	9.1552721854984	9.14354169976234	9.55840881265112	9.16883262435755	9.31411263586631	9.22552225128172	0.7	-0.714294040030231	-1.22137193508545	-4.20351505302184	-5.03892619519206	-1.69845257661438	-5.36648191793285	-2.20914990443059	-4.91567427991334	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511956.188434865	1 
134	-511575.701915099	10	10.0488770396053	9.61798478286274	9.15438764939656	9.14243477870378	9.56311107113508	9.16925581643786	9.31033719922261	9.21697684683836	0.7	-0.713941810558474	-1.23497305706879	-4.2003060748972	-5.03813976484793	-1.69761039665247	-5.36817835538527	-2.20805098157227	-4.90058751668399	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511514.83764928	1 
135	-511958.8690428	10	10.038349425301	9.62601831815114	9.15666769759335	9.14008437606491	9.56860515265031	9.16803983797317	9.31199397953783	9.20748183583936	0.7	-0.712843278786755	-1.21952926381739	-4.19808764376585	-5.03639840579893	-1.69027456510191	-5.36907506592567	-2.20529890744471	-4.90193038154225	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511898.008131803	1 
136	-513600.270835117	10	10.0451159183247	9.62662388242006	9.16128589982502	9.14125958025646	9.57251977400847	9.1686843278931	9.30387454693801	9.21543649672028	0.7	-0.721528115670295	-1.207627128226	-4.20367448966014	-5.03572281937814	-1.68030067829637	-5.36766402633563	-2.21234887264265	-4.8953087414988	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513539.403464141	1 
137	-511996.723201975	10	10.0653320336943	9.6313124059274	9.1603634835754	9.14462271081233	9.56985951853083	9.16810065718195	9.30908862770445	9.21070188008931	0.7	-0.716873340840001	-1.20802393278856	-4.19723211506481	-5.03638119962437	-1.67203349201736	-5.3704642798126	-2.20452547243036	-4.90103334970308	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511935.83721347	1 
138	-512644.634541187	10	10.0587734839847	9.62130682835669	9.16091118343897	9.14763740850281	9.55656967037587	9.16602770634342	9.32331436418034	9.22579061162162	0.7	-0.729825607530704	-1.2001107214846	-4.19866384245871	-5.03638827567672	-1.66773817286662	-5.36844373126452	-2.2059038771969	-4.89557745634787	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512583.761180419	1 
139	-512471.087427618	10	10.0333543644019	9.61081411623614	9.15339680607606	9.14149881033232	9.56954152581199	9.16829367833173	9.31557772513471	9.22914177471386	0.7	-0.720952479200516	-1.20492918868789	-4.20287708381781	-5.03826945370248	-1.6585753104907	-5.36691703577087	-2.20878696767256	-4.89751666032186	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512410.235570654	1 
140	-510562.720996417	10	10.0460685982701	9.61260690507714	9.15631139151116	9.14323207349882	9.55131869989866	9.17196995079296	9.32863209182984	9.2132894140521	0.7	-0.723917661997816	-1.22165933372642	-4.20482407881611	-5.04403549537743	-1.675030926668	-5.36830606968825	-2.20483098448184	-4.89705116811729	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510501.86347906	1 
141	-509936.908543212	10	10.0468600849251	9.61813222843473	9.15576374782922	9.14481111857262	9.55888156662004	9.16835453408917	9.31551054881487	9.23733533240603	0.7	-0.70890373370452	-1.21582703325646	-4.20565157927141	-5.04610086534418	-1.6811667317545	-5.36713097240244	-2.21048115390962	-4.89650682401708	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509876.046094589	1 
142	-509544.118789949	10	10.03209225209	9.61677435295622	9.15357136310735	9.14522700039019	9.5622550784222	9.16668680281602	9.31908076877204	9.22399728535181	0.7	-0.711187047040093	-1.22081616381343	-4.20425895218136	-5.04584299195786	-1.67761967030169	-5.36691509651274	-2.19235980896581	-4.90866769107991	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509483.268076046	1 
143	-511215.789327093	10	10.0306033259505	9.61240798702521	9.15109834981578	9.13654051754589	9.56355348091946	9.1669071430083	9.31914807789291	9.20916632492058	0.7	-0.719880217555262	-1.22648009405105	-4.20848926430944	-5.04397046399568	-1.68826312903644	-5.36707152310751	-2.18447382797388	-4.87901714592336	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511154.941217592	1 
144	-510193.786865341	10	10.0454416047132	9.59338757216397	9.1583186310807	9.1413316379132	9.54781286567089	9.16595806960861	9.31495933523626	9.22127494657472	0.7	-0.709860331407799	-1.22285199239259	-4.21048440107643	-5.04812774677455	-1.69521916297086	-5.36688020415846	-2.23750392266036	-4.88004036482309	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510132.940447926	1 
145	-508687.950115067	10	10.0378685899953	9.60022508860862	9.15472620370025	9.14475930170672	9.53876681421596	9.16880636015367	9.30244241448363	9.21363603970255	0.7	-0.702515767927926	-1.20948066626064	-4.20183864758423	-5.0466853995781	-1.6786522267424	-5.36926674413014	-2.21556655957579	-4.92283745594903	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-508627.112303295	1 
146	-512004.077830479	10	10.0479627893427	9.61305096897998	9.15224601380872	9.14020935912612	9.54939565937642	9.16918424305903	9.29901322782331	9.21012874596532	0.7	-0.694189521534083	-1.20539594159376	-4.2088082494865	-5.04117902574529	-1.67507299460018	-5.36658714021321	-2.21138136037394	-4.90902459000349	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511943.222754753	1 
147	-511019.838249376	10	10.0300510671136	9.6251057968584	9.14899860267083	9.13513276781392	9.56770679621768	9.16543791385701	9.29745947127482	9.2059316980353	0.7	-0.724113678369212	-1.21802576701912	-4.20397898014918	-5.04238620962655	-1.68081096382306	-5.36547895794241	-2.21499552556635	-4.90646921418548	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510958.986187611	1 
148	-512638.14326119	10	10.0342014902789	9.61654645411767	9.15791025013504	9.1413541953538	9.57144097983141	9.16881831698998	9.33622118828303	9.20611777483805	0.7	-0.712915176755357	-1.20558085773734	-4.21283406068705	-5.04252748702294	-1.67645630824254	-5.36641490355624	-2.21556120582418	-4.90978148262317	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512577.285597205	1 
149	-508362.131171087	10	10.0439332043354	9.61347678362043	9.15838972183572	9.14121871863528	9.55448610433167	9.16673590003044	9.32277363146029	9.23486289219671	0.7	-0.716625262895311	-1.21306195421736	-4.20864773506261	-5.05230736672063	-1.6713202397563	-5.36524319379928	-2.23001628772496	-4.90772755241958	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-508301.273808627	1 
150	-509080.42302253	10	10.0441181263819	9.62139456535891	9.16096717974817	9.14013741484137	9.56361445373338	9.16547491332691	9.33724078095771	9.22905887166926	0.7	-0.696016309923323	-1.20507697737122	-4.1971962285762	-5.04352220273375	-1.67099616225543	-5.36800803270449	-2.19119900829995	-4.91662488214901	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509019.557021161	1 
151	-514569.910946929	10	10.0605895695646	9.62558644391073	9.16097776913248	9.1479913077508	9.56883262508793	9.17190459459272	9.30390970194604	9.22729892974725	0.7	-0.720559500879346	-1.20539861992471	-4.20019045639597	-5.03162877414248	-1.67603050519381	-5.36787986174827	-2.19697854687653	-4.87954907076941	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-514509.032158642	1 
152	-509818.393531082	10	10.0378903247622	9.6422447552091	9.15963803069775	9.1428927057837	9.57671287618529	9.16722644967568	9.31021774044395	9.2181585333281	0.7	-0.709999679615065	-1.21326359060634	-4.19909265330188	-5.04331309847291	-1.66913151774212	-5.36800736579489	-2.21417670941053	-4.89154134117132	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509757.522904475	1 
153	-509413.339239149	10	10.0609349118535	9.62501671550769	9.16025785337298	9.14191491584155	9.58164485801471	9.16627430007888	9.33948006097941	9.2190650876197	0.7	-0.707838843485111	-1.20045317950982	-4.18869718787312	-5.03958697194585	-1.67137556914353	-5.36850073292448	-2.20718685093732	-4.90029199574357	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509352.450709377	1 
154	-515245.389778209	10	10.0335227140553	9.61964775167433	9.1626708750571	9.14426166082355	9.58296325982763	9.16531458486587	9.35282421644666	9.23493396013086	0.7	-0.720979064046785	-1.1917541444953	-4.19563880820662	-5.02777964209197	-1.65869298042076	-5.36841961589712	-2.2063537470993	-4.89791809440216	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-515184.523513013	1 
155	-513958.991016876	10	10.0581905386445	9.6213512221382	9.15941066417385	9.14940846755645	9.57085592762451	9.16893749057275	9.31417928608925	9.2467985424787	0.7	-0.698336710300011	-1.19447599268664	-4.19393402925055	-5.02930493595041	-1.66290469582899	-5.36719423135481	-2.19313652231285	-4.89905176002555	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513898.113052365	1 
156	-513662.712931705	10	10.0553111539614	9.64091778657832	9.15914533670118	9.14062811513675	9.57495934174319	9.16720939890895	9.32720081363668	9.22241975809053	0.7	-0.732566177478826	-1.20442758159448	-4.20480069047504	-5.03680988012705	-1.65868999713175	-5.36878010331017	-2.19786600418851	-4.88179711486892	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513601.826412699	1 
157	-511910.414538239	10	10.0618311970046	9.63791146917069	9.16359564966303	9.14596871341609	9.57424754830338	9.16622229468162	9.30581909000033	9.21759016597722	0.7	-0.721396351433878	-1.21848373441708	-4.20395824731245	-5.04027929719047	-1.68106878108944	-5.36725855300964	-2.21329044847919	-4.8937962138863	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511849.527277877	1 
158	-512323.421317994	10	10.0336596646998	9.63713165739875	9.15777301998962	9.14865763007418	9.5792344393802	9.16590696514722	9.32745661234064	9.22443708597487	0.7	-0.705765887617198	-1.21516997012336	-4.20831057680491	-5.04094741144376	-1.68355745900387	-5.36746793173307	-2.21981394074377	-4.89738652723671	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512262.553173577	1 
159	-508965.382175908	10	10.0512621344553	9.63136970998479	9.16112906135566	9.14447382959121	9.5824913853781	9.16496399193878	9.31591474387879	9.23740251501178	0.7	-0.723316287580475	-1.22248887167075	-4.20220111203625	-5.04747199551002	-1.67854694435413	-5.36754850949492	-2.2251720381526	-4.90423739172429	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-508904.501411561	1 
