iter	posterior	m_anc_n1	m_anc_n2	m_anc_n3	m_anc_n4	m_anc_n5	m_anc_n6	m_anc_n7	m_anc_n8	m_anc_n9	logX_anc_n1	logX_anc_n2	logX_anc_n3	logX_anc_n4	logX_anc_n5	logX_anc_n6	logX_anc_n7	logX_anc_n8	logX_anc_n9	S_m1	S_m2	S_m3	S_m4	S_m5	S_m6	S_m7	S_m8	S_m9	S_m10	S_m11	S_m12	S_m13	S_m14	S_m15	S_m16	S_m17	S_m18	S_X1	S_X2	S_X3	S_X4	S_X5	S_X6	S_X7	S_X8	S_X9	S_X10	S_X11	S_X12	S_X13	S_X14	S_X15	S_X16	S_X17	S_X18	sigma^2_m	sigma^2_logX	nu	omega	log.lik	acc 
893	-514064.455251209	10	10.044634255425	9.6293418802522	9.16630236120517	9.14870744628908	9.57076258444771	9.16590799451165	9.3138640378175	9.21040953719146	0.7	-0.707127375201582	-1.21555944092343	-4.20331625972499	-5.0329402673045	-1.688713763986	-5.36912876903618	-2.21545177476097	-4.91958298098475	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-514003.587035361	1 
894	-512011.181235797	10	10.0485163172441	9.62261234468085	9.15288382687613	9.15090283140292	9.57564018152584	9.16902893359826	9.31665928896901	9.21180499247856	0.7	-0.723828887777769	-1.21234728449965	-4.20653461124527	-5.04147349862264	-1.67967034934309	-5.36790533979078	-2.21286775201377	-4.89843796995141	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511950.310209265	1 
895	-510480.145645883	10	10.0568156957892	9.62368279914529	9.16545853600713	9.14235270066047	9.56834769420855	9.16827392131469	9.30409163349263	9.22359602822689	0.7	-0.722996530899971	-1.21559005842432	-4.2092243164763	-5.04661330058978	-1.66873733730036	-5.36601091156239	-2.21389993134193	-4.90914455583175	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510419.271023977	1 
896	-507281.891123435	10	10.0239491433839	9.62128253244674	9.16516955518723	9.15072434836267	9.56598782846642	9.16604108446044	9.29955245643473	9.21115582987059	0.7	-0.694186987441907	-1.21435845669166	-4.20533365856588	-5.05256179555096	-1.6776926196696	-5.36784822353525	-2.20274850083631	-4.89485644645979	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-507221.04708879	1 
897	-510651.562532245	10	10.0435535565609	9.62158235994053	9.1523249239213	9.14703336372229	9.56816984998843	9.16910052500322	9.32011598610441	9.20801921334386	0.7	-0.711545416209404	-1.19536442322557	-4.20459270058748	-5.04432315668952	-1.66945936494687	-5.37228943728823	-2.21062507576547	-4.88985521505684	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510590.698442656	1 
898	-510692.054633446	10	10.0369020882313	9.61610912269653	9.1567040665728	9.13999352920693	9.56621961859991	9.16967964686141	9.32009081021791	9.22376997135559	0.7	-0.714998915562383	-1.19738484729232	-4.20631179654281	-5.04519875760562	-1.66414996607516	-5.36615161903296	-2.21503914597263	-4.89729250142922	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510631.198533829	1 
899	-513554.948718681	10	10.047183422669	9.62824887389464	9.15352963383912	9.14268196770722	9.57355495540689	9.16623448953676	9.3197799586415	9.22687886301437	0.7	-0.709037780182111	-1.19738649860042	-4.20950632999375	-5.03857415117067	-1.6559590916605	-5.36823035995613	-2.24030408397437	-4.90644601091212	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513494.075929223	1 
900	-508514.919797401	10	10.0518347224044	9.6363254883312	9.15552520055874	9.13829965899822	9.58168197207386	9.17051525251113	9.31924268650402	9.22070884394429	0.7	-0.703828270889669	-1.18951826609061	-4.19981610557222	-5.04713587038702	-1.66443886643776	-5.36432403945454	-2.20789810628843	-4.94276077051755	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-508454.036658831	1 
901	-511898.565673922	10	10.0727195048671	9.63768145273702	9.15713861476665	9.1375893237945	9.57549210493942	9.16711548608838	9.32773913274577	9.22842433070105	0.7	-0.703750419600138	-1.19793665936051	-4.20060734433869	-5.03839850268451	-1.65604531241734	-5.36797820995553	-2.20094930000958	-4.89870920015364	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511837.664918976	1 
902	-511432.070945876	10	10.0586924369293	9.64200864162395	9.15530947158193	9.13626335882667	9.58854050782956	9.16882215107039	9.33807024540517	9.232613342265	0.7	-0.716866970031941	-1.20652732472923	-4.19711830796147	-5.03880322362801	-1.67054836920671	-5.36754592246855	-2.21333842450849	-4.88635502488279	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511371.173509275	1 
903	-513014.679170319	10	10.0546763007964	9.63076782185946	9.15592624093892	9.13673922304864	9.58880243167416	9.16937913843371	9.30318964802492	9.24096776612381	0.7	-0.699422434625672	-1.2061088995705	-4.20023422972113	-5.03501802356054	-1.66738511614532	-5.36770116438582	-2.22522394514183	-4.89428634330773	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512953.794274905	1 
904	-509721.547653133	10	10.0431241394081	9.63290391744714	9.15290682343696	9.14260149781644	9.56583858842525	9.17015137445074	9.3122588657894	9.21361470817768	0.7	-0.702860952514826	-1.20573260904537	-4.19870434695826	-5.04312496913789	-1.67429238645599	-5.36768213935801	-2.21002160535594	-4.90207719329282	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509660.680625219	1 
905	-511837.614969851	10	10.0516976631411	9.62364291151025	9.1602263948462	9.13749665584908	9.58272938226885	9.17038692408592	9.32152191615138	9.2280769436077	0.7	-0.70657047582038	-1.20911816289716	-4.20045001633638	-5.03842106945092	-1.67392284173506	-5.36710174540982	-2.21897673029509	-4.90057143660316	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511776.736566127	1 
906	-512874.540993159	10	10.0333313672614	9.62911671407958	9.1536163311364	9.14082122141516	9.57526107915633	9.16844471700282	9.31120346038362	9.22588610480653	0.7	-0.711539135942657	-1.21849437016949	-4.20640297131869	-5.03808151885912	-1.68038960652553	-5.36718469360002	-2.21102680922835	-4.90562285973643	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512813.679864133	1 
907	-509278.929948874	10	10.0340592414467	9.61655154980143	9.15543671485867	9.13732309363055	9.57657165581918	9.16777857038002	9.30892208553048	9.20488706803223	0.7	-0.699757258383134	-1.21700188211213	-4.20101796740408	-5.04481804974208	-1.67774872621858	-5.36746718953018	-2.19660444517215	-4.89670095360952	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509218.073897533	1 
908	-512691.125716542	10	10.0439674303107	9.62628216828712	9.1545190276548	9.13869991441359	9.56357315580645	9.16798542712642	9.30977866772815	9.2300895841028	0.7	-0.709631991055959	-1.21076084330106	-4.20510715446656	-5.03843914670793	-1.67983918742115	-5.36966698480618	-2.20958841420784	-4.88714991024272	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512630.261259882	1 
909	-511087.748623865	10	10.0378164644331	9.62417162680707	9.15444639775922	9.13991197650553	9.5745096200053	9.16943057508796	9.32997392217416	9.21819746220415	0.7	-0.717244641571938	-1.20701900572996	-4.20437194217643	-5.04274410358304	-1.6722983067712	-5.3675809840204	-2.19787757310737	-4.89752029780938	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511026.883975877	1 
910	-509978.291635754	10	10.0546253268483	9.62863092221499	9.15967883524332	9.14313891410759	9.57025987260561	9.16718111893127	9.33471703841558	9.2436121791745	0.7	-0.694127470204586	-1.21256177283027	-4.20022116510089	-5.04309497673372	-1.67165116519552	-5.36787304218303	-2.19960256153495	-4.88317338195618	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509917.410924151	1 
911	-512301.289266872	10	10.0373257389088	9.62724573851281	9.15489796309765	9.14492943170626	9.5736382342398	9.17032986008856	9.32122648476253	9.2392766922788	0.7	-0.7225784557174	-1.20416466821295	-4.2045090175051	-5.04012947082534	-1.6788582933095	-5.36917932750895	-2.20593793724828	-4.89039141087574	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512240.424564073	1 
912	-510933.941365739	10	10.0511355489855	9.62242446523717	9.15497434309785	9.1409886248918	9.5683419094179	9.1681064470501	9.30634708516849	9.21663374325331	0.7	-0.7051012523984	-1.21340732607289	-4.19577315112213	-5.03821065945319	-1.67286996836992	-5.36712502338265	-2.21822918880309	-4.89558212511644	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510873.07178365	1 
913	-512176.725808821	10	10.0375015121441	9.62489821705351	9.15654410174997	9.13991607761429	9.5729558874201	9.16870003089583	9.30243404056447	9.2057292344453	0.7	-0.718703593051717	-1.21118305220894	-4.19844444501039	-5.03623069159529	-1.67816920649124	-5.36766652763036	-2.20489940642465	-4.91213223024928	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512115.865627352	1 
914	-510786.852170416	10	10.0397916338669	9.62835769594806	9.15132559353167	9.14568378766594	9.57517176333672	9.16865093758411	9.29784138176458	9.20497136301093	0.7	-0.714626308653166	-1.22189719740134	-4.20190644251746	-5.04150449464237	-1.6767055439668	-5.36625302645087	-2.19637688009306	-4.89836425112468	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510725.988353603	1 
915	-511747.138156122	10	10.0513633321119	9.62409590991508	9.15087439108046	9.13609558792482	9.57317815549035	9.1672829698618	9.31184876676157	9.21343030881594	0.7	-0.71618089806549	-1.21944342215941	-4.20761729837845	-5.04246863926488	-1.68845784533675	-5.36870952636986	-2.21971395542939	-4.88368705920487	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511686.264904402	1 
916	-511584.544841031	10	10.0502298874614	9.6257357898019	9.14985920993338	9.13519846047293	9.57090199889868	9.16778267654117	9.32570444303895	9.22108208647943	0.7	-0.703565270949487	-1.22227883536875	-4.20988441673738	-5.04292206544701	-1.69180311172642	-5.36982069279327	-2.22062494561137	-4.91054698914236	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511523.670567622	1 
917	-511335.173316847	10	10.035537277328	9.62409379285101	9.16399071622195	9.14238927855232	9.56958637924894	9.1676597120353	9.32752161717819	9.23660328030374	0.7	-0.711650078109222	-1.22237858536016	-4.20850281467974	-5.04335035443731	-1.67999395731562	-5.36863578500449	-2.1920947451815	-4.89630663979037	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511274.312352822	1 
918	-508528.044754501	10	10.0517767964301	9.61368212356658	9.15907002534952	9.14929512927708	9.56606802610149	9.16903770511613	9.31746978303189	9.22476991581036	0.7	-0.716167691030001	-1.2148081869875	-4.2049001881373	-5.05016466139906	-1.67850514822869	-5.36722847691761	-2.21752326687468	-4.89028574039765	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-508467.177953889	1 
919	-511205.756725074	10	10.0517959220077	9.62961027813363	9.15439992336626	9.13913665952128	9.57794437545421	9.16844502893857	9.3217945965633	9.21330359742813	0.7	-0.693125417070623	-1.21606837241501	-4.20832587040319	-5.04314179880395	-1.68081538144235	-5.36624425805796	-2.19830389437109	-4.89926688001699	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511144.877884613	1 
920	-509870.45073891	10	10.0466858587656	9.62635990077964	9.15756194414391	9.13684995849278	9.57712445952257	9.16478007631998	9.32518862696169	9.22488523839188	0.7	-0.695254289880465	-1.20813679442014	-4.19842680008434	-5.04295783673213	-1.68512696303277	-5.36373768040819	-2.20815013561063	-4.88473301428857	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509809.577013169	1 
921	-514028.429333978	10	10.0414611236987	9.62193463071791	9.15543744009408	9.14225203201144	9.57094785563969	9.16759894246656	9.32100538536038	9.22643245630194	0.7	-0.732949375558474	-1.19243672305637	-4.19721936145458	-5.03198958395179	-1.6647835525018	-5.36841387037548	-2.19916056560788	-4.90397071581166	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513967.564983254	1 
922	-512645.889498896	10	10.0484951688142	9.62597537266102	9.15078254225722	9.14105964210142	9.567389591728	9.16699434636819	9.32290802604514	9.21667446502043	0.7	-0.701666726305187	-1.21350911446868	-4.19987269253153	-5.03525571109986	-1.65633328427259	-5.36645892445129	-2.21313250282248	-4.89546594501213	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512585.018729003	1 
923	-511330.884873869	10	10.0505700598004	9.62612784690162	9.15627181244945	9.13959007934742	9.56153058095152	9.16825860249093	9.30095469632547	9.22995720293071	0.7	-0.697280229541497	-1.21008637279622	-4.20385368653847	-5.04085608124986	-1.67858837108434	-5.36953783200825	-2.22265279953192	-4.90308438302598	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511270.016808328	1 
924	-512979.177215334	10	10.0533640252328	9.61781300528914	9.16270708127191	9.14731835949973	9.56293237452188	9.16599894798875	9.32379054911314	9.21107587070087	0.7	-0.723837243323513	-1.21153741305532	-4.19736658163416	-5.03406982668561	-1.68386216326868	-5.36571577286752	-2.19801057084354	-4.90352559989465	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512918.308064593	1 
925	-510689.092693792	10	10.0475438985093	9.61912498602814	9.16016852010664	9.14451848281091	9.55716998912159	9.16570839579689	9.32817171451326	9.22736629082161	0.7	-0.713680406487641	-1.20155130688976	-4.19574837528172	-5.03994723378913	-1.6762390083157	-5.3681010971546	-2.19705739921695	-4.88282296303502	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510628.228702653	1 
926	-514201.278791273	10	10.0549608198609	9.63800825461172	9.16049469515742	9.14695555555108	9.56333911560786	9.16918094694524	9.33866578275955	9.23067765215996	0.7	-0.695433975209491	-1.20530816267245	-4.20068858491764	-5.03181577041567	-1.6730908487643	-5.36814350827552	-2.21411289234779	-4.89629527219243	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-514140.396542508	1 
927	-511557.537597135	10	10.0501354306752	9.61529602089977	9.16132563698425	9.14483277673743	9.57326200103173	9.16715942312318	9.31967800232773	9.24095692879015	0.7	-0.704139950524109	-1.2149540981075	-4.20532467172334	-5.0408753233694	-1.66756224609248	-5.36797762271465	-2.20052828733638	-4.9070693467229	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511496.66760534	1 
928	-510415.435296243	10	10.0452740872423	9.61981859474639	9.16168524692043	9.1462042432762	9.56368250690405	9.16821776680155	9.31076595614537	9.22381312692029	0.7	-0.718944075464239	-1.21670062091109	-4.20231088730283	-5.04332242598342	-1.67413062347424	-5.37072138944134	-2.2175005707883	-4.89328691944538	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510354.573105583	1 
929	-510973.863457453	10	10.041437309683	9.63187283813597	9.15570274760185	9.14143720037009	9.55982441802968	9.16444602060682	9.31175191460932	9.20595062256477	0.7	-0.72266973616156	-1.22657259588269	-4.20408256863949	-5.04217537208596	-1.68577932315395	-5.36948850761943	-2.2236924026847	-4.90922404089417	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510913.000707048	1 
930	-512260.255661627	10	10.0393794886354	9.61994960761658	9.15502762967762	9.13775304676061	9.57150900430522	9.16868205199237	9.30093722349742	9.21784997082165	0.7	-0.713774971772065	-1.2218958301384	-4.20139477070722	-5.03695795507494	-1.68768784234013	-5.36542148050933	-2.21143149055729	-4.91893844420596	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-512199.396286244	1 
931	-511609.492182291	10	10.0363192265448	9.62590375233802	9.16115633860907	9.14116843865552	9.56385581580297	9.16831449691287	9.32897877671693	9.21190182245375	0.7	-0.713864952035039	-1.21737970581514	-4.20546224210367	-5.04125357776039	-1.68706336464138	-5.36676783463656	-2.1974398687003	-4.90475081222503	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511548.632580786	1 
932	-509605.048557434	10	10.0403219767602	9.62876033466721	9.15291060658745	9.1443125961833	9.56973816751315	9.1671168677416	9.32841809813839	9.22877968666758	0.7	-0.717978752454739	-1.2179750508228	-4.20624043442233	-5.0478139311124	-1.68752859443302	-5.36889938122751	-2.20530587701871	-4.88801709803576	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509544.181559415	1 
933	-511547.114055359	10	10.0539031604896	9.63418570635042	9.15717458920906	9.13870746992113	9.58273092205975	9.16735695374446	9.28506650384677	9.22381766347425	0.7	-0.708666527858699	-1.21949456048461	-4.20047572849667	-5.03865493289901	-1.6816380216468	-5.36970000766045	-2.20775194989766	-4.8973687719203	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511486.233536118	1 
934	-511086.311430121	10	10.0538665441332	9.64097217100751	9.16239131140275	9.14372780803097	9.58080573107809	9.16884117356651	9.32158284037827	9.19631459846864	0.7	-0.693904365319495	-1.21030981175487	-4.19928964606319	-5.03923778529641	-1.68139303424343	-5.36597846828881	-2.19947666984965	-4.90233263403627	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-511025.425493602	1 
935	-513153.623045459	10	10.0454537989129	9.63526837147143	9.16018098540358	9.1471521485611	9.58141141041503	9.16749963282997	9.30927177952139	9.21470989565808	0.7	-0.709856458725091	-1.20437998285312	-4.20293495165454	-5.03608334046124	-1.67641940991561	-5.36604777648573	-2.20197935216324	-4.9058106473319	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513092.747772445	1 
936	-510575.57838058	10	10.0590572084383	9.63987843332002	9.16249889984445	9.14571221406613	9.58950727924434	9.16828239688784	9.28882773866468	9.21611977015357	0.7	-0.726896297357277	-1.20897085112953	-4.20148490861926	-5.04293677906238	-1.66612372754014	-5.3688307494754	-2.19603564324003	-4.89603467300216	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510514.688616779	1 
937	-513131.501789262	10	10.0243741067589	9.65837911007469	9.15537147161925	9.14407065522207	9.59641592233355	9.1682133617985	9.31401033910702	9.19834129046938	0.7	-0.723926667874636	-1.21122973823167	-4.20887352654257	-5.03984619456351	-1.68238041144071	-5.36718505018219	-2.19991132108196	-4.88919778543654	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513070.627198138	1 
938	-510439.349546395	10	10.0416080183119	9.64918794673023	9.16417444222462	9.13976095525703	9.59433371157669	9.17129344869727	9.28725515984877	9.22586938810162	0.7	-0.716049605739599	-1.20656035593596	-4.21002908448052	-5.04768320880408	-1.67504899671376	-5.36817413903221	-2.20046493332441	-4.88945951509499	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510378.468085505	1 
939	-509725.252407775	10	10.0472034418206	9.62484810134836	9.16220187203413	9.15090292558044	9.58451748088067	9.16676595681572	9.3140149419043	9.19993281481833	0.7	-0.713107351502208	-1.21057374951422	-4.20424571677337	-5.04658355869271	-1.66995232550878	-5.36772621386003	-2.21724663727097	-4.88406434154769	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509664.37889368	1 
940	-509437.617679058	10	10.0684697234655	9.63137312429514	9.15707689267158	9.14686513703493	9.57190356170782	9.16526129408204	9.33622560412302	9.22587795314683	0.7	-0.711454297964331	-1.21604880267087	-4.19785741184864	-5.04370534667196	-1.67373420892716	-5.36868700635288	-2.19982838655863	-4.89305993458152	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-509376.723976356	1 
941	-513164.295344149	10	10.0486055815411	9.64013272386682	9.16843344867525	9.1445218635545	9.58336188170794	9.16587405547028	9.30305517400967	9.23695103615954	0.7	-0.715154065519702	-1.22845902529874	-4.20196528291035	-5.03511507880803	-1.68407608886399	-5.36641078731962	-2.2100426655459	-4.90243133018055	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-513103.414380385	1 
942	-510651.657397309	10	10.0476829401904	9.62928355055305	9.15985357794272	9.15244260180643	9.57648945323795	9.16861887927353	9.30694842378487	9.21134050213593	0.7	-0.717934810077433	-1.21974197442027	-4.20457474395429	-5.04372445317635	-1.68931746056707	-5.36501726856894	-2.19754005616175	-4.90248116043352	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510590.785326477	1 
943	-511002.098123717	10	10.0401054688558	9.62840092513201	9.1564405660913	9.14762292886289	9.57810322893618	9.17040402104375	9.30623918784682	9.21321145803605	0.7	-0.729838067913754	-1.21211933694222	-4.20553326683414	-5.04424380684503	-1.68513298264415	-5.36862671268282	-2.20391762178854	-4.88499789668777	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.001	0.001	0.9	0	-510941.231992785	1 
