iter	posterior	log.lik	prior.mean	prior.logvar	mean.sigma_sq	mean.root	mean_Certhidea_olivacea	mean_Platyspiza_crassirostris	mean_Pinaroloxias_inornata	mean_Geospiza_fuliginosa	mean_Geospiza_difficilis	mean_Geospiza_conirostris	mean_Geospiza_magnirostris	mean_Geospiza_scandens	mean_Geospiza_fortis	mean_Camarhynchus_heliobates	mean_Camarhynchus_pauper	mean_Camarhynchus_pallidus	mean_Camarhynchus_parvulus	mean_Camarhynchus_psittacula	logvar.sigma_sq	logvar.root	logvar_Certhidea_olivacea	logvar_Platyspiza_crassirostris	logvar_Pinaroloxias_inornata	logvar_Geospiza_fuliginosa	logvar_Geospiza_difficilis	logvar_Geospiza_conirostris	logvar_Geospiza_magnirostris	logvar_Geospiza_scandens	logvar_Geospiza_fortis	logvar_Camarhynchus_heliobates	logvar_Camarhynchus_pauper	logvar_Camarhynchus_pallidus	logvar_Camarhynchus_parvulus	logvar_Camarhynchus_psittacula	acc	temperature 
1000	-199.590184743442	-126.209192120904	-37.6968726074809	-25.1640232967025	6.43275599616164	12.9584813270508	12.3799887093644	17.31	14.9770145407202	12.7953491179655	15.1666666666667	22.8404668311055	23.6590961610532	20.433244242011	18.0555555555556	17.2	14.55	17.2666666666667	11.3142857142857	15.150750215775	1.40893082049025	1.54271005111071	-1.09068084693776	-1.73411968978164	0.104197323005993	-0.00813831779904697	-0.873470734691226	1.59275819268508	0.155932721254024	1.47705788024764	-0.449765367004743	-1.57664808961111	-1.59290861048289	-1.26348693185834	0.308534568610798	-0.0405882259441321	0.417	1 
2000	-197.41046559562	-125.482814093519	-37.625390875395	-24.1072627704589	4.47611698119068	16.5036956296606	12.3799887093644	17.31	14.9770145407202	12.7953491179655	15.1666666666667	21.718552178634	23.6590961610532	20.433244242011	18.0555555555556	17.2	14.8113312598286	17.2666666666667	11.3142857142857	14.7125847667753	1.63234529646805	-1.21244202170124	-1.09068084693776	-1.73411968978164	0.104197323005993	-0.00813831779904697	-0.873470734691226	1.13950904526398	0.155932721254024	1.47705788024764	-0.449765367004743	-1.57664808961111	-1.43542629060177	-1.26348693185834	0.308534568610798	-0.408316663546365	0.4305	1 
3000	-196.099566757498	-125.485133911102	-37.7116411075374	-22.7242861796565	4.8259770280084	16.7068319352183	11.6937657033776	17.31	14.5855209219791	12.7953491179655	15.1666666666667	21.718552178634	23.8606468718776	19.625187944663	18.0555555555556	17.3190449400586	14.6544298798899	17.2666666666667	11.3142857142857	14.7125847667753	0.985176024612775	-0.25751108837047	-0.667327688552049	-1.73411968978164	-0.315177306550695	-0.00813831779904697	-0.873470734691226	1.13950904526398	-0.00225426552423574	1.37645889090945	-0.449765367004743	-1.96602623177184	-1.68653003742561	-1.26348693185834	0.308534568610798	-0.408316663546365	0.440666666666667	1 
4000	-199.694226769982	-126.087569656732	-38.5243035058941	-25.0277498467404	4.0218797469818	13.7897226677207	12.0146573133395	17.338950143622	14.3958720595961	12.7953491179655	15.1666666666667	22.2979192650965	24.0117508467754	20.1787046026559	18.0555555555556	17.4469481087735	14.6544298798899	17.4723155965521	11.3142857142857	14.7125847667753	1.1605445443477	-3.04456400114478	-0.388433241975001	-2.19932248412436	-0.0787131272434952	-0.00813831779904697	-0.873470734691226	1.25233785339524	-0.395015073523573	1.40628863094739	-0.449765367004743	-1.90551630955316	-1.68653003742561	-1.45317390762109	0.308534568610798	-0.408316663546365	0.4385	1 
5000	-204.660446071208	-131.709093214474	-37.6653410823154	-24.6485627453293	7.04496177511966	10.7143702213699	11.6267981290033	17.338950143622	14.3379584696405	13.7610774676288	15.2321292639766	21.3627325898244	23.736307467235	20.0183432600806	18.0555555555556	17.0012051136527	14.6544298798899	17.383491156565	11.3142857142857	14.5437531821169	1.43976624146355	2.38415352360821	-0.894006200473687	-2.19932248412436	-0.176522942340241	-0.396633829898116	-0.624743940586192	0.879908303030938	0.2641362225386	0.857564914582684	-0.449765367004743	-1.83578072807824	-1.68653003742561	-1.31738434544129	0.308534568610798	-0.156468270894576	0.4356	1 
6000	-196.697251720874	-128.240532458976	-37.3288442117367	-20.7168174294679	6.24839813233281	15.8827880751234	12.1033298507182	17.338950143622	14.4850864840595	12.478279228818	15.2321292639766	22.2881875551235	23.736307467235	20.7993713319746	18.0555555555556	17.0012051136527	14.5164262662882	17.5373272754949	11.9116957710254	14.4519683852338	0.635345489255505	0.0874714855094886	-0.942009097289616	-2.19932248412436	-0.178132974954997	-0.439270168831298	-0.624743940586192	0.891479435575688	0.2641362225386	0.988028746154148	-0.449765367004743	-1.83578072807824	-1.56684369535305	-0.995034905986352	0.445767056251365	-0.708695042765486	0.4305	1 
7000	-208.174553633741	-133.276197980922	-38.9705099115817	-24.3753732924179	11.8290213577771	17.5547369837713	12.0817092851295	17.338950143622	14.4850864840595	12.478279228818	15.2321292639766	22.5572691499891	23.544857901123	19.6196769981167	17.9254863560816	16.7351448199035	14.9508305306774	16.9976698126736	10.817855294886	14.4519683852338	1.51561595029211	1.82336667792926	-0.991144904431068	-2.19932248412436	-0.178132974954997	-0.439270168831298	-0.624743940586192	0.608253544739854	0.593680940637367	0.875552960942588	-0.705000039046753	-0.922046792477536	-1.38964548918668	-0.914203825461316	0.818699959519185	-0.708695042765486	0.428285714285714	1 
8000	-198.108000840374	-130.11072781046	-37.991464253094	-19.219504418822	8.24685930711017	15.7716341668929	12.274213255978	17.338950143622	14.4850864840595	13.031899348233	15.1868645505474	22.5572691499891	23.8556529819503	19.6196769981167	17.9254863560816	16.674523333624	14.6213382089356	17.1093649796091	10.8994590713922	15.1987679070353	0.701143417911076	-0.908745694559096	-1.15629776885871	-2.19932248412436	-0.178132974954997	-0.234276719513144	-0.494477771894322	0.608253544739854	-0.111006913966521	0.875552960942588	-0.705000039046753	-1.07845398956496	-1.17972738962868	-1.21319136954891	0.168330132031469	-0.281599129635026	0.431875	1 
9000	-194.249797761087	-127.40909490996	-37.194191832286	-19.1177814395777	6.90104432001247	15.0628556352274	11.9422581627972	17.2558651100928	14.4850864840595	12.7401452870922	14.9134126645775	22.5572691499891	23.8556529819503	20.4550086402637	17.9254863560816	17.1507449835412	14.6213382089356	17.1093649796091	12.1189562425599	14.725554543028	0.469769282126849	-1.48425863691284	-1.34510631044696	-2.3536905844653	-0.178132974954997	-0.18625943770956	-0.485297453308392	0.608253544739854	-0.111006913966521	1.11633879323895	-0.705000039046753	-0.839334225211182	-1.17972738962868	-1.21319136954891	0.143505213421163	-0.0123593410070175	0.432111111111111	1 
10000	-198.629215900404	-130.018059521372	-38.017325324396	-20.1131572083485	6.58655815212211	11.0234254023792	11.9422581627972	17.2558651100928	14.4850864840595	12.7401452870922	15.2333658816024	22.5572691499891	23.8556529819503	20.4550086402637	17.2662538942884	17.5282992138132	14.7929087335953	17.1093649796091	11.7221843740127	14.7205478505105	0.763475642021925	0.303469824827077	-1.34510631044696	-2.3536905844653	-0.178132974954997	-0.18625943770956	-0.218359800627408	0.608253544739854	-0.111006913966521	1.11633879323895	0.068542921730084	-1.12051432255972	-1.4683035268093	-1.21319136954891	0.277728775822976	-0.238979864355222	0.4315	1 
