iter	posterior	m_root	logv_root	sigma^2_m	sigma^2_logv	nu	omega	log.lik	m_anc_n30	m_anc_n31	m_anc_n32	m_anc_n33	m_anc_n34	m_anc_n35	m_anc_n36	m_anc_n37	m_anc_n38	m_anc_n39	m_anc_n40	m_anc_n41	m_anc_n42	m_anc_n43	m_anc_n44	m_anc_n45	m_anc_n46	m_anc_n47	m_anc_n48	m_anc_n49	m_anc_n50	m_anc_n51	m_anc_n52	m_anc_n53	m_anc_n54	m_anc_n55	logv_anc_n30	logv_anc_n31	logv_anc_n32	logv_anc_n33	logv_anc_n34	logv_anc_n35	logv_anc_n36	logv_anc_n37	logv_anc_n38	logv_anc_n39	logv_anc_n40	logv_anc_n41	logv_anc_n42	logv_anc_n43	logv_anc_n44	logv_anc_n45	logv_anc_n46	logv_anc_n47	logv_anc_n48	logv_anc_n49	logv_anc_n50	logv_anc_n51	logv_anc_n52	logv_anc_n53	logv_anc_n54	logv_anc_n55	So29	So30	So31	So32	So33	So34	So35	So36	So37	So38	So39	So40	So41	So42	So43	So44	So45	So46	So47	So48	So49	So50	So51	So52	So53	So54	So55	Sn29	Sn30	Sn31	Sn32	Sn33	Sn34	Sn35	Sn36	Sn37	Sn38	Sn39	Sn40	Sn41	Sn42	Sn43	Sn44	Sn45	Sn46	Sn47	Sn48	Sn49	Sn50	Sn51	Sn52	Sn53	Sn54	Sn55	In	Io	acc	update 
11100	-530.970286906229	12.9258242155003	0.830979949695799	0.128628394909427	0.269991771419775	0.00425216303672641	0.190052815717645	-332.228651829272	13.647025107186	10.371190081192	13.1348307740199	16.6440125495319	15.2209535626725	14.4660698779641	18.0898124976407	18.1945877017825	15.2182289164002	15.5334402056929	14.5783741241635	16.0653248521406	12.9894270553554	20.9310972473366	19.2003147736805	18.1875953788648	14.0765205070549	10.471809097555	9.93419616111219	10.1422921762667	11.5297439744131	15.8401000220958	15.9519347085606	16.3103163820303	16.1090695802839	14.8098901681968	0.256254451694381	-0.136884865853419	1.1608844225617	-0.175466371973477	-0.617849378692737	0.78779178538369	0.0762252980288487	0.795989435139898	0.263030287602769	-0.0192339320641178	0.188884615488927	-0.00437924796376184	-0.0109342529942011	1.01230427947306	0.845420085438282	0.455539531401868	-0.27997583910903	0.786879969427794	0.210710344468801	1.35613433309701	0.215643562702031	0.344755641301707	0.877747733865215	0.2484905155948	0.720360419185572	0.561164480207026	-1	-1	1	1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	-1	1	-1	1	1	1	-1	-1	1	-1	1	-1	1	1	1	1	1	1	-1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	-1	1	-1	1	1	1	1	0.030990990990991	sig2_logv 
11200	-530.970286906229	12.9258242155003	0.830979949695799	0.128628394909427	0.269991771419775	0.00425216303672641	0.190052815717645	-332.228651829272	13.647025107186	10.371190081192	13.1348307740199	16.6440125495319	15.2209535626725	14.4660698779641	18.0898124976407	18.1945877017825	15.2182289164002	15.5334402056929	14.5783741241635	16.0653248521406	12.9894270553554	20.9310972473366	19.2003147736805	18.1875953788648	14.0765205070549	10.471809097555	9.93419616111219	10.1422921762667	11.5297439744131	15.8401000220958	15.9519347085606	16.3103163820303	16.1090695802839	14.8098901681968	0.256254451694381	-0.136884865853419	1.1608844225617	-0.175466371973477	-0.617849378692737	0.78779178538369	0.0762252980288487	0.795989435139898	0.263030287602769	-0.0192339320641178	0.188884615488927	-0.00437924796376184	-0.0109342529942011	1.01230427947306	0.845420085438282	0.455539531401868	-0.27997583910903	0.786879969427794	0.210710344468801	1.35613433309701	0.215643562702031	0.344755641301707	0.877747733865215	0.2484905155948	0.720360419185572	0.561164480207026	-1	-1	1	1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	-1	1	-1	1	1	1	-1	-1	1	-1	1	-1	1	1	1	1	1	1	-1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	-1	1	-1	1	1	1	1	0.0307142857142857	omega 
11300	-530.970286906229	12.9258242155003	0.830979949695799	0.128628394909427	0.269991771419775	0.00425216303672641	0.190052815717645	-332.228651829272	13.647025107186	10.371190081192	13.1348307740199	16.6440125495319	15.2209535626725	14.4660698779641	18.0898124976407	18.1945877017825	15.2182289164002	15.5334402056929	14.5783741241635	16.0653248521406	12.9894270553554	20.9310972473366	19.2003147736805	18.1875953788648	14.0765205070549	10.471809097555	9.93419616111219	10.1422921762667	11.5297439744131	15.8401000220958	15.9519347085606	16.3103163820303	16.1090695802839	14.8098901681968	0.256254451694381	-0.136884865853419	1.1608844225617	-0.175466371973477	-0.617849378692737	0.78779178538369	0.0762252980288487	0.795989435139898	0.263030287602769	-0.0192339320641178	0.188884615488927	-0.00437924796376184	-0.0109342529942011	1.01230427947306	0.845420085438282	0.455539531401868	-0.27997583910903	0.786879969427794	0.210710344468801	1.35613433309701	0.215643562702031	0.344755641301707	0.877747733865215	0.2484905155948	0.720360419185572	0.561164480207026	-1	-1	1	1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	-1	1	-1	1	1	1	-1	-1	1	-1	1	-1	1	1	1	1	1	1	-1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	-1	1	-1	1	1	1	1	0.0304424778761062	nu 
11400	-528.987298885932	12.7837853910353	1.18333653414279	0.126648705225196	0.269991771419775	0.00425216303672641	0.190052815717645	-330.282251238162	13.2665299988489	11.6932779023819	13.9992297334597	17.6163262541596	15.8833649109989	14.9486209815268	18.0513542789702	18.1949932214955	15.0471176229076	15.6894718125506	14.5276783597712	15.9347468133781	12.8660637974346	21.3361212767047	19.4104351834103	18.5883642720683	14.0250793175443	10.9972188024335	9.51150443221012	10.6149605518533	11.6760344949595	16.3322066670638	14.9127013775935	16.8884656886926	15.1538580192554	13.1942557687569	0.590109532371526	0.0115127466277918	1.19079133909506	-0.229626111499141	0.858291069796542	-0.582175610844025	-0.0518965539640828	1.20535710332384	0.219660593930876	0.0116527556812588	0.209524608506985	-0.330146906326164	-0.162217304577622	0.844697152746015	0.549190074341675	0.487166523010641	-0.135943853241287	0.399410594423072	0.383071560063372	0.292799971208896	0.170784653394112	-0.411916741908924	1.42563434736945	-0.0924692962129251	0.197942892866558	-0.483573963549869	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	0.0302631578947368	nu 
11500	-528.987298885932	12.7837853910353	1.18333653414279	0.126648705225196	0.269991771419775	0.00425216303672641	0.190052815717645	-330.282251238162	13.2665299988489	11.6932779023819	13.9992297334597	17.6163262541596	15.8833649109989	14.9486209815268	18.0513542789702	18.1949932214955	15.0471176229076	15.6894718125506	14.5276783597712	15.9347468133781	12.8660637974346	21.3361212767047	19.4104351834103	18.5883642720683	14.0250793175443	10.9972188024335	9.51150443221012	10.6149605518533	11.6760344949595	16.3322066670638	14.9127013775935	16.8884656886926	15.1538580192554	13.1942557687569	0.590109532371526	0.0115127466277918	1.19079133909506	-0.229626111499141	0.858291069796542	-0.582175610844025	-0.0518965539640828	1.20535710332384	0.219660593930876	0.0116527556812588	0.209524608506985	-0.330146906326164	-0.162217304577622	0.844697152746015	0.549190074341675	0.487166523010641	-0.135943853241287	0.399410594423072	0.383071560063372	0.292799971208896	0.170784653394112	-0.411916741908924	1.42563434736945	-0.0924692962129251	0.197942892866558	-0.483573963549869	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	0.03	sig2_m 
11600	-528.987298885932	12.7837853910353	1.18333653414279	0.126648705225196	0.269991771419775	0.00425216303672641	0.190052815717645	-330.282251238162	13.2665299988489	11.6932779023819	13.9992297334597	17.6163262541596	15.8833649109989	14.9486209815268	18.0513542789702	18.1949932214955	15.0471176229076	15.6894718125506	14.5276783597712	15.9347468133781	12.8660637974346	21.3361212767047	19.4104351834103	18.5883642720683	14.0250793175443	10.9972188024335	9.51150443221012	10.6149605518533	11.6760344949595	16.3322066670638	14.9127013775935	16.8884656886926	15.1538580192554	13.1942557687569	0.590109532371526	0.0115127466277918	1.19079133909506	-0.229626111499141	0.858291069796542	-0.582175610844025	-0.0518965539640828	1.20535710332384	0.219660593930876	0.0116527556812588	0.209524608506985	-0.330146906326164	-0.162217304577622	0.844697152746015	0.549190074341675	0.487166523010641	-0.135943853241287	0.399410594423072	0.383071560063372	0.292799971208896	0.170784653394112	-0.411916741908924	1.42563434736945	-0.0924692962129251	0.197942892866558	-0.483573963549869	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	0.0297413793103448	sig2_m 
11700	-528.987298885932	12.7837853910353	1.18333653414279	0.126648705225196	0.269991771419775	0.00425216303672641	0.190052815717645	-330.282251238162	13.2665299988489	11.6932779023819	13.9992297334597	17.6163262541596	15.8833649109989	14.9486209815268	18.0513542789702	18.1949932214955	15.0471176229076	15.6894718125506	14.5276783597712	15.9347468133781	12.8660637974346	21.3361212767047	19.4104351834103	18.5883642720683	14.0250793175443	10.9972188024335	9.51150443221012	10.6149605518533	11.6760344949595	16.3322066670638	14.9127013775935	16.8884656886926	15.1538580192554	13.1942557687569	0.590109532371526	0.0115127466277918	1.19079133909506	-0.229626111499141	0.858291069796542	-0.582175610844025	-0.0518965539640828	1.20535710332384	0.219660593930876	0.0116527556812588	0.209524608506985	-0.330146906326164	-0.162217304577622	0.844697152746015	0.549190074341675	0.487166523010641	-0.135943853241287	0.399410594423072	0.383071560063372	0.292799971208896	0.170784653394112	-0.411916741908924	1.42563434736945	-0.0924692962129251	0.197942892866558	-0.483573963549869	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	0.0294871794871795	nu 
11800	-528.987298885932	12.7837853910353	1.18333653414279	0.126648705225196	0.269991771419775	0.00425216303672641	0.190052815717645	-330.282251238162	13.2665299988489	11.6932779023819	13.9992297334597	17.6163262541596	15.8833649109989	14.9486209815268	18.0513542789702	18.1949932214955	15.0471176229076	15.6894718125506	14.5276783597712	15.9347468133781	12.8660637974346	21.3361212767047	19.4104351834103	18.5883642720683	14.0250793175443	10.9972188024335	9.51150443221012	10.6149605518533	11.6760344949595	16.3322066670638	14.9127013775935	16.8884656886926	15.1538580192554	13.1942557687569	0.590109532371526	0.0115127466277918	1.19079133909506	-0.229626111499141	0.858291069796542	-0.582175610844025	-0.0518965539640828	1.20535710332384	0.219660593930876	0.0116527556812588	0.209524608506985	-0.330146906326164	-0.162217304577622	0.844697152746015	0.549190074341675	0.487166523010641	-0.135943853241287	0.399410594423072	0.383071560063372	0.292799971208896	0.170784653394112	-0.411916741908924	1.42563434736945	-0.0924692962129251	0.197942892866558	-0.483573963549869	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	0.0292372881355932	omega 
11900	-528.987298885932	12.7837853910353	1.18333653414279	0.126648705225196	0.269991771419775	0.00425216303672641	0.190052815717645	-330.282251238162	13.2665299988489	11.6932779023819	13.9992297334597	17.6163262541596	15.8833649109989	14.9486209815268	18.0513542789702	18.1949932214955	15.0471176229076	15.6894718125506	14.5276783597712	15.9347468133781	12.8660637974346	21.3361212767047	19.4104351834103	18.5883642720683	14.0250793175443	10.9972188024335	9.51150443221012	10.6149605518533	11.6760344949595	16.3322066670638	14.9127013775935	16.8884656886926	15.1538580192554	13.1942557687569	0.590109532371526	0.0115127466277918	1.19079133909506	-0.229626111499141	0.858291069796542	-0.582175610844025	-0.0518965539640828	1.20535710332384	0.219660593930876	0.0116527556812588	0.209524608506985	-0.330146906326164	-0.162217304577622	0.844697152746015	0.549190074341675	0.487166523010641	-0.135943853241287	0.399410594423072	0.383071560063372	0.292799971208896	0.170784653394112	-0.411916741908924	1.42563434736945	-0.0924692962129251	0.197942892866558	-0.483573963549869	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	0.0289915966386555	sig2_logv 
12000	-528.987298885932	12.7837853910353	1.18333653414279	0.126648705225196	0.269991771419775	0.00425216303672641	0.190052815717645	-330.282251238162	13.2665299988489	11.6932779023819	13.9992297334597	17.6163262541596	15.8833649109989	14.9486209815268	18.0513542789702	18.1949932214955	15.0471176229076	15.6894718125506	14.5276783597712	15.9347468133781	12.8660637974346	21.3361212767047	19.4104351834103	18.5883642720683	14.0250793175443	10.9972188024335	9.51150443221012	10.6149605518533	11.6760344949595	16.3322066670638	14.9127013775935	16.8884656886926	15.1538580192554	13.1942557687569	0.590109532371526	0.0115127466277918	1.19079133909506	-0.229626111499141	0.858291069796542	-0.582175610844025	-0.0518965539640828	1.20535710332384	0.219660593930876	0.0116527556812588	0.209524608506985	-0.330146906326164	-0.162217304577622	0.844697152746015	0.549190074341675	0.487166523010641	-0.135943853241287	0.399410594423072	0.383071560063372	0.292799971208896	0.170784653394112	-0.411916741908924	1.42563434736945	-0.0924692962129251	0.197942892866558	-0.483573963549869	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	0.02875	nu 
12100	-528.987298885932	12.7837853910353	1.18333653414279	0.126648705225196	0.269991771419775	0.00425216303672641	0.190052815717645	-330.282251238162	13.2665299988489	11.6932779023819	13.9992297334597	17.6163262541596	15.8833649109989	14.9486209815268	18.0513542789702	18.1949932214955	15.0471176229076	15.6894718125506	14.5276783597712	15.9347468133781	12.8660637974346	21.3361212767047	19.4104351834103	18.5883642720683	14.0250793175443	10.9972188024335	9.51150443221012	10.6149605518533	11.6760344949595	16.3322066670638	14.9127013775935	16.8884656886926	15.1538580192554	13.1942557687569	0.590109532371526	0.0115127466277918	1.19079133909506	-0.229626111499141	0.858291069796542	-0.582175610844025	-0.0518965539640828	1.20535710332384	0.219660593930876	0.0116527556812588	0.209524608506985	-0.330146906326164	-0.162217304577622	0.844697152746015	0.549190074341675	0.487166523010641	-0.135943853241287	0.399410594423072	0.383071560063372	0.292799971208896	0.170784653394112	-0.411916741908924	1.42563434736945	-0.0924692962129251	0.197942892866558	-0.483573963549869	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	0.0285123966942149	nu 
12200	-528.987298885932	12.7837853910353	1.18333653414279	0.126648705225196	0.269991771419775	0.00425216303672641	0.190052815717645	-330.282251238162	13.2665299988489	11.6932779023819	13.9992297334597	17.6163262541596	15.8833649109989	14.9486209815268	18.0513542789702	18.1949932214955	15.0471176229076	15.6894718125506	14.5276783597712	15.9347468133781	12.8660637974346	21.3361212767047	19.4104351834103	18.5883642720683	14.0250793175443	10.9972188024335	9.51150443221012	10.6149605518533	11.6760344949595	16.3322066670638	14.9127013775935	16.8884656886926	15.1538580192554	13.1942557687569	0.590109532371526	0.0115127466277918	1.19079133909506	-0.229626111499141	0.858291069796542	-0.582175610844025	-0.0518965539640828	1.20535710332384	0.219660593930876	0.0116527556812588	0.209524608506985	-0.330146906326164	-0.162217304577622	0.844697152746015	0.549190074341675	0.487166523010641	-0.135943853241287	0.399410594423072	0.383071560063372	0.292799971208896	0.170784653394112	-0.411916741908924	1.42563434736945	-0.0924692962129251	0.197942892866558	-0.483573963549869	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	0.0282786885245902	omega 
12300	-528.987298885932	12.7837853910353	1.18333653414279	0.126648705225196	0.269991771419775	0.00425216303672641	0.190052815717645	-330.282251238162	13.2665299988489	11.6932779023819	13.9992297334597	17.6163262541596	15.8833649109989	14.9486209815268	18.0513542789702	18.1949932214955	15.0471176229076	15.6894718125506	14.5276783597712	15.9347468133781	12.8660637974346	21.3361212767047	19.4104351834103	18.5883642720683	14.0250793175443	10.9972188024335	9.51150443221012	10.6149605518533	11.6760344949595	16.3322066670638	14.9127013775935	16.8884656886926	15.1538580192554	13.1942557687569	0.590109532371526	0.0115127466277918	1.19079133909506	-0.229626111499141	0.858291069796542	-0.582175610844025	-0.0518965539640828	1.20535710332384	0.219660593930876	0.0116527556812588	0.209524608506985	-0.330146906326164	-0.162217304577622	0.844697152746015	0.549190074341675	0.487166523010641	-0.135943853241287	0.399410594423072	0.383071560063372	0.292799971208896	0.170784653394112	-0.411916741908924	1.42563434736945	-0.0924692962129251	0.197942892866558	-0.483573963549869	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	0.0280487804878049	nu 
12400	-528.987298885932	12.7837853910353	1.18333653414279	0.126648705225196	0.269991771419775	0.00425216303672641	0.190052815717645	-330.282251238162	13.2665299988489	11.6932779023819	13.9992297334597	17.6163262541596	15.8833649109989	14.9486209815268	18.0513542789702	18.1949932214955	15.0471176229076	15.6894718125506	14.5276783597712	15.9347468133781	12.8660637974346	21.3361212767047	19.4104351834103	18.5883642720683	14.0250793175443	10.9972188024335	9.51150443221012	10.6149605518533	11.6760344949595	16.3322066670638	14.9127013775935	16.8884656886926	15.1538580192554	13.1942557687569	0.590109532371526	0.0115127466277918	1.19079133909506	-0.229626111499141	0.858291069796542	-0.582175610844025	-0.0518965539640828	1.20535710332384	0.219660593930876	0.0116527556812588	0.209524608506985	-0.330146906326164	-0.162217304577622	0.844697152746015	0.549190074341675	0.487166523010641	-0.135943853241287	0.399410594423072	0.383071560063372	0.292799971208896	0.170784653394112	-0.411916741908924	1.42563434736945	-0.0924692962129251	0.197942892866558	-0.483573963549869	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	0.0278225806451613	nu 
12500	-528.987298885932	12.7837853910353	1.18333653414279	0.126648705225196	0.269991771419775	0.00425216303672641	0.190052815717645	-330.282251238162	13.2665299988489	11.6932779023819	13.9992297334597	17.6163262541596	15.8833649109989	14.9486209815268	18.0513542789702	18.1949932214955	15.0471176229076	15.6894718125506	14.5276783597712	15.9347468133781	12.8660637974346	21.3361212767047	19.4104351834103	18.5883642720683	14.0250793175443	10.9972188024335	9.51150443221012	10.6149605518533	11.6760344949595	16.3322066670638	14.9127013775935	16.8884656886926	15.1538580192554	13.1942557687569	0.590109532371526	0.0115127466277918	1.19079133909506	-0.229626111499141	0.858291069796542	-0.582175610844025	-0.0518965539640828	1.20535710332384	0.219660593930876	0.0116527556812588	0.209524608506985	-0.330146906326164	-0.162217304577622	0.844697152746015	0.549190074341675	0.487166523010641	-0.135943853241287	0.399410594423072	0.383071560063372	0.292799971208896	0.170784653394112	-0.411916741908924	1.42563434736945	-0.0924692962129251	0.197942892866558	-0.483573963549869	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	0.0276	omega 
12600	-528.987298885932	12.7837853910353	1.18333653414279	0.126648705225196	0.269991771419775	0.00425216303672641	0.190052815717645	-330.282251238162	13.2665299988489	11.6932779023819	13.9992297334597	17.6163262541596	15.8833649109989	14.9486209815268	18.0513542789702	18.1949932214955	15.0471176229076	15.6894718125506	14.5276783597712	15.9347468133781	12.8660637974346	21.3361212767047	19.4104351834103	18.5883642720683	14.0250793175443	10.9972188024335	9.51150443221012	10.6149605518533	11.6760344949595	16.3322066670638	14.9127013775935	16.8884656886926	15.1538580192554	13.1942557687569	0.590109532371526	0.0115127466277918	1.19079133909506	-0.229626111499141	0.858291069796542	-0.582175610844025	-0.0518965539640828	1.20535710332384	0.219660593930876	0.0116527556812588	0.209524608506985	-0.330146906326164	-0.162217304577622	0.844697152746015	0.549190074341675	0.487166523010641	-0.135943853241287	0.399410594423072	0.383071560063372	0.292799971208896	0.170784653394112	-0.411916741908924	1.42563434736945	-0.0924692962129251	0.197942892866558	-0.483573963549869	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	0.0273809523809524	nu 
12700	-528.987298885932	12.7837853910353	1.18333653414279	0.126648705225196	0.269991771419775	0.00425216303672641	0.190052815717645	-330.282251238162	13.2665299988489	11.6932779023819	13.9992297334597	17.6163262541596	15.8833649109989	14.9486209815268	18.0513542789702	18.1949932214955	15.0471176229076	15.6894718125506	14.5276783597712	15.9347468133781	12.8660637974346	21.3361212767047	19.4104351834103	18.5883642720683	14.0250793175443	10.9972188024335	9.51150443221012	10.6149605518533	11.6760344949595	16.3322066670638	14.9127013775935	16.8884656886926	15.1538580192554	13.1942557687569	0.590109532371526	0.0115127466277918	1.19079133909506	-0.229626111499141	0.858291069796542	-0.582175610844025	-0.0518965539640828	1.20535710332384	0.219660593930876	0.0116527556812588	0.209524608506985	-0.330146906326164	-0.162217304577622	0.844697152746015	0.549190074341675	0.487166523010641	-0.135943853241287	0.399410594423072	0.383071560063372	0.292799971208896	0.170784653394112	-0.411916741908924	1.42563434736945	-0.0924692962129251	0.197942892866558	-0.483573963549869	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	0.0271653543307087	sig2_logv 
12800	-528.987298885932	12.7837853910353	1.18333653414279	0.126648705225196	0.269991771419775	0.00425216303672641	0.190052815717645	-330.282251238162	13.2665299988489	11.6932779023819	13.9992297334597	17.6163262541596	15.8833649109989	14.9486209815268	18.0513542789702	18.1949932214955	15.0471176229076	15.6894718125506	14.5276783597712	15.9347468133781	12.8660637974346	21.3361212767047	19.4104351834103	18.5883642720683	14.0250793175443	10.9972188024335	9.51150443221012	10.6149605518533	11.6760344949595	16.3322066670638	14.9127013775935	16.8884656886926	15.1538580192554	13.1942557687569	0.590109532371526	0.0115127466277918	1.19079133909506	-0.229626111499141	0.858291069796542	-0.582175610844025	-0.0518965539640828	1.20535710332384	0.219660593930876	0.0116527556812588	0.209524608506985	-0.330146906326164	-0.162217304577622	0.844697152746015	0.549190074341675	0.487166523010641	-0.135943853241287	0.399410594423072	0.383071560063372	0.292799971208896	0.170784653394112	-0.411916741908924	1.42563434736945	-0.0924692962129251	0.197942892866558	-0.483573963549869	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	0.026953125	I_nu 
12900	-528.987298885932	12.7837853910353	1.18333653414279	0.126648705225196	0.269991771419775	0.00425216303672641	0.190052815717645	-330.282251238162	13.2665299988489	11.6932779023819	13.9992297334597	17.6163262541596	15.8833649109989	14.9486209815268	18.0513542789702	18.1949932214955	15.0471176229076	15.6894718125506	14.5276783597712	15.9347468133781	12.8660637974346	21.3361212767047	19.4104351834103	18.5883642720683	14.0250793175443	10.9972188024335	9.51150443221012	10.6149605518533	11.6760344949595	16.3322066670638	14.9127013775935	16.8884656886926	15.1538580192554	13.1942557687569	0.590109532371526	0.0115127466277918	1.19079133909506	-0.229626111499141	0.858291069796542	-0.582175610844025	-0.0518965539640828	1.20535710332384	0.219660593930876	0.0116527556812588	0.209524608506985	-0.330146906326164	-0.162217304577622	0.844697152746015	0.549190074341675	0.487166523010641	-0.135943853241287	0.399410594423072	0.383071560063372	0.292799971208896	0.170784653394112	-0.411916741908924	1.42563434736945	-0.0924692962129251	0.197942892866558	-0.483573963549869	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	0.0267441860465116	nu 
13000	-528.987298885932	12.7837853910353	1.18333653414279	0.126648705225196	0.269991771419775	0.00425216303672641	0.190052815717645	-330.282251238162	13.2665299988489	11.6932779023819	13.9992297334597	17.6163262541596	15.8833649109989	14.9486209815268	18.0513542789702	18.1949932214955	15.0471176229076	15.6894718125506	14.5276783597712	15.9347468133781	12.8660637974346	21.3361212767047	19.4104351834103	18.5883642720683	14.0250793175443	10.9972188024335	9.51150443221012	10.6149605518533	11.6760344949595	16.3322066670638	14.9127013775935	16.8884656886926	15.1538580192554	13.1942557687569	0.590109532371526	0.0115127466277918	1.19079133909506	-0.229626111499141	0.858291069796542	-0.582175610844025	-0.0518965539640828	1.20535710332384	0.219660593930876	0.0116527556812588	0.209524608506985	-0.330146906326164	-0.162217304577622	0.844697152746015	0.549190074341675	0.487166523010641	-0.135943853241287	0.399410594423072	0.383071560063372	0.292799971208896	0.170784653394112	-0.411916741908924	1.42563434736945	-0.0924692962129251	0.197942892866558	-0.483573963549869	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	0.0265384615384615	nu 
