iter	posterior	m_root	logX_root	sigma^2_m	sigma^2_logX	nu	omega	log.lik	m_anc_n29	m_anc_n30	m_anc_n31	m_anc_n32	m_anc_n33	m_anc_n34	m_anc_n35	m_anc_n36	m_anc_n37	m_anc_n38	m_anc_n39	m_anc_n40	m_anc_n41	m_anc_n42	m_anc_n43	m_anc_n44	m_anc_n45	m_anc_n46	m_anc_n47	m_anc_n48	m_anc_n49	m_anc_n50	m_anc_n51	m_anc_n52	m_anc_n53	logX_anc_n29	logX_anc_n30	logX_anc_n31	logX_anc_n32	logX_anc_n33	logX_anc_n34	logX_anc_n35	logX_anc_n36	logX_anc_n37	logX_anc_n38	logX_anc_n39	logX_anc_n40	logX_anc_n41	logX_anc_n42	logX_anc_n43	logX_anc_n44	logX_anc_n45	logX_anc_n46	logX_anc_n47	logX_anc_n48	logX_anc_n49	logX_anc_n50	logX_anc_n51	logX_anc_n52	logX_anc_n53	S_m1	S_m2	S_m3	S_m4	S_m5	S_m6	S_m7	S_m8	S_m9	S_m10	S_m11	S_m12	S_m13	S_m14	S_m15	S_m16	S_m17	S_m18	S_m19	S_m20	S_m21	S_m22	S_m23	S_m24	S_m25	S_m26	S_m27	S_m29	S_m30	S_m31	S_m32	S_m33	S_m34	S_m35	S_m36	S_m37	S_m38	S_m39	S_m40	S_m41	S_m42	S_m43	S_m44	S_m45	S_m46	S_m47	S_m48	S_m49	S_m50	S_m51	S_m52	S_m53	S_X1	S_X2	S_X3	S_X4	S_X5	S_X6	S_X7	S_X8	S_X9	S_X10	S_X11	S_X12	S_X13	S_X14	S_X15	S_X16	S_X17	S_X18	S_X19	S_X20	S_X21	S_X22	S_X23	S_X24	S_X25	S_X26	S_X27	S_X29	S_X30	S_X31	S_X32	S_X33	S_X34	S_X35	S_X36	S_X37	S_X38	S_X39	S_X40	S_X41	S_X42	S_X43	S_X44	S_X45	S_X46	S_X47	S_X48	S_X49	S_X50	S_X51	S_X52	S_X53	I_nu	I_omega	acc	update	temperature 
225000	-250.208087913678	-0.139942146282295	-1.40955482753771	0.236845434051941	0.618913989537388	0.691663967750501	0.000597483511083008	-105.202015946858	-0.450889016757923	-0.508847751575405	-0.116495919748599	0.0165459569614333	-0.221648932237049	-0.0185327208911534	0.147595018380443	-0.0931670253458165	-0.0840690043789517	-0.109282497923342	-0.0856311883676983	-0.244271461860509	0.58581627549321	0.544756199588726	1.02231227518345	-0.117039140213975	-0.513711326727323	-0.539797068137239	-0.440456023792201	-0.480678341693893	-0.24053661629357	-0.247449175493501	0.00619846174207246	-0.0288699050150195	-0.247415686479163	-2.08810936158592	-2.07646947474598	-1.00367147763483	-0.697168548881516	-1.38244780933842	-1.69243038560016	-0.685414868751705	-1.82520350978813	-1.70908593742186	-1.76904438943758	-1.79709631997617	-1.64053772244178	-0.0661501885116536	-0.0342324039164535	-0.127356435434035	-0.575006557658565	-1.48737420813243	-2.91947249921763	-1.67503028899389	-1.49924425922818	-2.18268199444694	-2.13378799642327	-0.955187557826909	-1.54856932320436	-2.29351891592378	-1	1	1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	-1	1	1	-1	1	-1	-1	1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	1	-1	1	-1	1	1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	1	1	-1	1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	1	0	0	0.668631111111111	NA	1 
226000	-250.988387576486	-0.139501635587064	-1.40955134385002	0.281277125016789	0.618385873152866	0.753694000884426	0.0152700842544435	-105.552474388415	-0.45147079243739	-0.515244115882499	-0.246228224939752	0.0215002982391707	-0.198843282041377	0.0735718880099981	0.510139681053695	-0.103768687693308	-0.0818229974548374	-0.128236273485909	-0.0856281893033717	-0.30753560732242	0.538355772699132	0.544259117897893	1.02115953813433	-0.116951027610933	-0.512904670902595	-0.545812626038445	-0.432160870837009	-0.47621012975135	-0.204035105033223	-0.208276624599332	0.00615271059640487	-0.0248527594073462	-0.200039979365696	-2.08813041813089	-2.0764785350891	-1.00362194466387	-0.697097499573946	-1.38244279299349	-1.69243195582974	-0.685402722034519	-1.82520919994428	-1.70908974648754	-1.76904739664242	-1.79709911675777	-1.64053827320424	-0.0661392793988464	-0.0342262223373708	-0.12734604442533	-0.574992473142985	-1.48737430831349	-2.91948582946379	-1.67504280501018	-1.49924275802854	-2.1827160786969	-2.13380824540742	-0.955181814270567	-1.54857890644282	-2.29361587812211	1	1	-1	1	-1	1	1	1	1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	-1	1	1	-1	1	1	1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	-1	1	1	1	1	1	1	-1	-1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	0	0	0.668637168141593	NA	1 
227000	-237.273153685908	-0.140794366823921	-1.40921757762165	0.245048385360281	0.567959804832928	0.734494825210423	0.030747597911395	-92.6917054792455	-0.459776754994443	-0.516372823738465	-0.2419088061427	0.0168834048654849	-0.221589609360063	-0.0189108260429197	0.146623152368663	-0.081591183830863	-0.0416208192168043	-0.0527896655364138	-0.00360868549834576	-0.307689253962249	0.578633610485608	0.537167971237603	0.932074137331565	0.096496004195331	-0.490816706075294	-0.547884724059688	-0.479231062457574	-0.479845776570355	-0.238959709510749	-0.24580740910445	0.0214595115072157	-0.0289830788709752	-0.246718374227575	-2.0901455056331	-2.07734300493801	-0.998852692705905	-0.690257389837408	-1.38196207585809	-1.69258202646584	-0.684241903856936	-1.82575346052497	-1.70945395789125	-1.76933482284665	-1.7973664248497	-1.64059088541399	-0.0650970302936115	-0.0336357105911752	-0.126353016351401	-0.573645713089514	-1.48738395204402	-2.92076008476919	-1.67624761560772	-1.49909854765484	-2.18598379094673	-2.13574802676271	-0.954633247140758	-1.54950698189892	-2.30298791353016	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	1	1	1	-1	1	-1	1	1	1	1	1	-1	-1	1	-1	-1	1	1	1	-1	1	-1	-1	-1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	0	0	0.668603524229075	NA	1 
228000	-247.156993316465	-0.171541784032357	-1.41090910226265	0.224917994616556	0.827051444025702	0.772981970105321	0.0450036745914257	-100.207373648574	-0.443998488369457	-0.498950561840513	0.0348545177729492	0.25415988466917	-0.258625940002633	-0.017886465524687	0.149351380516222	-0.0946728229850049	-0.090027741585666	-0.117222104871555	-0.0856304143335898	-0.244236641566979	0.587933298424463	0.546533266339424	1.05708586606077	0.0964607426095024	-0.490427731370529	-0.540648243842595	-0.478363578401356	-0.479516991626776	-0.231128742347752	-0.247545560581781	0.00590548182212109	-0.0243257262134397	-0.202027408948613	-2.07988771024797	-2.07288967922016	-1.02254902027933	-0.724259538604154	-1.38439590812664	-1.69181389422132	-0.690184938633993	-1.82297683770605	-1.70759331762352	-1.76786408302743	-1.7959985017425	-1.64032106172391	-0.0704392348610657	-0.0366639793129211	-0.131437127792391	-0.580525058351502	-1.4873360232699	-2.91424298680674	-1.6702556534136	-1.49982161165593	-2.16946871980157	-2.12591314739847	-0.95744812989991	-1.54499948628424	-2.25711538135418	-1	1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	1	-1	1	-1	1	1	-1	-1	1	-1	1	-1	1	1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	-1	1	1	1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	0	0	0.668640350877193	sig2_m	1 
229000	-244.225780574675	-0.139328821681222	-1.4090956492774	0.287853439957837	0.549623256642363	0.781944043533878	0.0497747136605902	-99.4143138355191	-0.450285987276688	-0.505553107908438	-0.0942006832013155	0.257087662430117	-0.221194555185515	-0.0210462513500371	0.13955598336549	-0.0944293832989134	-0.0477257742215188	-0.0608436842857122	-0.00375058582733792	-0.307507739701248	0.575185789253869	0.533912336775086	0.897604980198058	-0.116938026010012	-0.489474032357974	-0.539925165572767	-0.470691347938024	-0.475557329265776	-0.238640557921851	-0.246129386808336	0.00691620187330391	-0.00371763904617627	-0.243174068671048	-2.09088048699394	-2.07765702659212	-0.997098736679296	-0.687742257443983	-1.38178641239766	-1.69263666616056	-0.683819294540275	-1.82595183759056	-1.70958664804626	-1.76943948263349	-1.79746375611957	-1.6406100286142	-0.0647177324468264	-0.0334208454714187	-0.125991494287535	-0.573155038627723	-1.48738749735454	-2.92122415690002	-1.67669055988357	-1.49904567688337	-2.18717857219378	-2.13645652441569	-0.954433697269079	-1.5498509702378	-2.30645267343056	-1	-1	-1	1	1	1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	1	1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	1	1	1	1	-1	1	1	1	1	1	-1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	1	1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	0	0	0.66864192139738	NA	1 
230000	-235.971281750224	-0.138160380931771	-1.40999264188946	0.224046827144923	0.720433458057223	0.763265736938921	0.0334764777845702	-90.0963637684129	-0.43272036830287	-0.492374988593925	-0.2424540833596	0.0132010959760809	-0.232065479353676	0.0955011426268394	0.113773814892627	-0.0908997528743229	-0.0758922470768182	-0.120351930855116	-0.085632054296359	-0.307778418638469	0.531744211561627	0.536694135348194	0.931784564256218	0.0967242747845038	-0.490968413105139	-0.540412499636583	-0.454541487790171	-0.433931971426735	-0.196001144271369	-0.209145734842879	0.00625646009996245	-0.0246029219390431	-0.203532775108113	-2.08545919458191	-2.07532470278344	-1.00985642023356	-0.706041546179151	-1.38307804319964	-1.69223240954035	-0.686946460391232	-1.82448685126723	-1.7086059826027	-1.76866527436524	-1.79674372224658	-1.64046823763107	-0.0675262444840752	-0.0350122627135653	-0.128666655787651	-0.576781183281092	-1.48736169678569	-2.91779224036373	-1.67346698432	-1.49943226691376	-2.17840222177743	-2.13124282240568	-0.955912312798869	-1.54738165717877	-2.28147169578616	1	1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	1	-1	-1	1	1	1	-1	1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	-1	1	1	1	-1	-1	1	1	-1	1	1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	1	0	0	0.668765217391304	sig2_logX	1 
231000	-242.268607413848	-0.167839956025277	-1.40986445001159	0.293307418273764	0.67027112278155	0.726177965251264	0.0175296407192944	-96.2045464798374	-0.415488551597069	-0.472851191979335	0.0343766768828304	0.263248310962332	-0.204202438164519	0.206815162937775	0.555619028166493	-0.0815795607967119	-0.0417551896209826	-0.0528911509292849	-0.00375074946786913	-0.307507530177395	0.597476432706255	0.557880926225946	0.930279169628139	0.0960319934076584	-0.512697237237455	-0.544821895387033	-0.403195793233779	-0.428276613782516	-0.193078403994087	-0.206717329675204	0.0214575944949889	-0.0287147868143937	-0.243170063399867	-2.08623595168283	-2.07566114255118	-1.00805368977111	-0.703455034659569	-1.38289355245384	-1.69229050770595	-0.686496973989765	-1.82469700552086	-1.70874676946131	-1.76877652216608	-1.79684719093915	-1.6404886377556	-0.067122298065913	-0.0347833063922941	-0.128282134938769	-0.576260640245186	-1.48736534381727	-2.91828524173205	-1.67392274330157	-1.4993773530976	-2.17965455365703	-2.13198812156785	-0.955699503655003	-1.54772599792833	-2.28497086746445	-1	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	-1	1	1	-1	1	1	-1	1	1	1	-1	1	-1	1	-1	1	1	1	1	-1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	1	-1	1	-1	1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	0	0	0.668727272727273	sig2_logX	1 
232000	-249.752888155109	-0.135799371132796	-1.40988898901278	0.306398190804759	0.669744742964385	0.743415764977691	0.00027859685476855	-103.572805453652	-0.418449114491404	-0.472455103752308	0.0305143820663457	0.256784510156466	-0.219595113697129	-0.0161983807603908	0.158497328216477	-0.0953387083030907	-0.092295990485792	-0.120256143391456	-0.0856264985335507	-0.307429192357037	0.604321554956975	0.565544798906783	1.02087273480012	-0.11690141759047	-0.512006174967767	-0.539408595394295	-0.466986074892501	-0.473728126505937	-0.228673961255006	-0.245924188438776	0.00673065735264783	-0.000130321150932775	-0.198570472054501	-2.08608731185446	-2.07559681980733	-1.00839930040039	-0.703950889237375	-1.38292887112326	-1.69227939471325	-0.686582950002689	-1.82465679722919	-1.70871983588768	-1.76875524224539	-1.79682739917608	-1.64048473621072	-0.0671995565402728	-0.0348270947368899	-0.128355684469439	-0.576360224907059	-1.48736464463984	-2.91819093498982	-1.67383537393732	-1.49938787354992	-2.1794147766015	-2.13184545789463	-0.955740201963629	-1.54765986624803	-2.28429924625228	-1	1	-1	1	-1	1	1	-1	-1	-1	1	1	1	1	1	1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	-1	1	-1	-1	1	1	1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	1	1	1	-1	-1	1	-1	1	-1	1	-1	1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	-1	1	1	-1	-1	-1	0	0	0.668637931034483	NA	1 
233000	-242.913947338143	-0.136969859283412	-1.40918132596119	0.246474816221746	0.562503272062158	0.722785760280677	0.0166457614465618	-98.3779922593746	-0.42327771526534	-0.483292038990961	-0.110246697033675	0.025248696694237	-0.192524017213964	0.102782379096378	0.143329748875235	-0.0860213400090911	-0.016829377500216	-0.0417432040192154	-0.00361342225190613	-0.244242181937355	0.575960232198716	0.534283277593292	0.898462422481902	-0.117020004193245	-0.513843886757258	-0.547847100651114	-0.478945337873447	-0.47970135639407	-0.203783824635748	-0.20750333745746	0.0223622386255683	0.000409007515925195	-0.202139221630067	-2.09036409483973	-2.07743646944006	-0.998331864072049	-0.689510510817476	-1.38190985055685	-1.69259828211334	-0.684116172886932	-1.82581246691241	-1.70949342939739	-1.76936595923737	-1.79739538116419	-1.64059658133525	-0.0649841768905302	-0.0335717792833652	-0.126245459459137	-0.573499752693808	-1.48738500488993	-2.92089814211858	-1.67637915356915	-1.49908283873202	-2.1863389644344	-2.13595868414841	-0.954573869635875	-1.54960897694941	-2.30401573807439	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	-1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	0	0	0.668557939914163	I_nu	1 
234000	-248.072337438857	-0.168882124708369	-1.40982435094959	0.297716841697695	0.659885630360795	0.719125368203969	0.0301006997656076	-102.075761300637	-0.427195941840041	-0.489294258207542	-0.235794766416076	0.022763090139476	-0.190602435019606	0.107063217551391	0.164850454301024	-0.0771098968035458	-0.0253271317413167	-0.052913509683482	-0.00378321237676115	-0.307465955829741	0.604417459009509	0.565585778145274	1.02102748536201	-0.116918544945509	-0.489184186851492	-0.538377449030046	-0.42920618776287	-0.474582298404544	-0.203446501764782	-0.207885197103717	0.00666210852173423	-0.00400200100892654	-0.242379146518633	-2.08647879199552	-2.07576617047646	-1.00748839340879	-0.702644011568364	-1.38283583565107	-1.6923086588458	-0.686356548730972	-1.82476268901618	-1.70879076475434	-1.76881127970774	-1.79687951765849	-1.64049500965754	-0.0669961181677345	-0.0347117921874761	-0.128162006065659	-0.576097970360466	-1.48736648740544	-2.91843928114526	-1.67406564195449	-1.49936015288031	-2.18004642359394	-2.1322212429134	-0.955633037975853	-1.54783428500121	-2.286070197787	1	-1	-1	1	1	1	-1	1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	1	-1	1	1	1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	1	1	1	-1	-1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	0	0	0.668559829059829	I_nu	1 
235000	-250.523195670392	-0.170848923866838	-1.40953328278763	0.305433902763764	0.615648466558186	0.720246271020734	0.0254592004092409	-104.879331844731	-0.447680190263953	-0.513485782946904	-0.232744037331696	0.0289452174260602	-0.169445156710472	0.196101742155711	0.515444804286203	-0.0861121987154158	-0.0170815270736021	-0.0418992091638723	-0.00380872068233339	-0.244063138913154	0.53790873413264	0.544000960028332	1.02051651064556	-0.116903319145817	-0.489371272549037	-0.546493587134295	-0.467215255827623	-0.473822819871472	-0.193849834831808	-0.207819084078135	0.00671759542281007	-0.00391763409450971	-0.241762719019334	-2.08823957718487	-2.07652549577642	-1.00336506138768	-0.696729033138249	-1.38241678553379	-1.69244009535135	-0.685339757945084	-1.8252386972497	-1.70910949194399	-1.76906298501331	-1.79711361434208	-1.64054112807604	-0.0660827316210897	-0.0341941801508889	-0.127292181292499	-0.574919461609184	-1.48737482785696	-2.9195549296725	-1.67510771341797	-1.49923497378603	-2.18289279487726	-2.13391322479306	-0.955152042908824	-1.5486286244576	-2.29411885756062	1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	1	1	-1	-1	1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	-1	1	0	0	0.668608510638298	NA	1 
236000	-242.978117201246	-0.169187088210705	-1.40923070727355	0.243731211000124	0.569937042030496	0.76798537570052	0.0208595090825109	-98.3985039095277	-0.421497968529681	-0.483270812336128	-0.108323431315173	0.0145081578440307	-0.229927570594543	0.102308131457937	0.141292955859514	-0.0921649224663607	-0.039293036133763	-0.049694541365541	-0.00360431105741716	-0.24425052328823	0.575994455439719	0.534268230143116	0.898472703851419	-0.117025454173389	-0.490750574957859	-0.545748763980099	-0.410550894292944	-0.432168931374232	-0.194191242396597	-0.207535868683496	0.022388606316979	0.000403762274813133	-0.202307947639674	-2.09006632332003	-2.07730913309856	-0.999041189942086	-0.690527703527448	-1.38198099025337	-1.69257613685283	-0.684287458104133	-1.82573208432654	-1.7094396578684	-1.76932354187887	-1.7973559337068	-1.64058882156806	-0.0651379204913425	-0.033658875247735	-0.126391985866629	-0.573698592438423	-1.4873835709836	-2.92071006641816	-1.67620000802075	-1.49910423491497	-2.1858551661476	-2.13567172922249	-0.954654762428023	-1.5494700993819	-2.30261613713315	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	1	-1	1	1	1	0	0	0.668576271186441	NA	1 
237000	-245.073212012888	-0.172205647711272	-1.40938076846594	0.22872121114284	0.592572540231039	0.784760785656982	0.0438251541391945	-100.401036913616	-0.447750981127731	-0.509201856865471	-0.117173747101318	0.0148547855630175	-0.229565592373329	0.105298481926201	0.151851947895676	-0.0860202498485361	-0.0167555431644035	-0.0416973760527391	-0.0035544280063616	-0.244296173390806	0.588683279098041	0.547880845913151	1.05600001240516	0.0966734179284888	-0.513878605756186	-0.539095457345489	-0.413161844962836	-0.433511693664424	-0.204255943560452	-0.207829252285258	0.0215812460412151	-0.0289419159476863	-0.248112221898641	-2.08916082620608	-2.07692122158063	-1.00119040169407	-0.693609951409668	-1.3821971433019	-1.6925087428695	-0.684808744931839	-1.82548757475538	-1.7092760615514	-1.76919445976042	-1.79723588782842	-1.64056519973946	-0.0656058996492305	-0.0339240051721496	-0.126837922793762	-0.574303538168973	-1.48737922562206	-2.92013776870522	-1.67565713302078	-1.49916915226026	-2.18438555268529	-2.13479965533868	-0.954901038179172	-1.54905074697865	-2.29838514700486	1	-1	1	-1	1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	-1	1	-1	1	1	-1	-1	1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	0	0	0.668590717299578	I_nu	1 
238000	-238.016653920837	-0.169637488363508	-1.40987569619952	0.263404421661983	0.667716167867173	0.76401617612457	0.0507444072701035	-92.2808891213792	-0.428768610431981	-0.481852018298115	-0.0965054879882949	0.250664469573347	-0.258565580524553	-0.0196882418269594	0.143572977570971	-0.090252101526176	-0.0735451111760309	-0.117212790755789	-0.0856293943581202	-0.244190730260201	0.578009288948489	0.536363626429457	0.930896871954082	0.0962969601298142	-0.490286282440056	-0.54537443369363	-0.40728442232185	-0.430424552967905	-0.239626752265926	-0.246945424072818	0.00600821676154174	-0.0287297044497512	-0.245179327324137	-2.08616783322446	-2.07563166823436	-1.00821211349243	-0.703682327285981	-1.38290973910615	-1.69228541513086	-0.686536372762981	-1.82467857931262	-1.70873442680908	-1.76876677052543	-1.79683812126307	-1.64048684989065	-0.0671577015994962	-0.0348033722117025	-0.128315839231113	-0.5763062762348	-1.48736502332378	-2.91824202494332	-1.67388269462667	-1.49938217511269	-2.17954466121751	-2.13192273928471	-0.955718153367571	-1.54769567711084	-2.28466295861405	1	1	1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	1	1	-1	-1	1	1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	0	0	0.66863025210084	NA	1 
239000	-247.986690278208	-0.138391838233579	-1.41002599069832	0.187908738097178	0.690683835744848	0.764926185687074	0.0874996305652892	-102.726149318336	-0.431121725054273	-0.493521185890583	-0.239680855115223	0.0328435768300519	-0.169092687497424	0.203955328432331	0.531941767312674	-0.0905641353677824	-0.03310503561719	-0.0415925432511204	-0.00341848152160927	-0.244420428479107	0.56256547324193	0.569958821339269	1.05786645884927	0.0971184222167705	-0.515291801856468	-0.54840739958724	-0.46149122858719	-0.437215609776916	-0.195588435480979	-0.208270616542572	0.0227386705229138	-0.00385550459467257	-0.251703105266696	-2.08525701733477	-2.07523700978923	-1.01032428642689	-0.706712868184992	-1.38312603222777	-1.6922172776676	-0.687063533995145	-1.82443213723054	-1.70856932249712	-1.76863630052203	-1.79671677413196	-1.64046292311108	-0.0676314712043227	-0.035071908613949	-0.128766808681593	-0.576916727842994	-1.48736075024284	-2.91766384837477	-1.673348686514	-1.49944653433722	-2.17807653838773	-2.13104892534519	-0.955967756011432	-1.54729253500309	-2.28056518566451	-1	-1	1	-1	1	1	1	-1	1	1	-1	-1	1	1	-1	-1	1	1	-1	1	1	-1	1	1	-1	1	-1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	1	-1	0	0	0.668510460251046	I_nu	1 
240000	-243.482000466111	-0.13878204538216	-1.41001241205662	0.276956683411265	0.673568975878869	0.764652040235234	0.0795966096455229	-97.5582842817055	-0.444294774829623	-0.49818999264941	0.0303236959183202	0.257320764420843	-0.230526533978861	0.0968778470354696	0.123337173820332	-0.0930982305276856	-0.0840430019424964	-0.109250883450229	-0.085628480443303	-0.2441495666548	0.548233371230478	0.55522109023943	0.89687348743338	-0.116959574859938	-0.513012626844665	-0.54596311176059	-0.433009413517169	-0.476640186115143	-0.237806342608563	-0.245200101895716	0.0224457164391338	-3.14035826260626e-05	-0.20029651964116	-2.08533934313686	-2.07527272417365	-1.01013384046267	-0.706439603110556	-1.38310649281619	-1.69222343980147	-0.687015858093537	-1.82445441729352	-1.70858425113089	-1.76864809945234	-1.79672774814568	-1.6404650873981	-0.0675886189873012	-0.0350476184185854	-0.128726023389196	-0.576861531830732	-1.48736113553588	-2.91771613269066	-1.67339684058423	-1.49944072597766	-2.17820914157436	-2.13112787490519	-0.955945177131648	-1.54732880019464	-2.28093410134696	-1	1	1	-1	-1	-1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	-1	1	1	1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	-1	-1	1	1	1	0	0	0.66855	I_nu	1 
