iter	posterior	m_root	logX_root	sigma^2_m	sigma^2_logX	nu	omega	log.lik	m_anc_n29	m_anc_n30	m_anc_n31	m_anc_n32	m_anc_n33	m_anc_n34	m_anc_n35	m_anc_n36	m_anc_n37	m_anc_n38	m_anc_n39	m_anc_n40	m_anc_n41	m_anc_n42	m_anc_n43	m_anc_n44	m_anc_n45	m_anc_n46	m_anc_n47	m_anc_n48	m_anc_n49	m_anc_n50	m_anc_n51	m_anc_n52	m_anc_n53	logX_anc_n29	logX_anc_n30	logX_anc_n31	logX_anc_n32	logX_anc_n33	logX_anc_n34	logX_anc_n35	logX_anc_n36	logX_anc_n37	logX_anc_n38	logX_anc_n39	logX_anc_n40	logX_anc_n41	logX_anc_n42	logX_anc_n43	logX_anc_n44	logX_anc_n45	logX_anc_n46	logX_anc_n47	logX_anc_n48	logX_anc_n49	logX_anc_n50	logX_anc_n51	logX_anc_n52	logX_anc_n53	S_m1	S_m2	S_m3	S_m4	S_m5	S_m6	S_m7	S_m8	S_m9	S_m10	S_m11	S_m12	S_m13	S_m14	S_m15	S_m16	S_m17	S_m18	S_m19	S_m20	S_m21	S_m22	S_m23	S_m24	S_m25	S_m26	S_m27	S_m29	S_m30	S_m31	S_m32	S_m33	S_m34	S_m35	S_m36	S_m37	S_m38	S_m39	S_m40	S_m41	S_m42	S_m43	S_m44	S_m45	S_m46	S_m47	S_m48	S_m49	S_m50	S_m51	S_m52	S_m53	S_X1	S_X2	S_X3	S_X4	S_X5	S_X6	S_X7	S_X8	S_X9	S_X10	S_X11	S_X12	S_X13	S_X14	S_X15	S_X16	S_X17	S_X18	S_X19	S_X20	S_X21	S_X22	S_X23	S_X24	S_X25	S_X26	S_X27	S_X29	S_X30	S_X31	S_X32	S_X33	S_X34	S_X35	S_X36	S_X37	S_X38	S_X39	S_X40	S_X41	S_X42	S_X43	S_X44	S_X45	S_X46	S_X47	S_X48	S_X49	S_X50	S_X51	S_X52	S_X53	I_nu	I_omega	acc	update	temperature 
1387000	-238.070936916394	-0.172870757120183	-1.41109214479772	0.226217102902031	0.855620464170366	0.0614676350983818	0.349004866217728	-90.8370477793951	-0.452830373900969	-0.507176414633049	-0.0836999703774389	0.267406441847918	-0.222875055757249	-0.0231988947031273	0.12785440336844	-0.0906782947574406	-0.0332452433479415	-0.041698301663976	-0.0035461000243526	-0.244303791698355	0.552135543425863	0.559491961746544	0.930537374164516	0.0967006588291925	-0.491252810165206	-0.547619276792837	-0.453996739526441	-0.433736714497449	-0.241038817480305	-0.248087394731156	0.00594040893968016	-0.0242290477990879	-0.203396490916624	-2.07877120282679	-2.07239715467716	-1.02504356268728	-0.727841486904609	-1.38465887925629	-1.69172963841591	-0.690837022807206	-1.82267365926747	-1.70738976878306	-1.76770282884543	-1.79584850134984	-1.64029138523612	-0.071026339938173	-0.0369970140575694	-0.13199499263798	-0.581277520140542	-1.48733098084969	-2.91352889215875	-1.66962399617314	-1.49989869516933	-2.16768869286186	-2.12484842345657	-0.957757890732625	-1.54453994354423	-2.25238543965611	-1	-1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	1	1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	1	-1	1	1	1	1	-1	1	1	-1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	0	0	0.677254506128334	nu	1 
1388000	-245.798961619512	-0.138002627968277	-1.40890009022511	0.247534138397334	0.520307784457705	0.0456600355170694	0.389246705572585	-101.652882955133	-0.43314346383525	-0.491295902177653	-0.239263303609354	0.0222208445121508	-0.204715336900176	0.20751633455826	0.552455350463572	-0.0899007118451773	-0.0311150296026559	-0.0607549167993927	-0.00361693958527141	-0.307678705097093	0.594575724707789	0.554741366152166	0.898737570452052	-0.117017900404957	-0.490383481619864	-0.53961757748773	-0.43834907786053	-0.479594172610976	-0.203878904989345	-0.207571820816483	0.022154043669206	-0.00355659510695625	-0.246508239969493	-2.09205800362633	-2.07815868109837	-0.994272429872231	-0.683689855776157	-1.38150461259721	-1.69272409800099	-0.683143097203159	-1.82626951032883	-1.70979906469688	-1.76960696497545	-1.79761950768662	-1.64064064669194	-0.0641109963440752	-0.0330771800282093	-0.125413040754434	-0.572369520784551	-1.4873932083956	-2.92196688267568	-1.67740415905248	-1.49896066660135	-2.1890960165731	-2.13759272261137	-0.954114592216318	-1.55040831087613	-2.31205636142683	1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	1	-1	1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	1	-1	1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1	-1	1	0	0	0.677278097982709	omega	1 
1389000	-243.62418009317	-0.170091730561012	-1.41049226171114	0.272251783837585	0.762382245762288	0.0727710054605295	0.38808997272048	-96.8652937047218	-0.434314679822736	-0.491451644291024	-0.255554451556323	0.00278301392621902	-0.260023573211529	-0.0266304042187015	0.116119976488611	-0.0999738854413822	-0.0675785142588485	-0.109256929942052	-0.0856287976086345	-0.24416385490733	0.54013481629204	0.54656586538183	1.05594631897042	0.0962011802802303	-0.513090538668655	-0.545243318922341	-0.405872811499011	-0.429645762665953	-0.228777662842363	-0.245417813814788	0.0224760937122832	-0.00417538900560392	-0.244447877856504	-2.08242575255203	-2.07400365539731	-1.01681815642191	-0.716032361001752	-1.38379673757264	-1.69200493977331	-0.688706506728887	-1.82366529532997	-1.70805525399288	-1.76822977145507	-1.79633865497762	-1.64038829340135	-0.0691088224100967	-0.0359094730839038	-0.130172335491779	-0.57881732751997	-1.48734761294169	-2.91586270534357	-1.67170614581898	-1.4996452271487	-2.17352768535423	-2.12833756274092	-0.956746454674826	-1.54606593787235	-2.26805217808048	1	1	1	-1	-1	-1	-1	-1	1	1	-1	-1	1	-1	-1	1	1	1	-1	1	1	1	-1	1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	1	1	1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	1	1	1	-1	1	-1	1	1	1	1	-1	1	-1	1	1	-1	-1	0	0	0.677298056155508	NA	1 
1390000	-247.345171789708	-0.16613146193932	-1.39635523997045	0.270110791749342	0.654023414501003	0.0597597144660567	0.388827630549203	-98.7163583635445	-0.412015431944673	-0.472313718326002	0.0359635795233262	0.261935095279462	-0.202567837430091	0.0728533819472224	0.540670542746757	-0.0982420918228631	-0.0415187500669071	-0.0528507680050128	-0.00369182913164218	-0.244170357704347	0.566005898725063	0.549973508757971	1.04926296626768	0.0962243489160086	-0.512174130656798	-0.53769771973871	-0.446532259343542	-0.429833902476517	-0.189882061768344	-0.203553995683032	0.017844710376637	-0.000621557376352216	-0.200705347462658	-2.02254302263312	-2.06923003441097	-0.947595953698546	-0.670703911199519	-1.35216029906904	-1.62643137011164	-0.598715619076445	-1.75233533042327	-1.60202292008178	-1.68795994121847	-1.76667090501024	-1.60989989297525	-0.00363194230712176	-0.0276300342368782	-0.112836666176089	-0.544640645685445	-1.48186046708437	-2.85887344698104	-1.62210663286766	-1.4706750890622	-2.12540810474881	-2.0749580475621	-0.895969692850183	-1.54063025013367	-2.26784867070813	-1	-1	1	-1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	1	1	1	-1	-1	1	-1	1	-1	1	1	-1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	1	1	1	-1	1	1	1	-1	1	1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	-1	1	1	1	1	-1	1	0	0.677314388489209	sig2_logX	1 
1391000	-244.695616980346	-0.167383571741475	-1.41155465349397	0.308411987768507	0.928277503675796	0.0602894062921432	0.353472299058921	-95.9430381171816	-0.413583077699506	-0.472177041255663	0.0341783361967725	0.25530932437501	-0.233785972415959	0.0805785925845903	0.537946047599945	-0.0885434120834791	-0.0253809006917635	-0.0529456842331727	-0.00381856023457255	-0.307420666128604	0.576440350797805	0.53430773385757	0.927921540773055	0.0958107724812154	-0.48926979922235	-0.545412941905801	-0.427489486701708	-0.473530519340395	-0.202551052145228	-0.207336713205791	0.00609938431488301	-0.0046115412760385	-0.241526115174138	-2.07594474076748	-2.07114362031058	-1.03128763218186	-0.73680962068335	-1.38532296167521	-1.69151575005043	-0.692492529404531	-1.82190525624915	-1.70687353556087	-1.76729354183	-1.79546776095255	-1.64021597939409	-0.0725177262787404	-0.0378432070181849	-0.13341132655263	-0.583185787724283	-1.48731836874139	-2.91171677407471	-1.66804212547269	-1.50009246446092	-2.16319747224217	-2.12215785410854	-0.958545036166566	-1.54340199777378	-2.24062646600405	1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	-1	1	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0.677335010783609	I_omega	1 
1392000	-247.22544202722	-0.16097177457152	-1.35318263032971	0.318812743471956	0.643999193026699	0.0548208409571116	0.338402622067368	-98.2360929764511	-0.41017704434812	-0.46830578800719	0.0303144368198342	0.249519073476053	-0.223516351245566	-0.0222458220427129	0.156695449723893	-0.0765656569338776	-0.0414810724649386	-0.0526962440884589	-0.00385290525416896	-0.24402256662115	0.587751452838885	0.549045306868313	1.04857193984694	0.0956987925999058	-0.511316057850443	-0.536814937430437	-0.397706345830567	-0.425604255535881	-0.191447987415485	-0.205240879715258	0.0164132987060397	-0.0203794191278485	-0.197857913250047	-1.99610811761075	-2.02086331884974	-0.944773683590492	-0.658548512595099	-1.35691658756325	-1.63980962840825	-0.637246393480035	-1.75829974376311	-1.61098454150419	-1.69471738382243	-1.76912400477971	-1.61248250745888	-0.0566669502891416	-0.0285226668435055	-0.114632559947677	-0.547994942295367	-1.48468140242493	-2.91555688484319	-1.62622232698886	-1.47327179261976	-2.16865548023194	-2.12282660440718	-0.899966959897389	-1.49674750357942	-2.26505164022521	-1	-1	1	-1	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	-1	-1	1	1	1	1	-1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	-1	1	1	-1	1	1	1	0	0.677347701149425	I_nu	1 
1393000	-244.374937429375	-0.141739016198323	-1.37543481745069	0.320019028838745	0.656598553946257	0.0380187103431699	0.330107199209741	-95.2570273278496	-0.446002710953432	-0.505995531590032	-0.107940715741565	0.0248575315201447	-0.195527924311853	0.098485643609141	0.110213803267841	-0.104653511725267	-0.0750832629074249	-0.119065428668003	-0.0856255832476744	-0.244018909485243	0.544462034609521	0.55368354174148	0.941110127254135	0.0956858141375282	-0.511706928340542	-0.544243698269796	-0.397657497479584	-0.425500805163277	-0.230030096696024	-0.245790703059371	0.0154205057145446	-0.00065946983918539	-0.197789148166934	-2.0672482418628	-2.07059203852226	-0.961660788801636	-0.667737918746378	-1.34494519076803	-1.64958536416362	-0.626677034848841	-1.79592874080143	-1.64151546212456	-1.71783751751232	-1.77776262290124	-1.62123136464602	-0.028765429578118	0.00362396035163172	-0.092722275894326	-0.556987882965339	-1.48551988724788	-2.91626843318344	-1.64108034973435	-1.48147328491034	-2.1386946389871	-2.12556200721702	-0.918402427543736	-1.54288672184223	-2.27028790546678	1	1	1	-1	-1	1	1	-1	1	1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	1	-1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	-1	1	0	0.677379755922469	NA	1 
1394000	-244.599554048057	-0.138704864244904	-1.40926982050513	0.217548801205142	0.575830341386624	0.0446835089428377	0.392780002418439	-100.20946747513	-0.436865715050797	-0.499447204926457	0.0455705055369732	0.265211028427855	-0.223138714478601	-0.0229227940613243	0.130174403570153	-0.0747628604148304	-0.016707126916626	-0.0416674696583366	-0.00351725829278305	-0.244330169069768	0.54921893437159	0.555342652274897	0.899032179851828	-0.117077554334366	-0.491065090930592	-0.53935901794162	-0.415099928554714	-0.434517896297695	-0.204591672900378	-0.20803471598513	0.0217286623704982	-0.0248525297276523	-0.203942690420589	-2.08983039670659	-2.0772081633955	-0.999602292311572	-0.691332365082619	-1.38203733432814	-1.69255858497878	-0.684423217517619	-1.82566838817877	-1.70939704485238	-1.76928992337157	-1.79732466885452	-1.64058267055559	-0.065259785574545	-0.0337279141893068	-0.126508121702369	-0.573856168254188	-1.48738243662521	-2.92056100929506	-1.67605828868848	-1.49912117030264	-2.18547203138569	-2.13544443417975	-0.954718887656756	-1.5493604091518	-2.30151013053454	1	-1	1	-1	1	1	1	1	1	-1	1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	-1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	-1	-1	-1	1	1	-1	1	1	1	1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	1	1	-1	1	1	-1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	0	0	0.677393830703013	I_omega	1 
1395000	-247.230629916143	-0.169962501956752	-1.40551502123101	0.28505822996611	0.511882637930118	0.0240181547170532	0.374698007912374	-99.8689315329016	-0.439382152582292	-0.506508438638378	-0.1014325464057	0.26336025098764	-0.192067715200944	0.105641839551202	0.147959846029409	-0.0757156230947665	-0.0246765231353791	-0.0525944305252143	-0.00374133489417228	-0.307519583761365	0.585207988942019	0.543696192180638	0.90018745923336	-0.116943550982617	-0.512648061017728	-0.547555319839894	-0.471645914355455	-0.475834531171106	-0.194387610602676	-0.208242023782477	0.00637961482939014	-0.0287701660399395	-0.243400796440762	-2.08486096896774	-2.07547963245661	-0.972548640523876	-0.664629665130106	-1.37240317204684	-1.67929607180386	-0.654733746460448	-1.81138217681306	-1.67937492644935	-1.75340302954646	-1.78562921529712	-1.62854916162586	-0.0412584284116596	-0.0103562966605401	-0.119532077871438	-0.560163413344925	-1.48522042795884	-2.8983973538089	-1.66313397146273	-1.48752795682861	-2.18614185701114	-2.13565048346592	-0.953162037153582	-1.5473711345984	-2.3030477334077	1	-1	-1	1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	-1	-1	-1	-1	1	1	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	-1	1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	-1	1	1	1	1	1	1	1	-1	-1	1	-1	1	-1	1	-1	1	1	-1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	0	0.677410035842294	I_nu	1 
1396000	-257.063554180324	-0.169727390926962	-1.40990414873384	0.203370010796955	0.672058884473533	0.00409687655977637	0.410390087680424	-111.842931524386	-0.419611389339743	-0.475344985319034	0.0414324736657825	0.275218396055096	-0.198700327254724	0.0798880870670297	0.529051032919928	-0.0925596019263569	-0.0818904013780894	-0.128331231076382	-0.0856334551872221	-0.30786627405272	0.559530589679668	0.566749363863861	1.0235547601218	-0.11710583725437	-0.514516218769315	-0.5396151981632	-0.41768505866085	-0.435803229837002	-0.196497916071456	-0.209458354390434	0.00701317348845002	-0.00383730408679153	-0.250324409279651	-2.08599547315214	-2.07555706353672	-1.0086126876906	-0.704257044732375	-1.38295068967643	-1.69227252733609	-0.686636080049111	-1.82463195252379	-1.70870319296267	-1.76874209223569	-1.79681516874632	-1.64048232507703	-0.0672473010791243	-0.0348541556474735	-0.128401135430717	-0.576421760531709	-1.48736421294924	-2.91813265859903	-1.67378142871123	-1.49939437083982	-2.17926665893182	-2.13175732196129	-0.955765353698005	-1.54761906273146	-2.28388475744143	1	1	-1	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	-1	-1	-1	1	-1	1	-1	1	-1	-1	-1	-1	1	1	1	1	1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	1	-1	1	1	-1	-1	-1	-1	1	-1	-1	1	1	1	-1	0	0	0.677446275071633	NA	1 
1397000	-236.933883256946	-0.140347772728517	-1.40963416461326	0.206553673339097	0.630951302358897	0.0125031259190318	0.400469777702818	-92.1003015264067	-0.451487282672718	-0.508597276729171	-0.0941806847223307	0.256167881836166	-0.261072178084491	-0.0237332406092709	0.126436014411166	-0.0921822859750255	-0.0391621744112795	-0.0495978567920138	-0.00348064482991559	-0.244363639391284	0.55218651612218	0.558643120265178	0.932621137327046	0.0969148529824485	-0.491431194220019	-0.541777605068016	-0.487150636263097	-0.483783410984445	-0.241546841742644	-0.248064490311645	0.00721164889429706	0.000426802895307557	-0.204642737089222	-2.08762968938673	-2.0762629271236	-1.00479816501648	-0.698784699624171	-1.38256204438144	-1.69239460374781	-0.685691668168613	-1.82507387023149	-1.70899914773323	-1.76897586349802	-1.79703258865006	-1.64052517036061	-0.0663988027951588	-0.0343732838507318	-0.127593225993868	-0.575327471433941	-1.48737192929448	-2.91916874882068	-1.67474558035902	-1.49927842502554	-2.18190589136457	-2.13332683528359	-0.955318460693771	-1.5483516490307	-2.29131546376029	-1	-1	1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	1	-1	1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	1	1	-1	0	0	0.677475304223336	omega	1 
1398000	-247.774090938784	-0.168157341293096	-1.38857024461278	0.338771544108188	0.546539145545118	0.0222973456699374	0.413782614849041	-99.5616028541536	-0.446122782751037	-0.505137834873998	-0.110201786904335	0.0228909229860755	-0.193423806064353	0.0963197081795918	0.112095701950179	-0.0872494570358194	-0.0172110519275868	-0.0417195406236036	-0.00391873018006517	-0.243962078343674	0.542705838974095	0.54219533279107	0.898543000621615	-0.116837705316793	-0.508796013506696	-0.536079430416022	-0.394546665367929	-0.423900619980542	-0.227751115121729	-0.244639323959965	0.0215340817905491	-0.00177150836054109	-0.196730731327922	-2.07684637693586	-2.07457520117556	-0.969072899496366	-0.678221606010063	-1.3725340399942	-1.67648533471971	-0.643086419928516	-1.80538426042551	-1.69287627595094	-1.75439184420363	-1.78632460319214	-1.62939321183324	-0.0247683055241837	-0.0124070348684024	-0.120633885551997	-0.561971283769324	-1.46518803934612	-2.89925914331348	-1.66344255880634	-1.48849910485719	-2.14850060342241	-2.11673039352855	-0.953048361103475	-1.52922883348522	-2.29725792049073	1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	1	1	-1	1	1	1	1	1	-1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	1	1	1	1	-1	-1	1	-1	1	1	0	0.677489270386266	I_nu	1 
1399000	-241.602556485834	-0.137347697782047	-1.40981158724758	0.297331999582259	0.65794032705018	0.00431395184714079	0.449059262590016	-95.6384962123911	-0.432483916930704	-0.489849216344886	-0.244510676483023	0.0226222714166128	-0.191228786463331	0.104448404857172	0.154533355929419	-0.0886171568147509	-0.0675711451702625	-0.109232957873703	-0.0856271083284378	-0.24408771851742	0.594581639245919	0.554847430966503	0.896622896597776	-0.11691930460974	-0.512196393732684	-0.538759257517362	-0.441117587034715	-0.427456984539906	-0.229011933523195	-0.246170684906439	0.00601838339813788	-0.0247897034718003	-0.19909650532962	-2.08655607571642	-2.07579958006494	-1.0073083175977	-0.702385664184267	-1.38281746343798	-1.69231443420613	-0.686311868402414	-1.82478359096729	-1.70880476428783	-1.76882233904926	-1.79688980351115	-1.64049703692583	-0.0669559722146034	-0.0346890393518648	-0.128123783645623	-0.576046207706821	-1.48736685169158	-2.91848829516595	-1.67411116076184	-1.49935467568747	-2.18017117082025	-2.13229544520116	-0.955611891882735	-1.54786881103594	-2.28642059849996	1	1	1	-1	-1	1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	1	-1	1	-1	1	1	1	-1	-1	1	-1	1	-1	1	1	1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	-1	1	0	0	0.677515368120086	NA	1 
1400000	-246.556193384833	-0.135698860986267	-1.41017535945045	0.262480857027715	0.713579028658585	0.00920788720017568	0.477068351146298	-100.369758384138	-0.413199755804419	-0.473148246090348	0.0437924890051287	0.26597295234731	-0.20716704458614	0.196454058906737	0.512084417601408	-0.0786594403245823	-0.031168536044395	-0.0607826378294882	-0.00366653531293892	-0.307615296227457	0.528119019992485	0.533201583029473	0.897029513988163	-0.116988245128167	-0.49035226617477	-0.546315802723223	-0.435706436613831	-0.478088007511469	-0.193700907842551	-0.207053542403262	0.0216649621886713	-0.0286256581243355	-0.245256066977436	-2.08435093761022	-2.07484338082159	-1.01241424766749	-0.709711868182533	-1.3833409443694	-1.69214941216557	-0.687588618181133	-1.8241868569132	-1.70840494662227	-1.76850635998444	-1.79659591698657	-1.64043908154785	-0.0681034949998	-0.0353394848839413	-0.129216003666916	-0.577524470288269	-1.48735652200293	-2.91708807886613	-1.67282017958817	-1.49951034536862	-2.17661835821322	-2.1301804188642	-0.956216497185717	-1.54689565746961	-2.27652400500298	1	-1	-1	1	1	-1	1	-1	1	-1	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0.677553571428571	NA	1 
1401000	-249.766780325375	-0.166134974147423	-1.40865654937062	0.378860687082654	0.483961401996219	0.000129848427607581	0.474295161599292	-104.708746712662	-0.414141606101334	-0.469894096746067	0.0313914196214893	0.252865045470766	-0.19642083214321	0.0769152300789084	0.530830693313606	-0.105771529951124	-0.089929873628156	-0.117112440627229	-0.085621641008506	-0.24384071996653	0.573584441606986	0.533323726615451	0.895989789697721	-0.116759149113491	-0.510511615211427	-0.544707819114082	-0.453568019794877	-0.466741548390924	-0.22465347903625	-0.242794523929527	0.0208109940679208	-0.0253710794094068	-0.194532796188766	-2.09352214433764	-2.07877995576136	-0.990729860863597	-0.678611253927697	-1.38115357925189	-1.69283263087647	-0.68230377836229	-1.82666426042312	-1.71006290394245	-1.76981488598936	-1.79781285992037	-1.64067863027416	-0.0633581693819103	-0.0326508332512772	-0.124695045696873	-0.571393801890867	-1.48740036303712	-2.92288910107299	-1.67829833437034	-1.49885443360145	-2.19148587128786	-2.13900741931986	-0.95371883327107	-1.55111221810081	-2.31911634786283	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	1	-1	1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	0	0	0.677572448251249	sig2_logX	1 
1402000	-245.94089688322	-0.168736902602656	-1.40896916672172	0.276624155500924	0.530649519921296	0.0343472349643734	0.475939786308444	-101.411964185455	-0.422736902543272	-0.473126402948859	0.0358474867322805	0.247883745660812	-0.25737178011105	-0.0164620382463577	0.157319959083247	-0.101466175334222	-0.0735393821522246	-0.117204601996552	-0.0856285028555348	-0.244150576421064	0.606413728087577	0.567944521888004	1.05418759849644	0.0961538833853168	-0.489742635497344	-0.540200202379481	-0.472920593736407	-0.476673325002978	-0.228153097684905	-0.24506412842409	0.021244427205359	-0.0290448395514484	-0.24408884068973	-2.09164225981572	-2.07798176595711	-0.995272611472136	-0.685123867209709	-1.38160415925118	-1.69269324351111	-0.683381719676125	-1.82615737076195	-1.70972409042472	-1.76954785935715	-1.79756454239632	-1.6406298436081	-0.0643250841816367	-0.0331984374452155	-0.1256171704255	-0.572646779279715	-1.48739118763419	-2.92170475680586	-1.67715165048685	-1.49899072421737	-2.18841856482198	-2.13719140991433	-0.954227174496801	-1.55021064772383	-2.31007039537087	1	1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	1	1	-1	-1	1	1	1	1	-1	1	-1	1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	-1	-1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	1	-1	-1	-1	1	-1	1	1	1	1	1	1	-1	1	-1	1	1	-1	-1	-1	1	1	-1	1	1	1	-1	-1	-1	-1	-1	0	0	0.677599144079886	NA	1 
