iter	posterior	m_root	logX_root	sigma^2_m	sigma^2_logX	nu	omega	log.lik	m_anc_n29	m_anc_n30	m_anc_n31	m_anc_n32	m_anc_n33	m_anc_n34	m_anc_n35	m_anc_n36	m_anc_n37	m_anc_n38	m_anc_n39	m_anc_n40	m_anc_n41	m_anc_n42	m_anc_n43	m_anc_n44	m_anc_n45	m_anc_n46	m_anc_n47	m_anc_n48	m_anc_n49	m_anc_n50	m_anc_n51	m_anc_n52	m_anc_n53	logX_anc_n29	logX_anc_n30	logX_anc_n31	logX_anc_n32	logX_anc_n33	logX_anc_n34	logX_anc_n35	logX_anc_n36	logX_anc_n37	logX_anc_n38	logX_anc_n39	logX_anc_n40	logX_anc_n41	logX_anc_n42	logX_anc_n43	logX_anc_n44	logX_anc_n45	logX_anc_n46	logX_anc_n47	logX_anc_n48	logX_anc_n49	logX_anc_n50	logX_anc_n51	logX_anc_n52	logX_anc_n53	S_m1	S_m2	S_m3	S_m4	S_m5	S_m6	S_m7	S_m8	S_m9	S_m10	S_m11	S_m12	S_m13	S_m14	S_m15	S_m16	S_m17	S_m18	S_m19	S_m20	S_m21	S_m22	S_m23	S_m24	S_m25	S_m26	S_m27	S_m29	S_m30	S_m31	S_m32	S_m33	S_m34	S_m35	S_m36	S_m37	S_m38	S_m39	S_m40	S_m41	S_m42	S_m43	S_m44	S_m45	S_m46	S_m47	S_m48	S_m49	S_m50	S_m51	S_m52	S_m53	S_X1	S_X2	S_X3	S_X4	S_X5	S_X6	S_X7	S_X8	S_X9	S_X10	S_X11	S_X12	S_X13	S_X14	S_X15	S_X16	S_X17	S_X18	S_X19	S_X20	S_X21	S_X22	S_X23	S_X24	S_X25	S_X26	S_X27	S_X29	S_X30	S_X31	S_X32	S_X33	S_X34	S_X35	S_X36	S_X37	S_X38	S_X39	S_X40	S_X41	S_X42	S_X43	S_X44	S_X45	S_X46	S_X47	S_X48	S_X49	S_X50	S_X51	S_X52	S_X53	I_nu	I_omega	acc	update	temperature 
97000	-247.479958808882	-0.139138707528345	-1.40969976276067	0.284800836923534	0.640918655321002	0.989589664528613	0.0520645224419423	-101.783324937122	-0.448420270857401	-0.505789558810845	-0.0964124923324428	0.265022047914591	-0.198232022144636	0.0758366456062935	0.519149668560661	-0.0815904542603358	-0.0417456624356811	-0.0528833050996114	-0.00374048292754704	-0.307520674468361	0.540771205443219	0.54700234554337	1.05473339096532	0.0960655010425651	-0.512457287576207	-0.537808954298222	-0.403688501499251	-0.428547116927755	-0.228136041934302	-0.24504268367283	0.0214227349172361	-0.0287750548782536	-0.243421706833742	-2.08723289106564	-2.07609184646846	-1.00572776240391	-0.700118208957978	-1.38265648754532	-1.69236498698087	-0.685920782070763	-1.82496660445457	-1.70892732608889	-1.76891914609744	-1.79697983913074	-1.64051477879234	-0.0666046123768492	-0.0344899141902936	-0.127789223903325	-0.575593035891333	-1.48737004896186	-2.91891735475238	-1.67451065127215	-1.4993066419633	-2.18126437244328	-2.13294551533556	-0.955426839238696	-1.54817249642361	-2.28950043963618	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	1	-1	-1	1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	1	1	-1	1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	1	-1	1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	-1	-1	-1	1	0	0	0.664164948453608	nu	1 
98000	-242.983690881803	-0.137733851545671	-1.40920249472788	0.319250155766496	0.565689069963991	0.989429801129737	0.0504366767127068	-97.6984441787236	-0.438211388283477	-0.495965663247619	0.0415286977015654	0.257875318784353	-0.206178557242786	0.195766680197455	0.515550704735362	-0.108159070320864	-0.0982430140341399	-0.128190878206485	-0.0856256348866537	-0.307374789509607	0.549868426288183	0.557042427185643	0.930182153910592	0.0956940862505729	-0.488668885468126	-0.537954600284689	-0.4252815952954	-0.472470438147392	-0.236395811276519	-0.244191809871972	0.0211210981642273	-0.0289327997964301	-0.24067099940244	-2.09023645868984	-2.07738190209675	-0.998636063753455	-0.689946737100164	-1.38194034725443	-1.6925887908525	-0.684189583802574	-1.82577801334066	-1.7094703825074	-1.76934777943133	-1.79737847427034	-1.64059325570317	-0.0650500681113773	-0.0336091063724631	-0.12630825901541	-0.573584977154881	-1.48738438996388	-2.92081753321179	-1.67630232717443	-1.49909201287599	-2.18613155870612	-2.13583567377793	-0.954608537614043	-1.54954938939603	-2.30341531356497	-1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	1	1	-1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	1	1	1	-1	1	-1	0	0	0.663959183673469	NA	1 
99000	-239.909655438979	-0.172807265606655	-1.41064720010373	0.18756115505472	0.786356354178861	0.967708220921924	0.062703943036031	-93.7256236550969	-0.445765322103672	-0.500532347671893	0.0456066932266967	0.270963246573614	-0.224491877613707	-0.0262673754671514	0.115280178193351	-0.0883738421855817	-0.0249236302962851	-0.0526628505608745	-0.00341732174792159	-0.307933492138772	0.531599301032009	0.536496170788997	0.932017941841812	0.0971222215498719	-0.491893588977619	-0.542118498038249	-0.491058349199784	-0.485755162748672	-0.242332874824344	-0.248778795600855	0.00685282799728209	-0.00407111713990509	-0.25173436230258	-2.0814831201476	-2.07359083969272	-1.01895646671533	-0.719101801592582	-1.38401949663327	-1.69193406314624	-0.689254972787257	-1.82340971754785	-1.70788381399997	-1.76809409498047	-1.79621245476553	-1.64036336033079	-0.0696022639516548	-0.0361892873488441	-0.130641542637537	-0.579451137219454	-1.48734328788645	-2.9152617114348	-1.67116504060471	-1.49971092572196	-2.17201812362941	-2.12743646259842	-0.957006657399907	-1.54566627077925	-2.26395988578541	1	-1	-1	1	1	1	-1	1	1	1	1	-1	-1	-1	-1	1	-1	1	1	1	1	1	1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	1	1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	-1	1	-1	1	1	-1	1	1	-1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	0	0	0.663777777777778	NA	1 
100000	-236.623465809614	-0.136850581043214	-1.4101177252983	0.253885597051123	0.70473672435619	0.95772185391281	0.0467688288027421	-90.6173458176869	-0.423357487364666	-0.483147242926922	-0.111805597966821	0.0122916353320327	-0.230994433669036	0.0971538027019339	0.122677943298997	-0.10159072957847	-0.073548675457245	-0.117220465171406	-0.0856300368843238	-0.244219655366881	0.551362458727319	0.558454985723679	0.930881333718831	0.0964001228727991	-0.490574597341889	-0.546874859942338	-0.448948385349006	-0.431266377394101	-0.204516194424366	-0.208555786979792	0.00674871886420487	-0.00400707231505075	-0.245973773426581	-2.08470065236251	-2.07499542827561	-1.0116089171019	-0.708556216317578	-1.38325802603962	-1.69217561562706	-0.6873858754457	-1.82428154070844	-1.70846840535605	-1.76855653012	-1.7966425803088	-1.64044828819858	-0.0679212253509846	-0.0352361581532045	-0.129042562570842	-0.577289847903997	-1.48735815128119	-2.91731037677964	-1.67302384419492	-1.49948574170619	-2.17718089223976	-2.13051554187799	-0.956120440276517	-1.54704834918938	-2.27807961870605	1	1	1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	-1	1	1	-1	1	1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	1	1	-1	-1	1	1	-1	1	-1	1	-1	1	1	-1	1	-1	1	-1	1	-1	0	0	0.66403	I_omega	1 
101000	-238.402864870722	-0.170303306988282	-1.40968429554617	0.203964302074166	0.632358048763126	0.977222307687627	0.088449003326241	-93.5816202110701	-0.425288125305731	-0.475685086264118	0.0355974913891016	0.2649106883147	-0.232452492577463	0.0957292718704637	0.112837101819229	-0.0948210033578594	-0.0900774382435314	-0.117268227657862	-0.0856334148894755	-0.244371523741838	0.53252472170977	0.537200393259603	0.932634167983753	0.096943096902209	-0.514603888714352	-0.541833752579328	-0.487690347549789	-0.484051092280807	-0.241709831661963	-0.248207412117522	0.00642053515069944	-0.0246839194870543	-0.204808789676625	-2.08732646667897	-2.07613220965982	-1.00550873631633	-0.699804009894986	-1.382634219831	-1.69237197279486	-0.685866739656075	-1.82499190257285	-1.70894426573651	-1.76893252409138	-1.79699228125825	-1.64051723006587	-0.0665560648258429	-0.0344624022513692	-0.12774299271826	-0.575530400897674	-1.48737049200396	-2.91897665025232	-1.67456600581064	-1.49929999140054	-2.18141561934752	-2.13303542727092	-0.955401273182338	-1.54821467114436	-2.28992784226894	-1	1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	1	-1	1	1	1	1	1	1	-1	-1	-1	1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	1	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	1	-1	-1	1	0	0	0.664158415841584	sig2_logX	1 
102000	-241.728298843496	-0.16879868019398	-1.41074739107503	0.332563596908005	0.801899020955897	0.98222842393676	0.0628930416726508	-93.9886844766119	-0.431683129384886	-0.487755760368752	-0.230849877434447	0.0265231808720915	-0.167123647364117	0.204055392588162	0.551123255496775	-0.0901060145854342	-0.0314104658904676	-0.0609353804767879	-0.00389826770978821	-0.307318461145745	0.597552859290688	0.55802049022524	0.928181547710763	0.0955509577715284	-0.488683850139588	-0.544772279400943	-0.423121369566557	-0.471176121064489	-0.235989984000167	-0.244224406692937	0.0216399760257045	-0.0245375651245449	-0.197078929263326	-2.08087309172205	-2.07332310615958	-1.0203340533028	-0.721079448031632	-1.38416351315669	-1.69188814609037	-0.689610307878655	-1.82324424642814	-1.7077727881817	-1.76800620300962	-1.79613070013364	-1.64034720162721	-0.0699220210697369	-0.0363706281511004	-0.130945530204228	-0.579861588359026	-1.48734050190636	-2.91487241688535	-1.67081637255826	-1.4997533234102	-2.17104250231612	-2.1268537347046	-0.957175300748502	-1.54540989380965	-2.26133075086216	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	1	1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	1	-1	1	1	-1	1	1	-1	0	0	0.664078431372549	NA	1 
103000	-248.070703215612	-0.169918799341048	-1.40985897529129	0.267945638243111	0.66516521347221	0.961132973306814	0.102610390388872	-102.311437231256	-0.432239719176451	-0.490781258915927	-0.242460113640769	0.0125381683421828	-0.230072271265521	0.0995993349547361	0.133160012093985	-0.0831888924943874	-0.0476621416165361	-0.0607961719679792	-0.00368465310062854	-0.307592121811763	0.558223837106473	0.565961146322934	1.02183392164445	-0.116977415933667	-0.489896482766962	-0.539051492112963	-0.434653242363512	-0.477540186442063	-0.204283141853742	-0.208433486560352	0.00612073458651096	-0.0247203580470572	-0.200835246575915	-2.08626911039789	-2.07567548796803	-1.00797654911626	-0.703344360605948	-1.38288567258527	-1.69229298650404	-0.686477796792563	-1.82470597479337	-1.70875277735707	-1.76878126877006	-1.79685160559239	-1.64048950797342	-0.0671050657810621	-0.0347735396326627	-0.128265729511905	-0.576238426488598	-1.48736549987332	-2.91830627759852	-1.67394224381521	-1.49937500539736	-2.17970805185661	-2.13201994994098	-0.955690426234194	-1.54774076613035	-2.285120824434	-1	-1	-1	1	1	-1	-1	1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	-1	1	1	-1	1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	1	-1	0	0	0.66426213592233	nu	1 
104000	-250.897192328049	-0.135285753094297	-1.40904039521103	0.293283784240486	0.541328584845178	0.930534820368049	0.112479626259301	-106.104939060051	-0.411742438595507	-0.472456517332969	0.0374207190443221	0.264876528337674	-0.191063466667249	0.105680467977378	0.15842010261315	-0.0925632456045093	-0.0818120242683511	-0.128223645886489	-0.085627380759906	-0.307484733452538	0.603511032048293	0.564923699733782	1.02030440452311	-0.11692729776288	-0.51265920956676	-0.54672764015536	-0.46963537366578	-0.475019919785559	-0.192947991486144	-0.206777786442591	0.0219800807613468	-0.00371035300852181	-0.242735435874235	-2.09121335163827	-2.07779901632264	-0.996301826890628	-0.686599579190057	-1.38170679838514	-1.69266139497465	-0.68362803675339	-1.82604165681272	-1.70964671548512	-1.76948685122663	-1.79750780733741	-1.64061869023218	-0.064546101264154	-0.0333236258188509	-0.125827882564121	-0.572932911826147	-1.48738910788995	-2.92143420851776	-1.67689178688236	-1.49902168415889	-2.187720191736	-2.13677756974923	-0.9543434172801	-1.55000773843912	-2.30803011746985	1	1	-1	1	-1	1	1	-1	-1	-1	1	1	1	1	-1	-1	1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	-1	1	1	1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	1	1	-1	1	1	1	1	1	-1	-1	1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	1	0	0	0.664423076923077	sig2_logX	1 
105000	-245.288078556823	-0.135528953205502	-1.40966058176397	0.347192520918327	0.634963687323034	0.926348570443226	0.11082172340015	-99.0573328734694	-0.419802412728058	-0.479913654061507	-0.112753596269978	0.0211278293441106	-0.19114609451006	0.101362188013204	0.146323237641681	-0.0953167243975939	-0.0922496649201265	-0.120208062135992	-0.0856237603221032	-0.307256599801461	0.586213697184302	0.546313281725849	1.05290783165845	0.0953939496549592	-0.510930098751363	-0.537281078834573	-0.420447726420681	-0.469763823186386	-0.191540260308124	-0.205735385005105	0.0218992157850035	-0.00407073836120042	-0.238508616400614	-2.08746991481738	-2.07619406367582	-1.00517274017463	-0.699322020840128	-1.38260007881571	-1.69238268013486	-0.685783908017971	-1.8250306813144	-1.70897023099633	-1.76895302906633	-1.7970113517438	-1.64052098698524	-0.0664816577189949	-0.0344202362812862	-0.127672133508097	-0.575434393023436	-1.48737117163981	-2.91906753608815	-1.6746509198635	-1.4992897918377	-2.18164752388362	-2.1331732752455	-0.955362090311149	-1.54827941239755	-2.29058378792674	-1	1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	1	1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	1	0	0	0.664314285714286	I_omega	1 
106000	-245.125036511693	-0.170931356124196	-1.4090263782412	0.283590834625067	0.539225848205388	0.894661703794265	0.0972044143895619	-100.446491878643	-0.453186611545072	-0.51292104372425	-0.239551008127352	0.0191815814603379	-0.204037344853281	0.2038018376406	0.548638449231676	-0.0925350247491945	-0.0817792104482305	-0.128176154654383	-0.0856247924598922	-0.307321693373583	0.593024977998335	0.553894808959728	0.896672929152993	-0.116851405840927	-0.488680532571889	-0.544599896950952	-0.423050052290591	-0.471250175729317	-0.227478425630319	-0.245143091355892	0.00688183170894839	5.1670737309105e-05	-0.197121937438207	-2.09129777295534	-2.07783500528598	-0.996099459146766	-0.6863094139282	-1.38168660086278	-1.69266766504387	-0.683579543393717	-1.82606443450389	-1.70966194721664	-1.76949886185121	-1.79751897676793	-1.6406208861944	-0.0645025867368325	-0.033298977838628	-0.125786398870651	-0.572876585177964	-1.48738951684114	-2.92148746995793	-1.67694288414093	-1.49901559432311	-2.18785760893835	-2.13685901084788	-0.954320529719786	-1.55004759577509	-2.3084310166888	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	1	1	-1	1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	1	1	1	1	-1	1	1	1	-1	-1	1	-1	-1	-1	1	-1	-1	1	1	-1	-1	1	1	1	0	0	0.664452830188679	omega	1 
107000	-240.54489032415	-0.135979616089961	-1.40953461855756	0.373989453017714	0.615850887005218	0.87330004301388	0.110490176300518	-94.2477363570377	-0.426854541967511	-0.487005514803694	-0.242866657928774	0.0105787107517702	-0.226878134334293	0.103042310612228	0.155050571068098	-0.0861813664343362	-0.0173693994661699	-0.0420777171311013	-0.0040346169022998	-0.243855456401171	0.59536202139055	0.5566596923569	0.928425646787549	0.0951070567974271	-0.487739211291644	-0.544908388543797	-0.454349328202849	-0.467203352586012	-0.201537022521535	-0.206680129305197	0.00656215339611553	-0.000345646920988282	-0.194795282335662	-2.08823150439367	-2.07652202334194	-1.00338406476703	-0.696756290908359	-1.3824187090299	-1.69243949343771	-0.685344414094321	-1.82523651585095	-1.70910803174326	-1.76906183225682	-1.79711254225021	-1.64054091696475	-0.0660869132296558	-0.0341965495997604	-0.127296164431774	-0.574924860909804	-1.48737478942321	-2.91954981969601	-1.67510291176435	-1.49923554957326	-2.18287972477354	-2.13390546071608	-0.955154244415884	-1.54862494543041	-2.29408164172424	1	-1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	-1	-1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	0	0	0.664710280373832	I_omega	1 
108000	-244.704218340198	-0.170105730683866	-1.4092626787142	0.258179342807273	0.574753920291551	0.854868240868674	0.0772627722891048	-99.9253809633318	-0.431316792364623	-0.491198932182689	-0.238937051985078	0.0211801815288134	-0.205737098608505	0.203161062776182	0.536027831173369	-0.101522544398352	-0.0735487562201497	-0.117227815607363	-0.0856303035946202	-0.244231658464359	0.575860600656971	0.534171887883116	0.898296188899161	-0.117013130238331	-0.490326842183292	-0.539525427745616	-0.437941888853829	-0.479351306651315	-0.195286076162576	-0.208794821304259	0.00714496002526728	0.000363232513558284	-0.201927016774983	-2.08987347993085	-2.07722660704268	-0.999499887233612	-0.691185507085742	-1.38202704652462	-1.69256179057371	-0.684398422880616	-1.82568002046928	-1.70940482715879	-1.76929606326333	-1.79733037890035	-1.6405837940003	-0.065237527954696	-0.0337153046690808	-0.126486911043653	-0.573827390669043	-1.48738264365904	-2.92058823190161	-1.67608415402745	-1.49911807880195	-2.18554198469216	-2.13548593711751	-0.954707175372957	-1.54938041738584	-2.30171191014438	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	1	-1	-1	1	1	-1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	1	-1	1	-1	-1	0	0	0.66462962962963	sig2_m	1 
109000	-246.742389058521	-0.171772694614572	-1.40951848042949	0.268941377815793	0.586928684287705	0.893474474276883	0.0577790016774088	-101.726989121929	-0.450414802032832	-0.507469590665145	-0.113788776659343	0.0204059269265035	-0.204451605967263	0.207141442562011	0.554208975555831	-0.106017900540801	-0.0900206106562905	-0.117209268775985	-0.0856290208425908	-0.244173909767364	0.60727184000279	0.568533889251761	1.05499356584857	0.0962370061847782	-0.513176664425095	-0.545210090981038	-0.406309244332007	-0.429936751308561	-0.229795014193894	-0.24664662939521	0.00699224726927069	0.000181454065508048	-0.200775470951559	-2.08832903110756	-2.07656396802969	-1.0031544251973	-0.696426905848614	-1.38239547004062	-1.69244676468158	-0.685288166981423	-1.82526286854349	-1.70912567163883	-1.76907575784248	-1.79712549337427	-1.64054346717949	-0.0660363992834818	-0.0341679267461098	-0.127248047407131	-0.574859634791387	-1.4873752538583	-2.91961154982517	-1.67516093503049	-1.4992285923772	-2.18303763607715	-2.13399926205823	-0.95512765050079	-1.54866941458414	-2.29453143895591	-1	1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	-1	1	-1	1	-1	1	-1	-1	1	1	1	1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	1	1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	1	1	1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	-1	-1	1	-1	0	0	0.664743119266055	sig2_logX	1 
110000	-246.950141342024	-0.172060740837343	-1.40987192162858	0.229991781143474	0.667140241339803	0.890471854957287	0.114275117546786	-101.525946516753	-0.446343565444292	-0.49888539013872	0.0469674185678698	0.269930956339848	-0.205303601431815	0.206754993914019	0.548031231526098	-0.104474642038246	-0.0840728799833105	-0.109289630043439	-0.0856316519584671	-0.244292308182631	0.596001692398739	0.555641901257007	0.898101118783085	-0.117052773672299	-0.490865902715835	-0.541195192642953	-0.482235510099723	-0.481376648850135	-0.240796927888584	-0.247675064192832	0.00626639550035423	-0.0246544387908818	-0.203160195790077	-2.08619069645844	-2.07564156162019	-1.00815894738415	-0.703606048953875	-1.38290430639133	-1.69228712445068	-0.686523148570657	-1.82468476394696	-1.70873856956959	-1.76877004365247	-1.79684116549102	-1.64048744999292	-0.0671458183331829	-0.0347966370611998	-0.128304526389119	-0.576290958712439	-1.48736513087978	-2.91825653057025	-1.67389613480841	-1.49938055678995	-2.17958154398293	-2.13194468366586	-0.955711893516396	-1.5477058513122	-2.28476628243883	-1	1	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	1	1	1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	1	-1	1	-1	-1	1	1	-1	1	-1	1	-1	1	1	1	-1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	-1	1	-1	0	0	0.664890909090909	NA	1 
111000	-248.347226252571	-0.136985359965064	-1.40973854014231	0.246051922664048	0.646816914482042	0.872231876777951	0.103654797056224	-102.963409828019	-0.423657461002653	-0.473491773578512	0.0472665752013571	0.269783215057123	-0.198164522977423	0.0789940189809165	0.528747993861189	-0.0944764995877264	-0.0475996291037114	-0.0607479806444752	-0.00361201800612286	-0.307684995100962	0.561271849422101	0.569005711164036	1.0558857954362	0.0964851109612597	-0.490438231301129	-0.539934404826198	-0.450445254560135	-0.431962245842688	-0.229397179402568	-0.245827149255679	0.0223891187986188	-0.00385757486804128	-0.246633474373098	-2.08699824834856	-2.07599058665589	-1.00627643912518	-0.700905316548071	-1.38271231209323	-1.69234746612872	-0.686056325100904	-1.82490316349497	-1.7088848436243	-1.76888559365781	-1.79694863376022	-1.64050863036743	-0.0667263794145017	-0.0345589210387562	-0.127905175781627	-0.575750115667985	-1.48736893908444	-2.91876864267055	-1.67437197865693	-1.4993233082403	-2.18088522716846	-2.13272009582999	-0.955490967018537	-1.54806694330978	-2.28843041910175	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	1	1	-1	1	1	1	-1	1	1	1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	1	1	-1	1	-1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	1	0	0	0.664900900900901	omega	1 
112000	-251.657614722611	-0.169980996610294	-1.40946566042802	0.297299440288918	0.605408209864981	0.854150917413645	0.104617358660325	-106.191261234309	-0.437939326945586	-0.505425986711302	-0.0979872619833773	0.263233202505416	-0.197873216017821	0.0764971389598522	0.522806179093351	-0.102113320535514	-0.0758444250395182	-0.120264814467471	-0.0856271105192076	-0.30746772373141	0.557483785760591	0.565263262793098	1.02065416239904	-0.116919368882199	-0.512201542993082	-0.538798080415915	-0.441165351008512	-0.427459808055359	-0.192810325927233	-0.206599546884447	0.0220768572495777	-0.00387374529009941	-0.242412625275932	-2.08864816130626	-2.07670113693182	-1.00240205471661	-0.695347764969806	-1.38231940536657	-1.69247055143185	-0.685104165592077	-1.82534909154414	-1.70918338334747	-1.7691213139085	-1.79716786139745	-1.64055180898576	-0.0658711624307071	-0.0340743004832739	-0.127090642123319	-0.574646235902501	-1.4873767754294	-2.91981349853903	-1.67535102799885	-1.49920580912585	-2.1835545490867	-2.13430626575388	-0.955040664157357	-1.54881528139521	-2.29600627166048	1	1	-1	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	1	1	-1	-1	1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	-1	-1	1	1	1	1	1	-1	-1	1	-1	-1	1	1	-1	1	1	-1	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	0	0	0.664928571428571	I_omega	1 
