iter	posterior	m_root	logX_root	sigma^2_m	sigma^2_logX	nu	omega	log.lik	m_anc_n29	m_anc_n30	m_anc_n31	m_anc_n32	m_anc_n33	m_anc_n34	m_anc_n35	m_anc_n36	m_anc_n37	m_anc_n38	m_anc_n39	m_anc_n40	m_anc_n41	m_anc_n42	m_anc_n43	m_anc_n44	m_anc_n45	m_anc_n46	m_anc_n47	m_anc_n48	m_anc_n49	m_anc_n50	m_anc_n51	m_anc_n52	m_anc_n53	logX_anc_n29	logX_anc_n30	logX_anc_n31	logX_anc_n32	logX_anc_n33	logX_anc_n34	logX_anc_n35	logX_anc_n36	logX_anc_n37	logX_anc_n38	logX_anc_n39	logX_anc_n40	logX_anc_n41	logX_anc_n42	logX_anc_n43	logX_anc_n44	logX_anc_n45	logX_anc_n46	logX_anc_n47	logX_anc_n48	logX_anc_n49	logX_anc_n50	logX_anc_n51	logX_anc_n52	logX_anc_n53	S_m1	S_m2	S_m3	S_m4	S_m5	S_m6	S_m7	S_m8	S_m9	S_m10	S_m11	S_m12	S_m13	S_m14	S_m15	S_m16	S_m17	S_m18	S_m19	S_m20	S_m21	S_m22	S_m23	S_m24	S_m25	S_m26	S_m27	S_m29	S_m30	S_m31	S_m32	S_m33	S_m34	S_m35	S_m36	S_m37	S_m38	S_m39	S_m40	S_m41	S_m42	S_m43	S_m44	S_m45	S_m46	S_m47	S_m48	S_m49	S_m50	S_m51	S_m52	S_m53	S_X1	S_X2	S_X3	S_X4	S_X5	S_X6	S_X7	S_X8	S_X9	S_X10	S_X11	S_X12	S_X13	S_X14	S_X15	S_X16	S_X17	S_X18	S_X19	S_X20	S_X21	S_X22	S_X23	S_X24	S_X25	S_X26	S_X27	S_X29	S_X30	S_X31	S_X32	S_X33	S_X34	S_X35	S_X36	S_X37	S_X38	S_X39	S_X40	S_X41	S_X42	S_X43	S_X44	S_X45	S_X46	S_X47	S_X48	S_X49	S_X50	S_X51	S_X52	S_X53	I_nu	I_omega	acc	update	temperature 
272000	-246.669532364327	-0.135670844990017	-1.41050908193013	0.276292252065618	0.76498127912637	0.48022443538066	0.0527483512018799	-99.844382955977	-0.414481168303916	-0.472889386640937	0.0403712645596585	0.275470309346841	-0.169943186165598	0.195312356371402	0.509571870898462	-0.0831390742104511	-0.0476810208723194	-0.0608118616718787	-0.0037123094694796	-0.307556735720922	0.527429178922866	0.532744303379522	0.896352900395383	-0.116960889716182	-0.51271795841502	-0.539158633319322	-0.444806888696394	-0.429291263375159	-0.202457799332811	-0.206656331504347	0.0225866793262149	-0.00019980938407898	-0.200336073079134	-2.08232346316851	-2.07395891145258	-1.0170507623767	-0.71636623844972	-1.38382092320733	-1.69199725304821	-0.688765987767797	-1.823637567977	-1.70803665726933	-1.76821505656525	-1.79632496797268	-1.64038558989401	-0.0691623296452469	-0.0359398136995856	-0.13022322074283	-0.578886079976237	-1.48734714243036	-2.91579752112954	-1.67164729025952	-1.49965236728085	-2.17336375772905	-2.1282397416532	-0.956774667606223	-1.54602236072468	-2.26760634871089	-1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	1	1	-1	-1	1	-1	1	1	1	-1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	1	1	1	-1	-1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	1	1	-1	1	-1	1	1	1	-1	1	-1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	-1	0	0	0.667724264705882	NA	1 
273000	-244.507477424936	-0.167423524806567	-1.40996581759283	0.336511639286768	0.681479967385532	0.462607286011335	0.0703244195389553	-97.9225989961043	-0.419301000804508	-0.480749060566051	-0.120120097002844	0.0104880625478681	-0.228819243870898	0.0984262050515892	0.134117229750809	-0.0816196876415051	-0.0419076319599416	-0.0530029759689743	-0.00391128235233224	-0.307301762678148	0.55953485102223	0.568144240180664	1.05353990873888	0.095508557474501	-0.511193802077967	-0.537488727513353	-0.422339137541773	-0.470793953440563	-0.201102361669056	-0.20581731698211	0.0221520474724462	-0.000306193503753912	-0.196857238776663	-2.08562178535671	-2.07539518853874	-1.00947975735157	-0.705501099935408	-1.38303944121559	-1.69224457561831	-0.686852333787268	-1.82453084795056	-1.70863545995192	-1.7686885697479	-1.79676538882617	-1.64047251015336	-0.0674416470637434	-0.0349643112235932	-0.12858613343531	-0.576672195177963	-1.48736245880969	-2.91789547154589	-1.67356221765364	-1.49942078535973	-2.17866421935726	-2.13139878182874	-0.955867741133715	-1.54745347975145	-2.28220198523658	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	-1	1	1	1	-1	1	1	1	-1	-1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	1	0	0	0.667831501831502	NA	1 
274000	-241.771246941474	-0.137126570713023	-1.40950652768038	0.302228692909707	0.611595189315268	0.443942929145415	0.0740156046347684	-96.2185854226055	-0.430699413424075	-0.490031267267591	-0.250384758088921	0.0143231862861482	-0.221928939148429	-0.0255708581649945	0.121833336836721	-0.0947463730861191	-0.0899910651020714	-0.117178816999676	-0.0856267789186997	-0.244072861996366	0.547628585562399	0.554570872029873	0.896837559883195	-0.116909641330545	-0.512393198002619	-0.545701013640264	-0.440285991818729	-0.42703287510626	-0.202251188779024	-0.206577493352209	0.0212871014953336	-0.0288325576796077	-0.242018162944789	-2.08840125770665	-2.07659502380598	-1.00298427185215	-0.696182847722051	-1.38237825768682	-1.69245214904312	-0.685246516168031	-1.82528238404566	-1.70913873450372	-1.76908606981054	-1.79713508373043	-1.64054535553914	-0.0659989947486355	-0.0341467323295446	-0.12721241691001	-0.57481133279762	-1.48737559797972	-2.91965726178237	-1.67520392699815	-1.49922343836884	-2.18315459999966	-2.13406873558759	-0.955107958749154	-1.54870238021091	-2.29486482646009	-1	1	1	-1	-1	1	1	1	1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	1	1	1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	1	1	1	1	-1	1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	-1	1	1	0	0	0.66785401459854	NA	1 
275000	-241.688433507282	-0.137384072410812	-1.41024779631696	0.199543935307306	0.724706944567153	0.422434330766555	0.0674903069669372	-95.9918552247358	-0.422898508218992	-0.474963325670488	0.0497562721152798	0.276233936394688	-0.198952866701003	0.0790122113811186	0.525094953442011	-0.0902513573126824	-0.0735672442933722	-0.117269827781141	-0.0856337146734962	-0.244384985063715	0.552465693640857	0.559172581947515	0.932141287264987	0.0969913330381366	-0.491828668821107	-0.546871021038009	-0.418409484607938	-0.436151687275185	-0.231167449297384	-0.246953627937403	0.0228775147707462	0.000240568936190701	-0.205093320004263	-2.08391122070716	-2.07465198796418	-1.01342449154119	-0.711161640505535	-1.38344514885204	-1.69211644750165	-0.687843679604217	-1.82406777978922	-1.70832512852476	-1.76844324646204	-1.79653721447959	-1.64042749716181	-0.0683328257578474	-0.0354694962816636	-0.129434202589616	-0.577819573913075	-1.48735447818336	-2.91680844292556	-1.67256466910912	-1.49954123630268	-2.17591153499188	-2.12975920845354	-0.95633736729168	-1.54670453566113	-2.27457537506211	1	1	1	-1	-1	1	1	-1	1	1	1	-1	-1	1	1	1	1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	1	1	-1	-1	-1	-1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	1	1	1	1	1	-1	1	-1	-1	-1	1	1	-1	1	1	1	-1	-1	1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	1	0	0	0.667963636363636	NA	1 
276000	-246.246644909164	-0.117694227116446	-0.930741458853807	0.163738863579933	0.628426334192047	0.411857835655101	0.0475239844480521	-98.8550199356726	-0.480152596486826	-0.53387166264765	-0.224393513075725	0.121798093057348	-0.133991902098056	0.274757023753535	0.482559098688675	-0.151255900019833	-0.0754157994517692	-0.0901037156441573	-0.0033377547279847	-0.244494105419177	0.598729249962555	0.572100933541661	1.00520143580251	0.097382996750887	-0.563999411850355	-0.566466835643881	-0.421444354702597	-0.439446380339711	-0.140085461859743	-0.18100660280187	0.0159316893314003	0.0291517672426838	-0.207448376123843	-1.75499175783601	-2.00098413769588	-0.323056856165571	-0.227724004683565	-0.876205742996725	-1.16285403991599	-0.0913651417869329	-1.27120116108312	-1.05768216920473	-1.07047392769481	-1.53487682973457	-1.37661681481326	0.0278269125759437	0.0221824503386352	-0.00307297014962558	-0.314556448733961	-0.965780712667034	-2.39666484545231	-1.21944122770643	-1.25363661383316	-1.27251750876085	-1.66876414923457	-0.923608162857743	-1.06428223024384	-2.06603977066148	1	-1	1	-1	1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	-1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	-1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	1	1	0	0.66811231884058	NA	1 
277000	-230.72535281846	-0.170821711034881	-1.26640945885739	0.219669875260447	0.558177943201737	0.392745749314781	0.0598509287950574	-83.5022686577064	-0.523775135312881	-0.560469155942261	-0.224699247318223	0.0387493840315105	-0.254945005561295	-0.0207362224582062	0.499568315562124	-0.141656057384104	-0.0550374933620998	-0.097756422364398	-0.00352431757783582	-0.307797010473007	0.375370577790257	0.570355347067399	1.00643367303375	0.0967719215706572	-0.555327039868392	-0.523205640089973	-0.458601485448414	-0.434326424158386	-0.268441534582288	-0.273263559031753	0.0101170282404275	-0.0181449756151481	-0.203808577876587	-1.2176361492253	-1.58273509285057	-0.377721947401067	-0.476388973465896	-1.13692719461153	-1.1624702136688	-0.00552545099208121	-1.30396994660026	-1.09636037636991	-1.11243923911895	-1.55070936219107	-1.39243529633577	0.440852302997241	0.0196390419952392	-0.00902119790920267	-0.327902302756361	-0.996270208058875	-2.42912216463821	-1.24233046588865	-1.26629750447971	-1.75643976175794	-1.69856973653729	-0.93689358800354	-1.48444939898781	-2.08909217026879	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	1	-1	1	1	-1	-1	1	-1	1	1	1	-1	-1	1	1	-1	1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	1	-1	1	1	1	-1	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	-1	1	1	1	-1	1	1	1	-1	-1	1	0	0.668169675090253	NA	1 
278000	-265.973960174459	-0.099669338496507	-0.895812218977386	0.241300528836441	0.740816512168387	0.394574155751616	0.0800481034955002	-116.741457033281	-0.438099271841937	-0.542721439464477	0.0286095941415447	0.205942291850079	-0.258874527996008	-0.0421072984208063	0.409430635225289	-0.160137600154327	-0.122213068214718	-0.154574106489515	-0.0856307313392068	-0.244250904370858	0.255939011326709	0.273578519551642	0.837421198467598	-0.117025703190062	-0.452504450680983	-0.537178434998976	-0.436003600182671	-0.479991932118515	-0.248127440772936	-0.295963424424517	-0.0919805557597455	0.0248183300747368	-0.202315667141464	-1.1270847431353	-1.58240294611291	-0.423253515686907	-0.338931833136098	-1.14183568688369	-1.16661779955394	-0.0179925611800778	-1.30226309655515	-1.0940070555092	-1.10875807519342	-1.54913406381311	-1.39113129144337	0.425270488172695	0.46008816675579	0.328128594089765	-0.332025456913307	-1.01639365952233	-2.88783667978459	-1.25039970485505	-1.26994545844687	-1.28467017537528	-1.6519711756849	-0.463302009591797	-1.09193272802596	-2.06586357214708	1	1	1	-1	-1	1	-1	1	1	-1	1	1	1	1	1	1	1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	1	-1	1	-1	1	1	1	-1	1	-1	1	1	-1	1	1	1	1	1	-1	1	-1	-1	1	-1	1	1	1	1	0	0.668201438848921	sig2_m	1 
279000	-250.945107635857	-0.170679221905424	-1.40963083681798	0.297217234587301	0.602233973867262	0.421924258284271	0.0725495142815626	-105.511830870431	-0.444602060465137	-0.513767006075598	-0.232277179681265	0.0295018509718685	-0.16798586520911	0.202691908938496	0.540412718187671	-0.101497890394954	-0.0735334213094284	-0.117182865842155	-0.0856271160504891	-0.244088066746397	0.584589574801985	0.544022274105819	1.02083296977078	-0.116919531158419	-0.489529918674606	-0.545828197172542	-0.441159879868072	-0.427466937073557	-0.192798496687007	-0.206557202337662	0.0221223368609933	-0.00393242165454319	-0.242419220464677	-2.08764981435726	-2.07627159878712	-1.00475095880024	-0.698716983897533	-1.38255725304482	-1.69239610545138	-0.685680051206198	-1.82507930999096	-1.70900278976406	-1.76897873936853	-1.79703526331572	-1.64052569720771	-0.0663883680609769	-0.0343673707340605	-0.127583288149331	-0.575314004743001	-1.48737202477737	-2.9191814961444	-1.67475750979247	-1.49927699280027	-2.18193844010794	-2.13334617920244	-0.955312966129074	-1.54836075735076	-2.29140770498933	1	1	1	-1	-1	1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	1	-1	1	1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	1	1	-1	1	-1	-1	1	1	1	1	-1	-1	1	-1	-1	1	1	1	1	-1	1	-1	-1	1	0	0	0.668283154121864	sig2_m	1 
280000	-226.322135928146	-0.110553249375518	-0.899159127708019	0.192352877664384	0.547078034840526	0.39198308586143	0.0725466496287837	-79.4167074347009	-0.51948078342242	-0.555830236096068	-0.243912503969313	0.0459748300346095	-0.23436843999209	0.0660200667946713	0.820081676981746	-0.0298414140329752	-0.0174272191863079	-0.0157253964223743	-0.00343330725527634	-0.307913113825638	0.834602602608435	0.783640321080002	1.00721731128261	0.097069858613167	-0.496281217807416	-0.522988151041685	-0.410969157397108	-0.436808479721486	-0.254765508305872	-0.277518044888563	0.123429858375203	0.0248346954167836	-0.205559068805923	-1.22653928898855	-1.60175288263362	-0.663914405351952	-0.475394959413276	-1.1387529669593	-1.17018990806536	-0.0330284134122688	-1.30518822411317	-1.09781453592224	-1.11407371345481	-1.55133619143598	-1.39304689862793	0.39924459503333	0.429473477012437	-0.00907060693771587	-0.328146270719156	-1.44294473795306	-2.43491938745607	-1.382825024161	-1.26654286911008	-1.71871005214604	-1.657220517965	-0.463634716644741	-1.09360966784437	-2.09115948492706	1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	-1	1	-1	1	1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	-1	1	1	-1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	0	0.668467857142857	sig2_m	1 
281000	-233.294701890893	-0.158643312006981	-1.26394192556395	0.255185966556896	0.650002291309649	0.403303577201441	0.0970740764401844	-84.783388315261	-0.406240947629397	-0.431126584871385	0.0650726186596017	0.228134585187331	-0.166366136774917	0.345085379515493	0.773900320870458	-0.0404793669766728	-0.0214349970522283	-0.0686405049188194	-0.00364233728724855	-0.307646239047278	0.735132400246431	0.792867852715047	1.00443975258905	0.0963860228171111	-0.495038778455178	-0.523467322298241	-0.485811394189493	-0.478821670488426	-0.180154357001112	-0.176748719597934	-0.0966759854829725	0.0265947233440986	-0.20160667933804	-1.18975747983034	-1.57783918996839	-0.559887672417341	-0.31471978773966	-1.13784393495692	-1.17303811487389	-0.0893986852176628	-1.50857272718629	-1.063430593522	-1.42452963914413	-1.54200117212831	-1.38382311086882	0.413978847276932	0.445398120359796	-0.00693649300037636	-0.322377282580122	-1.44142266740767	-2.41507586894334	-1.37620079144036	-1.26098925071482	-1.69967692484816	-1.63855130276228	-0.447373180820476	-1.07774300023489	-2.06937883681297	1	-1	-1	1	1	1	1	1	1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	-1	1	-1	-1	-1	1	-1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	0	0.668580071174377	I_nu	1 
282000	-240.12047943221	-0.171720815478793	-1.40929781607944	0.249091445435774	0.608147656032818	0.37636211338453	0.0857802376523605	-95.0985300270184	-0.448802525945861	-0.515450179406742	-0.237447423731931	0.0231251083503834	-0.197212154189208	0.0819671449464351	0.54185859063607	-0.0883114381793251	-0.025189678639988	-0.0528285860491719	-0.0036642037521085	-0.307618278110518	0.578270186281684	0.536908926527635	0.931557649752065	0.0963145809387633	-0.490002629116017	-0.538362420667974	-0.407487820115611	-0.4305681205413	-0.204659551893492	-0.208670044398659	0.00617259639544437	-0.0289376133689271	-0.245314535279667	-2.0896614915478	-2.07713583343902	-1.00000350951255	-0.691907753483071	-1.38207766123805	-1.69254601592273	-0.684520437308656	-1.82562278208393	-1.70936653210295	-1.76926584918712	-1.7973022800203	-1.64057826533508	-0.0653470602897658	-0.0337773582110446	-0.126591288734711	-0.57396899861329	-1.4873816254553	-2.92045427235569	-1.67595694729316	-1.49913328552907	-2.18519783542966	-2.13528174187121	-0.954764814412711	-1.54928206531581	-2.30071988887033	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	-1	1	1	1	-1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	0	0	0.66877304964539	sig2_m	1 
283000	-250.687540354086	-0.137692456172992	-1.41008689334571	0.261471701799896	0.700010658730754	0.376293861321174	0.0995191482105284	-104.63955763951	-0.432211705202276	-0.490647072612321	-0.236483567962907	0.0215556788122022	-0.197885226087089	0.0789058984038516	0.529220212987761	-0.0861155002560191	-0.0169002010572592	-0.0417865250406642	-0.00366318869281033	-0.244196602422685	0.558443743816026	0.566245053612904	1.02224651707469	-0.116990245682037	-0.490068940937627	-0.539543075370448	-0.447557031286653	-0.430595148189674	-0.204312425821892	-0.208423538261802	0.00685374028263579	1.57495056008582e-05	-0.201225383221672	-2.08488768286172	-2.07507668240238	-1.01117753876134	-0.707937207127691	-1.38321366504826	-1.69218962441715	-0.68727748755682	-1.82433217105528	-1.7085023356558	-1.76858335241432	-1.79666752761689	-1.64045320959439	-0.0678237899248588	-0.0351809248397723	-0.128949839729015	-0.577164398367171	-1.48735902401242	-2.9174292268404	-1.67313293089968	-1.49947257049418	-2.17748188056394	-2.13069481485718	-0.956069094833357	-1.54713026187027	-2.27891370610582	1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	-1	-1	1	1	1	-1	-1	1	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	1	1	-1	1	-1	1	1	-1	-1	1	-1	1	-1	1	-1	1	1	1	-1	1	1	1	1	0	0	0.668932862190813	NA	1 
284000	-264.419413552058	-0.149691678326086	-1.32279416081839	0.44334994502366	0.617303382069805	0.356273475086782	0.139731124949175	-114.370577031804	-0.461620029992135	-0.507919042431874	-0.127865478405336	0.222065676630933	-0.208779393472568	0.10416373610962	1.03134900978271	-0.150041262830084	-0.113621798750481	-0.148007391487571	-0.0856173422294853	-0.243645883124877	0.979875474312389	0.766985204533749	0.89201294346658	0.09436871467538	-0.487764462271108	-0.532764440878163	-0.372265499467241	-0.415244760425318	-0.234292495117626	-0.244852537612311	0.0085492631363777	-0.0230681711233942	-0.231502706691323	-1.69034236271065	-2.03170081235337	-0.723348854174784	-0.521039729252842	-1.20143912902116	-1.36932697612422	0.142654843825674	-1.36536874568744	-1.16842763995144	-1.18930666047068	-1.57949303426888	-1.42150721438435	0.73605319276261	0.401139711746526	0.274899822462766	-0.358546977703098	-1.46652895736225	-2.89763890815364	-1.41891744669336	-1.29512707079368	-2.11980620844013	-2.0930130454916	-0.939630927436862	-1.49142441767711	-2.10598679105221	1	1	1	-1	-1	1	1	1	1	1	1	-1	1	-1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1	1	-1	1	1	-1	-1	-1	1	1	1	-1	-1	-1	1	0	0.669031690140845	NA	1 
285000	-246.738618553013	-0.16992773503009	-1.41035214648317	0.34442060023081	0.740765999909492	0.328019658429548	0.132262914141174	-99.4817772165694	-0.444862087090065	-0.504864870819668	-0.117502619203287	0.0161582609611875	-0.205187236723289	0.198352191976582	0.529766911676167	-0.0809686637800611	-0.0396268416934031	-0.0499449823180536	-0.003937341364896	-0.243944966294552	0.559529476345005	0.568405842403346	1.0537296805365	0.0954236788083485	-0.511007731275043	-0.537642875946765	-0.432849493591599	-0.4234215110382	-0.235512510220241	-0.24381898930451	0.0222215244372044	-0.000478912106932989	-0.196415739261055	-2.08327742559976	-2.0743757001043	-1.01487605179291	-0.713244868944119	-1.38359524150804	-1.69206889872517	-0.688211595218321	-1.82389609489384	-1.70821002648015	-1.76835221416143	-1.79645254342102	-1.64041078339517	-0.0686636762359103	-0.0356570731117548	-0.129748946720466	-0.578245122964117	-1.48735154162452	-2.91640513221008	-1.67219749367095	-1.49958567430903	-2.17489368616327	-2.12915239901961	-0.956511766563636	-1.54643074442832	-2.27178095004279	-1	-1	1	-1	1	-1	-1	1	1	1	-1	-1	1	1	1	1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	-1	0	0	0.669129824561403	NA	1 
286000	-243.538077207324	-0.166433010262627	-1.40896872039224	0.323047188357454	0.530582651635633	0.351108400598169	0.113529122197068	-98.5631677850658	-0.410107092492387	-0.471306767199815	0.0321037119727441	0.255430939460897	-0.206432302800865	0.19324808145903	0.507516746541593	-0.0953860716322753	-0.0922630033379329	-0.12021755175084	-0.0856244860456277	-0.307302373468563	0.53089975740499	0.536378222765602	0.929991627854355	0.0955101081358378	-0.511264683518581	-0.538820670572309	-0.461385382144883	-0.47080791994013	-0.193136099491962	-0.207486503530188	0.00609434279897999	-0.0251674276931827	-0.196865332956607	-2.09164494674658	-2.07798291006352	-0.995266155439091	-0.685114610640704	-1.38160351606917	-1.69269344297425	-0.683380177046918	-1.82615809558607	-1.70972457506104	-1.76954824144842	-1.79756489772384	-1.64062991345302	-0.064323700083239	-0.0331976534851193	-0.125615850782524	-0.572644987082537	-1.48739120067894	-2.92170645128588	-1.6771532804714	-1.49899053010818	-2.18842294153279	-2.13719400302552	-0.954226446590369	-1.55021192210081	-2.31008320424377	-1	1	-1	1	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	1	-1	1	1	-1	1	1	-1	1	1	-1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	-1	-1	1	1	-1	1	1	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	1	1	1	1	0	0	0.669241258741259	I_omega	1 
287000	-246.080770627527	-0.173615154943641	-1.40965450895866	0.191775328540247	0.634041126328522	0.334762150743045	0.101351711642928	-101.352148351683	-0.454632427788345	-0.518744001586584	-0.247064430651761	0.0221956416616462	-0.207187024952882	0.201882106218331	0.524077817611874	-0.0899324604800892	-0.0309225158253636	-0.0606270713647985	-0.0034313808489078	-0.30791556983905	0.549807559506526	0.555909884028966	0.899212599409516	-0.117129001532179	-0.51513545784048	-0.546983996840562	-0.419726595116422	-0.436861336245213	-0.196882792424612	-0.209782420225961	0.00634464051990553	-0.0288923827944647	-0.251356179046815	-2.08750664646841	-2.07620989799708	-1.0050866581114	-0.699198536786475	-1.38259133554118	-1.69238542155583	-0.685762700587685	-1.82504061062157	-1.70897687920802	-1.76895827902843	-1.79701623441866	-1.64052194883536	-0.0664626077066008	-0.0344094408938621	-0.127653991392173	-0.575409810855938	-1.48737134575995	-2.91909080616777	-1.67467267434561	-1.49928717924157	-2.18170691529043	-2.13320857604811	-0.955352058808899	-1.54829600751328	-2.29075189749892	1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	1	-1	-1	1	-1	1	-1	1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	-1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	1	-1	1	-1	1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	1	-1	-1	1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	0	0	0.669303135888502	nu	1 
