iter	posterior	log.lik	prior.mean	prior.logvar	mean.sigma_sq	mean.root	mean_Certhidea_olivacea	mean_Platyspiza_crassirostris	mean_Pinaroloxias_inornata	mean_Geospiza_fuliginosa	mean_Geospiza_difficilis	mean_Geospiza_conirostris	mean_Geospiza_magnirostris	mean_Geospiza_scandens	mean_Geospiza_fortis	mean_Camarhynchus_heliobates	mean_Camarhynchus_pauper	mean_Camarhynchus_pallidus	mean_Camarhynchus_parvulus	mean_Camarhynchus_psittacula	logvar.sigma_sq	logvar.root	logvar_Certhidea_olivacea	logvar_Platyspiza_crassirostris	logvar_Pinaroloxias_inornata	logvar_Geospiza_fuliginosa	logvar_Geospiza_difficilis	logvar_Geospiza_conirostris	logvar_Geospiza_magnirostris	logvar_Geospiza_scandens	logvar_Geospiza_fortis	logvar_Camarhynchus_heliobates	logvar_Camarhynchus_pauper	logvar_Camarhynchus_pallidus	logvar_Camarhynchus_parvulus	logvar_Camarhynchus_psittacula	acc	temperature 
1000	-409.736199891402	-345.934327380158	-32.4410200393652	-21.8312479687347	2.74942867810159	5.14504297699247	3.47435907429402	6.74444444444444	4.16	5.80625	6.53877551020408	9.0125	12.69375	6.95882352941176	8.7625	5.1	5.175	5.2	4.37612102422454	5.88854695484695	0.807247030148973	-1.58331271788285	-1.73119437979741	-0.733390638760911	-3.41124771751565	-0.430847020711214	-0.849527450303695	0.596544499168528	1.20495981706856	0.477831368283362	0.244644082760212	-3.40119738166216	-2.21487951257494	-0.809680996815897	-1.32170095644748	-1.72863220131902	0.4	1 
2000	-411.925348781538	-349.507157210773	-31.4018507404418	-21.4497897163315	3.05441526063756	4.79353937666547	3.47435907429402	7.08289415980297	4.16	5.60271361939308	6.53877551020408	9.0125	12.1439653125623	6.95882352941176	8.7625	5.1	5.28116881555117	5.2	4.37612102422454	5.88854695484695	0.491097802120439	-0.321107719185237	-1.73119437979741	-0.921972973609921	-3.41124771751565	-0.584718677542339	-0.849527450303695	0.596544499168528	0.994159843573501	0.477831368283362	0.244644082760212	-3.40119738166216	-1.54276947842311	-0.809680996815897	-1.32170095644748	-1.72863220131902	0.43	1 
3000	-412.640436248056	-350.501461987581	-30.6500761045754	-22.038113880304	2.10343075176994	4.82200911985417	3.47435907429402	6.58058284603527	4.22055993583924	5.60271361939308	6.53877551020408	9.0125	12.0008912542772	6.95882352941176	8.52496585706154	5.1	5.28116881555117	4.93683999797434	4.40875150332441	5.74274455567054	1.06270244716164	-3.25560066411326	-1.73119437979741	-1.03156235010813	-2.99765522801004	-0.584718677542339	-0.849527450303695	0.596544499168528	0.95479120406914	0.477831368283362	0.253075022724699	-3.40119738166216	-1.54276947842311	-1.44792232444305	-1.38752984868907	-1.73980348269729	0.431	1 
4000	-421.099536712211	-357.228134041208	-31.0257450165173	-23.3387889241226	2.45515114463767	2.4756916664273	3.72662172862282	6.58058284603527	4.22055993583924	5.60271361939308	6.53877551020408	9.0125	12.0008912542772	7.53308225651662	8.52496585706154	5.21059435155052	5.4061925328129	5.37021561905529	4.12978763601844	5.45450640497635	1.07400199508014	-4.43528698240963	-1.63136040632776	-1.03156235010813	-2.99765522801004	-0.584718677542339	-0.849527450303695	0.596544499168528	0.95479120406914	0.587218216580456	0.253075022724699	-3.00904673897345	-1.23490370624911	-0.510317917371494	-1.03329400673871	-0.839699775016925	0.43325	1 
5000	-416.554940801522	-355.803845229975	-31.0343245067022	-20.1513233955346	3.04779381086242	5.66751858194426	3.72662172862282	6.58058284603527	4.22055993583924	5.60271361939308	6.53877551020408	9.0125	12.0008912542772	7.1991367730379	8.65873579446262	5.21059435155052	5.4061925328129	5.37021561905529	4.12978763601844	5.88696261501857	0.510033172619969	-2.15240663756476	-1.63136040632776	-1.03156235010813	-2.99765522801004	-0.584718677542339	-0.849527450303695	0.596544499168528	0.95479120406914	0.909673432591614	0.356105762527421	-3.00904673897345	-1.23490370624911	-0.510317917371494	-1.03329400673871	-1.01947618625189	0.4312	1 
6000	-421.602041935943	-358.615197378284	-31.198481436077	-22.1617802188293	3.16339770743807	6.79595106713136	3.52971654090401	6.68309980723351	4.12261987374095	5.93400253153119	6.53877551020408	8.88850621658299	11.705854035215	6.4340250418654	8.80369909891243	5.21059435155052	5.56082988543231	5.64816252274052	4.16407865190935	5.43272332060747	1.10551534044389	-0.27472817288481	-2.0609861126728	-1.41094631899944	-2.98542508989252	-0.15412087875803	-0.849527450303695	0.492651759354398	1.15906289449561	0.640784420429228	0.608975078565812	-3.00904673897345	-1.83104655460686	-1.19165323625182	-1.04345099432561	-1.34146354794891	0.432	1 
7000	-429.273963909787	-361.115160466808	-35.2329026142731	-23.3312529420889	3.04663840369614	9.72646777108164	3.52971654090401	7.12303438899385	4.31900175794681	5.44945942030551	6.53877551020408	8.53905642143209	12.9771224564788	7.24148579560071	9.10675636693735	5.21059435155052	5.29309746136983	4.74747628627722	4.06818422455853	5.66914367066956	0.987197010965479	0.837195191024941	-2.0609861126728	0.207948703898676	-2.49607705696378	-0.381010826552528	-0.849527450303695	1.17623564730436	0.669610878815803	-0.0643911521242523	0.198668527990982	-3.00904673897345	-2.38157760780625	-0.396177841211945	-0.644926400342494	-1.47954491864016	0.433	1 
8000	-428.953140884505	-362.294288961447	-33.5504093247447	-23.4612156907306	3.35325032760895	0.122665012012564	3.52971654090401	6.51005031272484	4.31900175794681	5.44945942030551	6.53877551020408	8.96341766575763	12.3264902220267	7.07305770902654	9.01152561186457	5.03305377029334	5.29309746136983	5.89411852358185	4.31378463430804	5.76961518500465	0.995728189571395	-1.85711087721744	-2.0609861126728	-0.286192842470442	-2.49607705696378	-0.381010826552528	-0.849527450303695	1.85380010949945	1.22804205116284	-0.148696797726134	0.00575445646723885	-3.23250881394395	-2.38157760780625	-0.415335424416217	-0.648345525656766	-1.01344471569615	0.434	1 
9000	-430.012745246191	-364.226489431359	-32.4124854809178	-23.5737137803807	4.21704397250609	5.50120695629712	3.62621989679912	7.10326692584083	4.09486648942829	5.19622420793878	6.53877551020408	8.93544551357764	11.990919644186	6.24724701608653	8.93624940306933	5.03305377029334	5.12934813709671	4.98062876843501	4.17111120236387	5.52912228730129	1.02533517336162	-1.71222885694068	-1.49375426654244	-0.381990279730518	-2.15731526294381	-0.319438535805965	-0.849527450303695	1.70124640958572	1.82906607254753	0.612301154535171	0.676886296121043	-3.23250881394395	-2.6720351695453	-0.625542510846625	-1.9579371839364	-0.983541358670238	0.435555555555556	1 
10000	-422.79133551248	-355.227002202116	-34.0179702712456	-23.5743170476272	5.27403241183335	4.64903974813113	3.1399380087894	6.36271590204016	4.14986312788281	5.82563886215715	6.53877551020408	9.13654836973418	13.1024846588967	6.76210025489567	8.93624940306933	4.99734180791284	5.23737912654497	5.62073982835973	4.4453623736564	5.67893005052536	0.841080767864535	1.94363346655519	-1.29793403612854	0.262415300416741	-2.75950943880376	-0.657335016293613	-0.849527450303695	1.02763629576149	1.28123225716763	0.849764485621904	0.676886296121043	-3.05456913199893	-2.31171726688819	-1.13422844856245	-1.77792644774962	-1.66084449356657	0.4389	1 
