iter	posterior	log.lik	prior.mean	prior.logvar	mean.sigma_sq	mean.root	mean_Certhidea_olivacea	mean_Platyspiza_crassirostris	mean_Pinaroloxias_inornata	mean_Geospiza_fuliginosa	mean_Geospiza_difficilis	mean_Geospiza_conirostris	mean_Geospiza_magnirostris	mean_Geospiza_scandens	mean_Geospiza_fortis	mean_Camarhynchus_heliobates	mean_Camarhynchus_pauper	mean_Camarhynchus_pallidus	mean_Camarhynchus_parvulus	mean_Camarhynchus_psittacula	logvar.alpha	logvar.sigma_sq	logvar.theta	logvar_Certhidea_olivacea	logvar_Platyspiza_crassirostris	logvar_Pinaroloxias_inornata	logvar_Geospiza_fuliginosa	logvar_Geospiza_difficilis	logvar_Geospiza_conirostris	logvar_Geospiza_magnirostris	logvar_Geospiza_scandens	logvar_Geospiza_fortis	logvar_Camarhynchus_heliobates	logvar_Camarhynchus_pauper	logvar_Camarhynchus_pallidus	logvar_Camarhynchus_parvulus	logvar_Camarhynchus_psittacula	acc	temperature 
21000	-427.436981317958	-354.277495462699	-33.9791661495401	-24.0638828031852	3.83086384515468	9.14034950347534	3.29770469481799	6.74997004873785	4.17710964940623	5.86281089271637	6.54513911972076	9.4566939586284	13.1694016057329	6.98018800076096	8.44260189424103	5.11701450433881	4.929800306302	5.07600502044262	4.49162828537467	5.57566943588194	1.38958714893906e-16	1.13942213241193	-5.06932983857581	-1.88648254926379	-1.23954899265029	-3.85005982208287	-0.858505890731473	-0.982167571186043	0.671238942833255	1.43564539710584	0.590890397315113	0.00342443387273828	-2.7159888446655	-1.67743261974912	-0.223213668273971	-0.837536878958772	-2.05080149763831	0.400142857142857	1 
22000	-427.381523820771	-354.47318641027	-31.6113415694805	-26.2366612116201	2.71294826699808	4.33946184105604	3.43351643931735	6.74997004873785	4.17710964940623	5.86281089271637	6.54513911972076	9.4566939586284	12.5144622909806	6.98018800076096	8.27772695053574	5.29714296575477	5.10278059280591	5.07748440515989	4.09322234484094	5.72768456895805	1.19598045580152e-16	2.01410609854196	-3.95085537487265	-1.6858339872736	-1.23954899265029	-3.85005982208287	-0.858505890731473	-0.982167571186043	0.671238942833255	1.38011826158416	0.590890397315113	0.672935541814101	-2.17210934983401	-1.189611099142	0.0952636761500974	-1.58478393207812	-1.67552570477581	0.4	1 
23000	-427.11721583649	-353.899271270267	-33.3225146072582	-24.5286524941533	5.11103877169417	6.84828003722225	3.43351643931735	6.86497185707741	4.17710964940623	5.94056873563042	6.54513911972076	8.99844956140218	12.7257449240196	7.25243941662404	8.8031418752283	5.29893432814194	5.26163471035691	5.5903464166819	4.80286004101064	5.72768456895805	1.02742609929878e-16	1.07505782299225	-5.77325373456672	-1.6858339872736	-0.903165169568266	-3.85005982208287	-0.272982051166311	-0.982167571186043	0.320455104711094	1.33433954234472	0.513707535879604	0.0892794744337679	-2.59220539686482	-1.89293480301991	0.0343929880161597	-1.16488554432025	-1.67552570477581	0.400086956521739	1 
24000	-427.967014586535	-353.899271270267	-32.4921778977942	-26.3234039407326	3.91585086424014	4.77283688889235	3.43351643931735	6.86497185707741	4.17710964940623	5.94056873563042	6.54513911972076	8.99844956140218	12.7257449240196	7.25243941662404	8.8031418752283	5.29893432814194	5.26163471035691	5.5903464166819	4.80286004101064	5.72768456895805	2.7747509548662e-17	0.681588692011403	-6.62824241521813	-1.6858339872736	-0.903165169568266	-3.85005982208287	-0.272982051166311	-0.982167571186043	0.320455104711094	1.33433954234472	0.513707535879604	0.0892794744337679	-2.59220539686482	-1.89293480301991	0.0343929880161597	-1.16488554432025	-1.67552570477581	0.399083333333333	1 
25000	-428.64099966932	-354.092719329494	-33.6165011204074	-25.4079724042299	5.47559891981301	6.01560273065743	3.43351643931735	6.84804821991153	4.2283765873384	5.93580768056456	6.54513911972076	8.99844956140218	12.7257449240196	7.14784040892419	8.57446066564095	5.29893432814194	5.30643300410669	5.20603952713192	4.39977723394551	6.05695482890573	2.82143224216566e-17	0.53444309897648	0.407298130038872	-1.6858339872736	-0.359513240821359	-3.75572698458251	-0.767502966201312	-0.982167571186043	0.320455104711094	1.33433954234472	0.258913427208006	-0.164109712301374	-2.59220539686482	-2.07246447055525	-0.437909687540429	-1.1022517149493	-1.48698821937963	0.39732	1 
26000	-427.176991468402	-351.46370310314	-35.0990968061044	-24.9061957818635	6.76208230696119	3.93825771970306	3.43351643931735	6.55779356105211	4.15264094159116	5.93580768056456	6.59588933404046	9.34706948734119	13.5759017390058	7.14244785719202	8.57446066564095	5.21826931119536	5.27063268475539	5.25645407173913	4.32943151011427	5.73253466877544	6.40281981516268e-17	0.99484880314767	0.295216856307952	-1.6858339872736	-0.653089110918708	-3.73485829076628	-0.767502966201312	-0.736672653929134	0.595111536180452	1.23631792570171	0.46979610425071	-0.164109712301374	-3.18026812312539	-2.32291717789531	-0.627084182095843	-1.65852429502561	-1.88511869283817	0.395230769230769	1 
27000	-422.599078915814	-350.280228446113	-34.3429730724995	-22.4980653935713	6.06542778780325	0.608603370764801	3.43351643931735	6.55779356105211	4.15264094159116	5.55670428091267	6.59588933404046	9.34706948734119	12.6138453452254	7.14244785719202	8.57446066564095	5.21826931119536	5.27063268475539	5.25645407173913	4.43589610014706	5.73253466877544	1.36329250669785e-16	0.655499953756308	0.340205770479273	-1.6858339872736	-0.653089110918708	-3.73485829076628	-0.491400519372969	-0.736672653929134	0.595111536180452	0.985919622175167	0.46979610425071	-0.164109712301374	-3.18026812312539	-2.32291717789531	-0.627084182095843	-1.80988321726755	-1.88511869283817	0.395444444444444	1 
28000	-430.252628349913	-356.132020438847	-34.4026524846562	-24.6521947784825	3.28382403141894	4.03865199722326	3.43351643931735	6.6420277186808	4.20234822758083	6.17199423596381	6.51405614383961	9.61125627882936	13.8006325099572	7.14244785719202	8.95093332719893	4.93468360827828	5.27063268475539	5.25645407173913	4.26291444767342	6.01613741443592	8.33241672955421e-17	1.0679134032181	0.942361439079355	-1.6858339872736	-1.02049770653726	-3.72263436566608	-0.579593252912073	-0.742705978983443	0.780940508048194	1.463766497549	0.46979610425071	0.394882707026481	-2.48660244934338	-2.32291717789531	-0.627084182095843	-2.37159925440019	-1.81339218350059	0.395357142857143	1 
29000	-425.397210760391	-354.289846266444	-32.3694293709577	-23.7259875720728	2.92951705573265	4.86337705962202	3.43351643931735	6.6420277186808	3.9919526454699	6.17199423596381	6.51405614383961	9.32935048340672	12.811844481739	7.14244785719202	8.62535527667203	4.93468360827828	5.27063268475539	5.29412167115279	4.26291444767342	6.01613741443592	6.40493246565027e-17	0.85100462140872	0.854061134024788	-1.6858339872736	-1.02049770653726	-3.32736199245813	-0.579593252912073	-0.742705978983443	0.585737578233476	1.40726004701337	0.46979610425071	0.100124406461721	-2.48660244934338	-2.32291717789531	-0.793195914295027	-2.37159925440019	-1.81339218350059	0.394103448275862	1 
30000	-426.309635921099	-355.384856927643	-33.858979147741	-21.8094114224191	4.63287262188616	4.19900750283218	3.52209909078543	6.37735167079973	4.02383830940146	5.71824650785064	6.51405614383961	9.32935048340672	13.3709676774038	7.14244785719202	8.55397344194665	4.93468360827828	5.27063268475539	5.29412167115279	4.26291444767342	5.63540723284854	1.02871549314486e-16	0.813243512816294	1.65492433791544	-1.59289298091731	-0.500520886031714	-2.61953982191911	-1.16521630136015	-0.742705978983443	0.585737578233476	0.92792795577806	0.46979610425071	0.13403329853599	-2.48660244934338	-2.32291717789531	-0.793195914295027	-2.37159925440019	-1.57678647900163	0.393466666666667	1 
