iter	posterior	m_root	logX_root	sigma^2_m	sigma^2_logX	nu	omega	log.lik	m_anc_n30	m_anc_n31	m_anc_n32	m_anc_n33	m_anc_n34	m_anc_n35	m_anc_n36	m_anc_n37	m_anc_n38	m_anc_n39	m_anc_n40	m_anc_n41	m_anc_n42	m_anc_n43	m_anc_n44	m_anc_n45	m_anc_n46	m_anc_n47	m_anc_n48	m_anc_n49	m_anc_n50	m_anc_n51	m_anc_n52	m_anc_n53	m_anc_n54	m_anc_n55	logX_anc_n30	logX_anc_n31	logX_anc_n32	logX_anc_n33	logX_anc_n34	logX_anc_n35	logX_anc_n36	logX_anc_n37	logX_anc_n38	logX_anc_n39	logX_anc_n40	logX_anc_n41	logX_anc_n42	logX_anc_n43	logX_anc_n44	logX_anc_n45	logX_anc_n46	logX_anc_n47	logX_anc_n48	logX_anc_n49	logX_anc_n50	logX_anc_n51	logX_anc_n52	logX_anc_n53	logX_anc_n54	logX_anc_n55	S_m1	S_m2	S_m3	S_m4	S_m5	S_m6	S_m7	S_m8	S_m9	S_m10	S_m11	S_m12	S_m13	S_m14	S_m15	S_m16	S_m17	S_m18	S_m19	S_m20	S_m21	S_m22	S_m23	S_m24	S_m25	S_m26	S_m27	S_m28	S_m30	S_m31	S_m32	S_m33	S_m34	S_m35	S_m36	S_m37	S_m38	S_m39	S_m40	S_m41	S_m42	S_m43	S_m44	S_m45	S_m46	S_m47	S_m48	S_m49	S_m50	S_m51	S_m52	S_m53	S_m54	S_m55	S_X1	S_X2	S_X3	S_X4	S_X5	S_X6	S_X7	S_X8	S_X9	S_X10	S_X11	S_X12	S_X13	S_X14	S_X15	S_X16	S_X17	S_X18	S_X19	S_X20	S_X21	S_X22	S_X23	S_X24	S_X25	S_X26	S_X27	S_X28	S_X30	S_X31	S_X32	S_X33	S_X34	S_X35	S_X36	S_X37	S_X38	S_X39	S_X40	S_X41	S_X42	S_X43	S_X44	S_X45	S_X46	S_X47	S_X48	S_X49	S_X50	S_X51	S_X52	S_X53	S_X54	S_X55	I_nu	I_omega	acc	update	temperature 
58300	-281.69800124546	-0.513235031942561	-0.329090070909425	0.740491122007371	1.70725564940832	0.745535312891006	0.0410093911108562	-134.460523302258	-0.281634684609751	-0.3020462392077	-0.441495310023062	-0.555848399861564	0.466198307346444	0.511730664390365	0.836866289236925	-0.349898120884817	-0.296879614868542	-0.0860450765353544	0.200973695264303	0.544720982188142	-0.0315594694754403	0.427099646742515	0.291588076116409	0.244473093539002	-0.22444433712754	-0.199436197229675	-0.341040640280444	-0.13357198651559	-0.337021060535014	0.26800961502292	0.423672133272434	-0.0241275867324566	0.668372994515018	0.572208152581989	-3.56004254198831	-2.43382148660158	-2.74587421506895	-3.12954133954516	-3.16680848831903	-2.21059029589093	-3.56987410417746	-1.79876899988825	-1.24415205429078	-1.93806536206541	-1.51040734069018	-1.16504048765494	-2.03021414377682	-0.870902742183502	-0.796542415190438	-1.64330871045791	-2.12604284746606	-1.35600896086812	-2.40409666070779	-2.28432395120594	-0.243192553262187	-1.52185090309662	-2.68978611523443	-1.27138390701927	-1.83689201454902	-2.77132017023683	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	1	-1	1	1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	1	-1	-1	0	0	0.696192109777015	sig2_logX	1 
58400	-315.131872690897	-0.670247740077177	-0.915200465996669	0.662801433447749	1.70474376848898	0.75413349780254	0.0458486793912017	-168.461014194093	-0.420687929138266	-0.775982774984011	0.0754090912333753	0.235566117700085	0.694459051460015	0.0208515065350409	0.481912444947892	0.624633547065162	0.390058635441024	0.240077005662392	0.470305840228085	0.206488454526308	0.116432548800063	0.304746829282572	0.330473772350744	0.342478528348355	0.170792058241812	0.0358335700642322	-0.484265997638987	-0.23423137424434	-0.0926724493364074	-0.262564432802361	-1.08200402507154	0.870017728382275	0.840874732493919	-0.69250938556622	-2.02231414910639	-2.4489644105283	-1.83148636448707	-3.02646685321232	-3.46451689805292	-1.42299630916443	-1.58485279985903	-0.867085416590555	-0.500481609190938	-1.12814432606669	-1.56161426173971	-1.52849968569594	-2.05362537074729	-0.890696909905709	-0.978140829137533	-2.32544444773999	-1.71701531133676	-0.182364396791539	-3.73702892054704	-0.0971563846123218	-1.26178260488738	-1.57263396887755	-1.91389824381905	-1.32933406401177	-2.29425142158206	-2.17240308939228	1	-1	1	-1	1	-1	1	-1	-1	-1	-1	1	1	1	1	1	1	1	-1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	1	1	-1	1	1	-1	-1	1	-1	-1	1	1	1	-1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	-1	1	-1	-1	1	1	-1	1	1	1	1	-1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	-1	1	1	1	-1	1	0	0	0.696318493150685	I_omega	1 
58500	-294.376759342455	-1.32142969775084	-2.84760316794069	0.594554934999906	1.80995133682619	0.752273253388702	0.0415296951122583	-147.36485270194	0.215019050274645	0.0805282916718647	-0.443089662657345	0.101330950991261	0.11310582370745	0.493598954121495	-0.0520642906355565	-0.0046119239903612	-0.499509487001292	-0.362911936092523	-0.318226552382756	-0.440774769486814	-0.0789040927498876	0.700988281868913	0.748567880524384	0.428114105593453	-0.0174170764546893	0.125522470710212	-0.133704029412702	-0.262098696384515	-0.206308994241316	-0.71034114690575	-0.62645751540646	0.205173430296827	0.446353853057522	-0.0188968677602961	-2.04878054373518	-1.80261927091606	-1.31704510044162	-2.21705128009912	-0.694303807304801	-3.58579349186467	-1.92187934251434	-0.516234840764016	-1.72899374705075	-2.64738968286764	-2.3430833539727	-2.37135840142628	-2.16678045636509	-0.932208555856475	-0.7970021226004	-2.18001128853416	-1.77570560896682	-0.11766822432352	-2.79368852209601	-0.818322101666658	-2.70015658135765	-2.38096871421729	-2.40934980704326	-0.634747379081637	0.0500267753626917	-0.676684840307204	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	1	1	1	1	1	-1	1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	0	0	0.696307692307692	nu	1 
58600	-349.152721022596	0.54408868733578	-0.3272448315103	0.639119998784737	1.78444007449317	0.753204125696793	0.0397387648420409	-198.156820636295	-0.013822553097857	-0.160293387931539	0.587727457826209	0.362473567353663	0.891457929111547	1.06873067687019	0.192646923213359	0.690314463110735	-0.426589865115104	0.203630251528106	-0.360066869728284	-0.12321342877314	-0.0107325139505624	0.886594061731908	0.640231671245751	0.753666765682868	0.10123326266258	0.518769253206165	-0.026385108047971	-2.44673979170205	0.183241657131994	0.0688377827800082	-0.00835800213405555	0.230339849668184	0.286822429930478	-1.07664966192536	-1.89905591874955	-2.41694382645445	-0.618432647138207	-2.80134880125429	-2.81986813453049	-2.27042018911974	-3.22568412901754	0.241810313884758	-1.27449138564075	0.965321416969321	0.363436852224403	-0.898667267080897	-0.830127243073263	0.54668271366133	-0.0184826426940103	-1.87165976358452	-2.11445796154103	-0.516658005621101	-2.36675480344572	-2.64348138471175	-2.05294186298022	-1.65093821765143	-2.55902243709143	-0.909228453941623	-0.356659869122565	-4.6703626795743	1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	0	1	0.696348122866894	NA	1 
58700	-274.762517643891	0.102332283115945	-1.33922430523893	0.503242998826318	1.77988927031867	0.748858088043052	0.0513568240357564	-129.134037512839	-0.401241000589361	-0.467005013601532	-0.243777803909553	0.287929492092828	0.384417352006077	0.384841615601937	0.56595148901058	0.0184748350169919	-0.268613983272335	0.0919579235170327	-0.00598476867871028	0.269028818734132	-0.160088825951027	0.445503923934005	0.575864394379698	0.785422924423011	0.07442468925308	-0.630851897773784	-0.495829697784326	-0.688941923322401	0.318624314640468	-0.017863708834408	-0.454430724943505	-0.371844021621549	0.0224020790373226	-0.71956626860744	-0.883278661234944	-1.22217745826072	-1.74763659460106	-3.1965670254664	-0.722846941564391	-1.63991663027063	-2.69478286062335	-1.43201901481168	-1.27546285603399	-1.0849839870056	-0.909717794387947	-1.00276331567764	-2.29579750407125	-1.14402701494324	-1.05541267155823	-1.39416406400931	-1.84716707160717	-0.870357930145941	-2.81629980003112	-1.26739727334173	-0.53732608829659	-1.36547655934823	-2.49729247208822	-1.69146426754249	-1.81297231357479	-2.22192216685796	-1	1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	1	1	-1	1	-1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	1	1	-1	-1	1	1	-1	-1	-1	-1	1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	1	-1	1	1	1	1	1	-1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	-1	-1	-1	0	0	0.696507666098808	I_omega	1 
58800	-347.986411683138	0.219698059869168	0.291624685671359	0.493591416301207	1.90430481622926	0.74432696271222	0.06149950402556	-197.49491319498	-0.465973350914624	-0.310636734490624	0.352498947058252	0.0106457280566826	0.580133542884515	0.316313658149812	0.752347776334641	0.885819180625443	0.777760537368456	1.46542121379904	0.617430962636203	0.486359619753634	-0.101615780444479	1.09359901877251	0.648342242572683	0.722563033968826	-0.0409247658461007	0.258501033615172	-0.0141560308262344	0.657716148772471	-0.734024209476084	0.817236253876029	-0.190667584031303	0.336939925179404	0.985781365545139	0.0476216614022898	-1.09336668453473	-1.49741001070444	-1.39217441583321	-3.03163925984286	0.457966216133169	-1.65212031585994	-0.753406449828856	0.436120222997536	0.97204405448903	0.623764569809134	-0.63374162634466	-1.14123405956643	-1.63593329517429	0.0838630536986722	-0.41406798583816	-2.05078193602719	-2.03288599441488	-1.02861649675522	-2.26586790510263	1.38894251470256	-1.14464332028923	0.615384981178548	-0.819638383432516	-0.312469977457587	-2.48149191449598	-2.66252431157177	1	-1	1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	1	1	-1	-1	-1	-1	1	-1	-1	1	1	1	-1	-1	1	1	-1	1	1	-1	1	-1	1	-1	1	-1	1	1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1	1	-1	-1	1	-1	-1	1	1	-1	1	1	1	-1	-1	1	0	1	0.696581632653061	sig2_logX	1 
58900	-312.348989788912	0.345201190795941	-1.67795567103192	0.410945916664787	1.75495429484173	0.742230930496007	0.0603388378140517	-164.73321402502	-0.386674092544027	-0.119922475168897	0.235993407054872	0.439296405673474	-0.459685481528956	-0.205109746726549	-0.0980576713603249	-0.439248774061262	0.174042524371928	-0.0831787418449629	0.0763437583596277	0.188896828340961	0.129663159387889	-0.683655978321957	-0.422940445555828	0.137503025850334	-0.161150338723056	-0.0233136807080398	-0.284240623110984	-0.541367981961926	-0.103274849505645	0.705571443528683	0.268820007310103	-0.0405419397796379	-0.0751631847066518	0.0728396945937532	0.35123388492262	-0.689840597633314	-0.577016521013616	-2.06957015691186	-1.77616535820612	-1.45429293352062	0.0284529364188676	0.762466673086561	-0.219599816595774	-0.67160432402396	-1.01739422085361	-1.14841853852162	-1.08393107863332	0.749152082486276	0.92667353425272	-0.644342706162995	-0.757221330517071	-0.561896728101841	-2.59129107233826	0.249151373681754	-0.583519654158009	-0.719490565665565	-1.09569094317973	-0.00819077748879269	0.0072069822136695	-2.60782079174845	1	1	1	-1	-1	1	1	1	1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	1	1	1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1	1	1	-1	1	1	-1	-1	1	-1	-1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	0	0.69660441426146	I_nu	1 
59000	-352.338549545044	-0.134331034683715	0.177872265186576	0.586699781264179	1.77371263127308	0.732965548380743	0.0584960099193268	-202.433836270566	0.34678270427301	-0.129111998057414	0.506283463114812	0.791638899712413	0.921902791009538	-0.611673079066308	0.225475461215968	1.07731835223515	0.161042277176087	0.44309227070516	0.801224501332318	0.401295748269269	-0.119061127432324	0.422745075849935	0.10361219560971	0.432717191968548	-0.399440425526423	-0.085119746557931	-0.188461467079881	1.02666585492702	-0.532593009560029	-0.162764310100114	0.368036669240336	0.55843675973602	1.16979540882139	0.449472779878716	-0.344185486147526	-0.248764276709481	-0.312674703470953	-2.29341634615266	-0.916472561619092	-1.77417661501219	-1.73771168117136	1.11446422477766	-1.27714120309373	-1.20562196818697	-0.540213333814388	-1.6387715492268	-1.54141923616399	1.04895757426001	0.474846856306525	-1.93645210640311	-1.26136798124189	-0.858891190690757	-2.25755479800138	-0.80191191069072	-0.510414095901129	-1.60224709714984	-3.51572162434263	-0.943527663615169	0.0273980618215404	-4.92363261253815	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	1	1	-1	1	1	-1	1	1	1	-1	1	1	-1	1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	-1	1	-1	-1	1	1	-1	1	-1	1	1	-1	1	1	-1	1	1	-1	-1	1	-1	-1	1	1	-1	-1	1	1	-1	1	1	-1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	1	1	-1	1	1	-1	0	1	0.696576271186441	NA	1 
59100	-298.118227737824	-0.188968450187373	-0.632866370271452	0.512585013452918	1.84761256101075	0.731910514745395	0.0553601495386102	-151.612699867662	-0.399903454133267	-0.670630639912114	0.143404536655725	0.382124764891025	-0.415203766561818	-0.522410356030606	0.150106409050736	0.656612136935154	0.578997410341253	0.218698621214444	0.312929502362296	0.202712139953686	0.103888987467273	0.354615765137134	0.210843834711549	0.40455470477254	0.102003280727134	0.0040362840204135	-0.263568076262163	0.491162311777324	-0.24837498015124	1.13242243010793	0.842564708636214	0.42301556807793	0.734561971691264	-0.0143285126758509	-2.54442501563817	-3.03294902037044	-1.11123303120502	-1.69284855552157	0.782480792456359	-2.269698864991	-1.32653834833197	-2.05856168535077	-1.97483434252318	-1.96431676168999	-1.70940079958212	-1.61718152919029	-2.19597036983143	-1.27928611901964	-1.06395674630448	-1.56097845588734	-1.99029637878513	-0.0232213240485693	-3.16004972832637	-0.644250880790914	-0.561123168173782	-3.16832630059405	-3.92161961306711	-1.79627365129853	-2.09478566262238	-2.87032167080221	1	-1	-1	1	1	-1	-1	1	-1	-1	1	1	1	-1	-1	1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	1	1	1	-1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	1	1	-1	1	1	1	-1	-1	1	-1	1	1	1	1	1	1	-1	-1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	-1	-1	1	-1	0	0	0.696463620981387	sig2_logX	1 
59200	-306.010001303785	0.631435197093178	-1.1676879465488	0.60834917461034	1.86535622650291	0.738130054182839	0.0626124429237098	-158.012745662393	0.137753341936206	-0.367173300093148	0.112258750288048	-0.0688489277588523	-0.142868199116841	-0.0478290913804352	-0.516621234732903	0.629762298441759	-0.187821158376606	-0.256630848430097	0.146049582311441	0.16786177833096	0.0119331816576367	0.742581982987443	0.63458978353289	0.757652698151846	-0.475725230948647	-0.300654506596427	-0.119175050011043	-0.619239228626385	-0.988234369541469	-0.402432716897135	-0.0240636160539564	0.465317663845958	0.0912697994040773	-1.89017874621804	-1.54870972082767	-2.69897581464943	-2.0736392510757	-2.03427051576281	-3.86767360507467	-3.02089658116531	-3.23845817591251	-0.79795303483208	-2.72106020698455	-2.63465801931799	-1.79489632994633	-1.28463835330236	-2.28725963473272	-0.948133959484236	-0.171402389107723	-1.63248026014493	-1.19318153207694	-1.56960853458129	-2.74416782300879	-1.33803519167927	-0.0895871165844382	-2.01274841422976	-1.99119470024798	-1.67332148443133	-2.65073488649051	-3.1332755540961	-1	1	1	-1	-1	-1	1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	1	1	-1	1	1	-1	1	-1	1	-1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	1	-1	-1	-1	1	1	-1	1	-1	0	0	0.696537162162162	I_nu	1 
59300	-331.011279686617	0.541302522697854	-0.595638527788525	0.574732341640629	1.87833599101752	0.747364552817307	0.055509434787091	-183.444498370075	0.0808525043421126	-0.528044320030729	0.475475368871883	0.373636923123863	-0.303140178676215	0.0196499886497439	0.257372982917242	0.496985672147334	-0.247641569343654	-0.357650335537698	0.0572197532369717	0.0764731730060345	-0.0658162414006853	0.727510487974769	0.7987120636807	0.248006133671271	-0.496246898660742	0.176287908375206	-0.700482292695824	-0.483779253769981	0.00837457086882792	1.3826761970735	1.07822213779437	0.303596273323627	0.251991177416502	-0.000392972164206529	-2.05108518550852	-3.29438356374416	-0.951043738808005	-2.11172377524863	-0.716517533718974	-1.37004638106112	-1.69760856159991	-1.1372884335713	-3.3623885947234	-2.27619307543202	-1.72916169179778	-1.6503964667831	-2.16036423062001	-0.725802440676173	-1.02600670651511	-0.783340982694196	-1.77984551941117	-0.462116297141228	-3.81711812929901	0.197313830164111	-2.10749929291074	-2.35283037649845	-3.6597482257626	-1.67242639085199	-1.09721799803654	-0.548797685078277	-1	-1	1	-1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	1	1	-1	-1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	-1	1	-1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	1	1	1	-1	1	1	-1	-1	1	-1	-1	1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	0	0	0.696644182124789	NA	1 
59400	-352.163936776398	0.17417628885756	0.24706896330479	0.490895203244873	1.71174931738525	0.747844849161338	0.0567280073510484	-203.679653396687	0.121424169186731	-0.129602985638348	0.164433412605567	-0.110814711352098	0.0317988299907464	-0.792812426911805	-0.0660357182605591	0.877574890781121	-0.348099805098061	-0.553859287268096	-0.190218417137548	0.129710841241256	-0.0363719214808642	1.10143600831752	0.616782917636424	0.570272564060978	0.0551824696787892	-0.283670048623309	-0.258965275222208	-0.0432765406111211	-0.132608920254991	0.280484219498659	0.106125628175718	0.354165280374208	0.418982995107728	1.60517449543483	-1.93936913279862	-2.39017119688041	0.109773214749051	-1.46581087301753	-5.7105808001574	-3.11645455400095	-1.2563236378575	0.470042162500213	-1.67687909807844	-0.59648899752745	0.0420514249808103	-0.689941929441791	-1.14764450830448	0.637790809621023	-0.18112739499983	-0.896507552881543	-0.982095883606568	0.105939203006698	-1.91976418466787	1.97192787751315	0.425992831288327	-2.39076731751896	-2.67355643859736	-1.09277427433348	-0.286964448399994	-4.38845228059109	1	1	-1	1	-1	-1	1	1	1	1	1	-1	-1	1	-1	-1	1	1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	1	1	1	1	-1	1	1	-1	1	1	1	-1	-1	0	1	0.696801346801347	NA	1 
59500	-326.670889618627	0.10028092505666	-1.13121110057752	0.403638527798467	1.78159941700752	0.745254557651933	0.0653141760220752	-181.591405298264	-0.402052489742081	-0.190370860469385	0.351517233844087	0.636859154489317	-0.277567426104445	-0.301869105107699	0.176050456033334	0.323456331191663	0.632906954219505	0.432639090218414	0.0884562345130442	-0.055970718200596	0.107811073902997	0.240840933055771	0.252988669772126	1.08711565476468	-0.0997293305355976	0.496113789966927	-0.24033224512232	-1.30778010929888	-1.06876475687945	0.207976175673562	0.575900818938602	0.187607049803132	0.273365747543034	-1.55245276748042	-2.77826172189974	-2.35426604089562	-2.13283674209588	-3.18665315595589	-2.34963528889739	-2.33230850303763	-2.3794331823831	-1.82022401393803	-2.04950875953838	-1.51907256589134	-1.77905704781014	-2.30971288680343	-1.201385550786	-1.25685542842608	-1.3446236390565	-2.58625673339086	-2.83248490904243	-0.76267858798998	-3.60372429643127	-1.39657110541542	-1.88965199331705	-1.91969170513742	-1.9503603195559	-1.7813102846181	-0.803117980509305	-0.861913655013037	-1	1	1	-1	-1	1	1	-1	1	1	1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	1	1	-1	1	-1	-1	1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	-1	1	1	-1	-1	1	1	-1	1	1	1	-1	1	-1	-1	1	-1	1	1	-1	1	-1	0	0	0.696957983193277	I_nu	1 
59600	-303.929254425111	0.167765862494876	-0.397419421791758	0.36822409904562	1.79520740055479	0.749365963174496	0.0582786458102056	-159.405844213734	-0.00625002263982262	-0.270748421754504	0.697406581237825	0.433070660868863	-0.395025162864764	-0.0584501899214258	0.600054429551355	0.884930496643036	0.846700605966213	0.159336790907107	0.0502518790895558	0.292110822671615	-0.0314336538505503	0.506642749273913	0.438134065668748	0.613154769579069	-0.0972890415853052	0.22781379011833	-0.37987849191495	0.692423050571902	0.376915046679623	0.90349716289839	-0.202888114494337	0.213170538237846	-0.0130206154905168	-0.166390242985495	-1.78128414581114	-1.27679236738598	-0.0804904126556065	-2.39046632363623	-2.13873275304555	-2.29108123763048	-2.61467458057392	-1.47723582215489	-1.86408279938889	-1.66656319507473	-1.80912241512619	-1.57761072165194	-1.98180250963444	-0.80409592162691	-0.804271697203479	-1.70947521626896	-1.61921365544654	0.516982150811144	-2.35449742200999	-0.734088472498777	-0.124657226179771	-2.78030765928071	-3.13702953920848	-1.07101773050318	0.208571673417979	-3.07422707527859	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	1	1	1	1	-1	1	-1	1	-1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	1	1	1	1	-1	1	-1	1	-1	-1	1	-1	1	-1	1	-1	1	1	1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	1	1	1	-1	1	-1	1	1	-1	1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	-1	0	0	0.696828859060403	omega	1 
59700	-270.996298134161	-0.105648396750521	-1.46584159763272	0.289157896512189	1.79739353023935	0.747436790221836	0.0620808475045488	-127.267700067614	0.441034458045273	0.528233892301267	0.293522134648492	0.413701974373223	-0.225369135539243	-0.251007106835184	-0.392538514421972	0.319436364998956	0.0950554391667848	-0.00172704038120353	0.143068082560524	0.065952748323116	0.214871050532136	0.55092776267733	0.507596609306469	0.322565039732364	-0.0338520943152833	0.0891429609009816	-0.176524738640115	-0.43952085073696	-0.437905000158519	0.22248701307459	0.0499024399752614	-0.182418565756743	0.157299769264879	1.32005680055948	-2.25902068751266	-3.01800818216556	-2.14729345053104	-3.71761940788081	-4.56444073995339	-3.69898331465975	-0.815268958841287	-1.79658468323161	-1.0990794871522	-2.41898103937548	-2.49206504909796	-3.05558374888835	-1.54176991172919	-0.674534613115735	-0.961215217865316	-1.69949081965241	-2.1854051133037	-0.399091990280633	-2.95117344254739	-3.4228498040325	-1.52402589223278	-0.773426692484669	-0.765722609798131	-1.81323023137201	-1.662073762241	-2.67874181730294	-1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	1	-1	1	-1	1	1	1	1	-1	1	-1	1	1	-1	-1	1	-1	1	1	1	-1	-1	1	-1	1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	1	1	-1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	1	0	0	0.696867671691792	NA	1 
